cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments,inv_harvested_trees
604,1,45.06,49.35,83253,174409,36280,20565,26981,41037,5745,35146,91211631.26,97064989.47,5853358.205,,65835.47022,0,13832390.7,5695648,50,387
605,1,45.06,49.35,94061,172558,36343,20565,26216,40118,5695,35138,91341955.03,97064989.47,5723034.433,,66412.28842,0,13832390.7,5695648,50,387
606,1,45.06,49.35,104806,171000,36198,20586,25445,39226,5648,35140,91498891.45,97064989.47,5566098.015,,72057.38879,0,13832390.7,5695648,50,387
607,1,45.06,49.35,115789,169360,36076,20618,24728,38353,5595,35139,91643247.34,97064989.47,5421742.125,,51089.84412,0,13832390.7,5695648,50,387
608,1,45.06,49.35,114406,167737,35976,20627,23985,37499,5548,35133,91823316.4,97064989.47,5241673.063,,71289.65189,0,13832390.7,5695648,50,387
609,1,45.06,49.35,112057,167113,35955,20628,23304,36636,5492,35127,91924969.47,97064989.47,5140019.999,,19706.87194,0,13832390.7,5695648,50,387
610,1,45.06,49.35,104112,172158,35947,20631,22638,35384,5907,35121,92017551.66,97064989.47,5047437.807,,20283.69014,0,13832390.7,5695648,50,387
611,1,45.06,49.35,97467,175848,35903,20643,22005,34315,6160,35118,92156262.45,97064989.47,4908727.016,,66412.28842,0,13832390.7,5695648,50,387
612,1,45.06,49.35,89904,180511,35877,20648,21311,33341,6349,35114,92311747.28,97064989.47,4753242.19,,66412.28842,0,13832390.7,5695648,50,387
613,1,45.06,49.35,86326,181130,36027,20644,27283,32579,6338,35105,92616894.49,101580632.8,8963738.297,,67863.87986,0,15426147.17,5695648,50,414
614,1,45.06,49.35,85284,179169,36229,20654,26561,31835,6279,35095,93033831.85,103272501.3,10238669.47,,46896.33518,0,16023277.23,5695648,50,419
615,1,45.06,49.35,84267,177022,36626,20662,6229,50773,6222,35082,93542062.84,103272501.3,9730438.479,,336089.4072,0,16023277.23,5695648,50,419
616,1,45.06,49.35,83151,175053,36877,20678,6045,49591,6171,35088,93750978,108743499.3,14992521.32,,142809.3544,0,16023277.23,5923473.92,52,419
617,1,45.06,49.35,93922,173192,37116,20712,5627,47849,6875,35138,95703391.05,109878391.7,14175000.7,,3509.6544,0,16132689.22,6037386.88,53,419
618,1,45.06,49.35,104572,171603,37192,20736,5444,46705,6859,35136,96208023.15,110846943.9,14638920.76,,60222.86665,0,16474531.16,6037386.88,53,419
619,1,45.06,49.35,115224,169950,37093,20750,5280,45573,6801,35122,96729326.93,111414709.8,14685382.9,,55283.35305,0,16674919.14,6037386.88,53,419
620,1,45.06,49.35,113274,168426,37523,20831,5075,44401,6841,35142,97121159.73,112915069.4,15793909.66,,61641.96129,0,16674919.14,6265212.8,55,428
621,1,45.06,49.35,111019,167758,37456,20839,4929,43352,6785,35133,97443778.64,112915069.4,15471290.75,,49638.25268,0,16674919.14,6265212.8,55,428
622,1,45.06,49.35,102687,172879,37665,20877,4738,42205,6858,35145,97555865.77,114758968.7,17203102.89,,83870.1787,0,16674919.14,6379125.76,56,428
623,1,45.06,49.35,95265,176258,38571,21108,4421,39588,8326,35461,98277208.92,114758968.7,16481759.74,,16090.1812,0,16674919.14,6379125.76,56,428
624,1,45.06,49.35,87943,180763,38510,21137,4296,38549,8297,35482,98386262.49,114758968.7,16372706.17,,636082.9217,0,16674919.14,6379125.76,56,428
625,1,45.06,49.35,84400,181315,38625,21152,33727,37637,8233,35492,98528853.39,114758968.7,16230115.27,,67863.87986,0,16674919.14,6379125.76,56,428
626,1,45.06,49.35,83434,179267,38829,21155,32702,36771,8200,35502,98672906.62,114758968.7,16086062.03,,67863.87986,0,16674919.14,6379125.76,56,428
627,1,45.06,49.35,82505,177100,39162,21171,27788,39852,8142,35496,98858794.06,115004547.1,16145753.03,,72057.38879,0,16761593.88,6379125.76,56,428
628,1,45.06,49.35,81480,175152,39283,21203,26933,38842,7915,35658,99040186.32,115004547.1,15964360.77,,53254.94342,0,16761593.88,6379125.76,56,428
629,1,45.06,49.35,92412,173358,39333,21227,26152,37922,7855,35657,99195267.61,115004547.1,15809279.49,,71289.65189,0,16761593.88,6379125.76,56,428
630,1,45.06,49.35,103193,171849,39192,21261,25389,37045,7803,35658,99304904.15,115004547.1,15699642.95,,16090.1812,0,16761593.88,6379125.76,56,428
631,1,45.06,49.35,113767,170327,39310,21278,24657,36121,7828,35666,99397082.8,115004547.1,15607464.29,,16090.1812,0,16761593.88,6379125.76,56,428
632,1,45.06,49.35,112411,168840,39169,21320,23966,35262,7772,35663,99543200.25,115004547.1,15461346.84,,65835.47022,0,16761593.88,6379125.76,56,428
633,1,45.06,49.35,110178,168058,39199,21331,23265,34438,7693,35689,99719249.08,115004547.1,15285298.01,,66412.28842,0,16761593.88,6379125.76,56,428
634,1,45.06,49.35,102470,172899,39202,21332,22620,33219,8070,35688,99832395.28,115004547.1,15172151.82,,74799.30629,0,16761593.88,6379125.76,56,428
635,1,45.06,49.35,95865,176439,39265,21331,22022,32135,8307,35682,99962315.51,115004547.1,15042231.58,,53831.76162,0,16761593.88,6379125.76,56,428
636,1,45.06,49.35,88492,180974,39224,21356,21436,31163,8477,35681,100134170.8,115004547.1,14870376.26,,71289.6519,0,16761593.88,6379125.76,56,428
637,1,45.06,49.35,84941,181481,39424,21375,27567,30386,8457,35679,100225571,115004547.1,14778976.09,,16090.1812,0,16761593.88,6379125.76,56,428
638,1,45.06,49.35,83947,179504,39590,21394,26704,29633,8476,35686,100326136.7,115004547.1,14678410.42,,16090.1812,0,16761593.88,6379125.76,56,428
639,1,45.06,49.35,82968,177315,40063,21384,6262,48628,8405,35684,100503637.1,115004547.1,14500910,,59476.86199,0,16761593.88,6379125.76,56,428
640,1,45.06,49.35,82057,175447,40176,21414,6056,47433,8348,35683,100607819.5,115004547.1,14396727.64,,61641.96129,0,16761593.88,6379125.76,56,428
641,1,45.06,49.35,92828,173587,40318,21429,5912,46278,8290,35678,100766035.2,115452814.1,14686778.9,,70605.79736,0,16761593.88,6493038.72,57,428
642,1,45.06,49.35,103722,171966,40285,21439,5721,45171,8225,35670,101025519.7,115452814.1,14427294.38,,46896.33518,0,16761593.88,6493038.72,57,428
643,1,45.06,49.35,114511,170400,40251,21441,5562,44035,8170,35664,101169572.9,115452814.1,14283241.14,,190914.4539,0,16761593.88,6493038.72,57,428
644,1,45.06,49.35,113079,168913,40168,21437,5405,42980,8111,35660,101259088.8,115452814.1,14193725.25,,14094.26837,0,16761593.88,6493038.72,57,428
645,1,45.06,49.35,110833,168230,40149,21443,5223,41965,8060,35657,101384916.4,115452814.1,14067897.64,,11896.67227,0,16761593.88,6493038.72,57,428
646,1,45.06,49.35,103163,173024,40137,21446,5075,40890,8084,35658,101493970,115452814.1,13958844.07,,66412.28842,0,16761593.88,6493038.72,57,428
647,1,45.06,49.35,96575,176710,40081,21443,4912,39872,8068,35668,101640765.2,115452814.1,13812048.92,,66412.28842,0,16761593.88,6493038.72,57,428
648,1,45.06,49.35,89134,181299,40047,21443,4767,38864,8040,35676,101808527.9,115452814.1,13644286.22,,70605.79736,0,16761593.88,6493038.72,57,428
649,1,45.06,49.35,85580,181903,40137,21453,34844,37954,7969,35687,101938538.2,115452814.1,13514275.85,,46896.33518,0,16761593.88,6493038.72,57,428
650,1,45.06,49.35,84588,179838,40369,21461,33821,37039,7928,35722,102086785,115452814.1,13366029.11,,79676.66976,0,16761593.88,6493038.72,57,428
651,1,45.06,49.35,83647,177647,40730,21479,28446,40586,7870,35719,102213296.4,115452814.1,13239517.64,,17541.77264,0,16761593.88,6493038.72,57,428
652,1,45.06,49.35,82698,175750,40867,21476,27645,39656,7805,35722,102272027.9,115452814.1,13180786.18,,20283.69014,0,16761593.88,6493038.72,57,428
653,1,45.06,49.35,93440,173907,40980,21503,26827,38670,7747,35713,102418823.1,115452814.1,13033991.02,,70605.79736,0,16761593.88,6493038.72,57,428
654,1,45.06,49.35,104142,172370,40888,21510,26090,37794,7689,35717,102579650.3,115452814.1,12873163.75,,67863.87986,0,16761593.88,6493038.72,57,428
655,1,45.06,49.35,114941,170793,40831,21531,25364,36856,7586,35762,102723703.6,115452814.1,12729110.52,,72057.38879,0,16761593.88,6493038.72,57,428
656,1,45.06,49.35,113446,169226,40793,21536,24670,36062,7535,35772,102853147.9,115452814.1,12599666.22,,53254.94342,0,16761593.88,6493038.72,57,428
657,1,45.06,49.35,111185,168555,40746,21551,24011,35226,7483,35772,103041878.1,115452814.1,12410935.97,,71289.65189,0,16761593.88,6493038.72,57,428
658,1,45.06,49.35,103350,173366,40865,21556,23298,33991,7846,35770,103097099.9,115452814.1,12355714.16,,16090.1812,0,16761593.88,6493038.72,57,428
659,1,45.06,49.35,96754,177099,40838,21560,22629,32934,8065,35767,103197766.5,115452814.1,12255047.61,,16090.1812,0,16761593.88,6493038.72,57,428
660,1,45.06,49.35,89396,181566,40915,21560,22039,31979,8225,35759,103361335.7,115452814.1,12091478.42,,62218.77949,0,16761593.88,6493038.72,57,428
,,,,,,,,,,,,management_running_cost,ITP_running_earning,net_running_earning,,38490787.64,,investor_total_profit,total_investment_cost,Final net earning,
,,,,,,,,,,,,103361335.7,115452814.1,12091478.42,Average monthly total,58231.14621,,16761593.88,6493038.72,10268555.16,
,,,,,,,,,,,,,,,Average per community earning,3882.076414,,,,,
,,,,,,,,,,,,,,,,,,Average investor profit,1676159.388,,
,,,,,,,,,,,,,,,,,,Average investment cost,649303.872,,
,,,,,,,,,,,,,,,,,,Average net earning,1026855.516,,
,,,,,,,,,,,,,,,,,,Average % gained,1.581471419,,
,,,,,,,,,,,,,,,,,,,158.1471419,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1026855.516,,
