cycle,name,mean_stand_age,stand_basal_area,mean_dbh
0,plot0,36.36243386243386,6.255866017463968,26.18095238095238
0,plot1,39.86527777777778,8.785794508390648,28.702999999999996
0,plot2,42.9563492063492,2.0902673114457664,30.928571428571434
0,plot3,36.861111111111086,6.235757468286503,26.540000000000013
0,plot4,34.74027777777778,6.315115669512506,25.013000000000005
0,plot5,35.52222222222221,6.832898048112078,25.576000000000004
0,plot6,32.442129629629626,1.4646010703256003,23.358333333333334
0,plot7,41.17559523809525,8.074792400622858,29.64642857142857
0,plot8,36.75277777777777,7.356485304537311,26.461999999999993
0,plot9,36.84583333333333,7.04635748795105,26.529000000000007
0,plot10,39.01249999999999,8.32496370681352,28.088999999999995
0,plot11,39.335317460317455,8.378201135921255,28.321428571428566
0,plot12,42.179951690821255,2.418072084495613,30.369565217391308
0,plot13,38.695286195286194,8.2698012668073,27.860606060606056
0,plot14,34.90138888888889,6.61336748047004,25.129000000000005
0,plot15,37.09861111111113,7.610267086085108,26.710999999999984
0,plot16,36.459722222222226,7.135005378653719,26.250999999999998
0,plot17,36.64444444444443,7.141650632514227,26.383999999999993
0,plot18,34.86666666666667,6.735802414763903,25.104000000000006
0,plot19,36.69642857142858,6.960478911172522,26.421428571428578
0,plot20,36.09106529209622,6.909876492902986,25.985567010309268
0,plot21,39.856150793650805,2.540477959057432,28.69642857142858
0,plot22,36.10330836454431,6.482694504840294,25.994382022471914
0,plot23,36.98472222222222,7.75261422001559,26.629
0,plot24,36.22222222222223,6.9743246953950555,26.080000000000013
0,plot25,37.42916666666668,7.2750905658736125,26.948999999999998
0,plot26,37.0875,7.130991994038758,26.702999999999992
0,plot27,37.099999999999994,8.063921704643274,26.71199999999999
0,plot28,35.575,7.093303092371806,25.614000000000004
0,plot29,37.0111111111111,7.221643435456255,26.647999999999996
0,plot30,36.56527777777778,6.9883212760649585,26.326999999999984
0,plot31,34.454166666666666,6.433143734711551,24.806999999999995
0,plot32,39.73538011695906,8.644685161965679,28.609473684210524
0,plot33,35.45572916666667,6.2436899897368185,25.528125
0,plot34,37.97537227949597,7.429678130180644,27.342268041237105
0,plot35,31.976851851851855,1.6131175068295682,23.023333333333326
0,plot36,38.598191214470305,6.678201313460332,27.790697674418595
0,plot37,37.493055555555564,8.131281378127053,26.994999999999994
0,plot38,38.316666666666656,8.581887081014914,27.587999999999997
0,plot39,34.63055555555556,6.504444536179261,24.93399999999999
0,plot40,38.05833333333334,8.129884154794372,27.402
0,plot41,40.5794051627385,8.913800271857488,29.217171717171702
0,plot42,39.33888888888888,8.54881396435424,28.32399999999999
0,plot43,35.576388888888886,6.979095989237689,25.61499999999999
0,plot44,38.484722222222224,7.8215234840757555,27.709000000000007
0,plot45,36.294444444444444,7.59220999691044,26.131999999999994
0,plot46,38.37209302325581,6.797357210422012,27.627906976744196
0,plot47,35.835537918871246,4.263274748609127,25.801587301587304
0,plot48,38.08815192743762,7.9283784750023045,27.423469387755116
0,plot49,34.40334467120182,6.52369385976597,24.770408163265298
0,plot50,37.03423120089788,7.09448747280221,26.664646464646456
0,plot51,32.15873015873016,1.8129330097740026,23.154285714285713
0,plot52,37.29244694132335,6.946142253097858,26.850561797752803
0,plot53,39.880116959064324,7.813773960397513,28.713684210526317
0,plot54,36.801215277777764,7.959019998949093,26.496874999999992
0,plot55,36.81568287037036,7.651981153339476,26.50729166666665
0,plot56,34.70277777777776,6.723663300750432,24.986000000000004
0,plot57,39.37638888888889,8.455198430268084,28.35099999999999
0,plot58,35.80138888888889,6.908988207580181,25.77700000000001
0,plot59,36.18333333333332,6.858481607886584,26.051999999999992
0,plot60,35.509722222222216,6.785330408345907,25.566999999999993
0,plot61,34.24166666666665,6.148015141666231,24.653999999999996
0,plot62,37.834722222222204,8.22344628180542,27.240999999999982
0,plot63,41.006944444444464,9.25109579631383,29.525
0,plot64,37.85555555555556,7.889492626534334,27.256
0,plot65,38.8472222222222,8.41618534729764,27.969999999999995
0,plot66,33.641666666666666,6.305558159262127,24.22199999999999
0,plot67,36.29861111111111,7.585674698792811,26.13500000000001
0,plot68,33.86599511599512,5.374962651999225,24.38351648351647
0,plot69,39.537623066104075,6.864979206892369,28.46708860759493
0,plot70,40.21666666666667,9.16196331494434,28.955999999999996
0,plot71,36.77916666666667,7.427726415744602,26.480999999999998
0,plot72,34.49742268041237,6.283946357999917,24.8381443298969
0,plot73,37.61741122565866,7.178646027602898,27.08453608247423
0,plot74,37.0477207977208,2.9109864010475235,26.674358974358977
0,plot75,35.89371980676327,6.664301336764523,25.843478260869563
0,plot76,37.46388888888889,7.757804916477486,26.973999999999997
0,plot77,34.62083333333334,6.4188432049524105,24.927
0,plot78,36.12916666666667,6.915078184939165,26.01299999999999
0,plot79,39.07083333333333,8.9055645867161,28.13099999999999
0,plot80,40.95416666666665,8.724666969333422,29.487000000000002
0,plot81,38.41944444444444,8.16451078902224,27.662000000000003
0,plot82,40.4875,9.428542374166542,29.150999999999982
0,plot83,35.701388888888886,6.963392738358722,25.704999999999995
0,plot84,39.57499999999998,8.728040254445212,28.494
0,plot85,33.6125,5.998648904349465,24.201000000000004
0,plot86,35.752777777777794,7.112960037605317,25.741999999999994
0,plot87,37.64444444444443,7.840895329775954,27.103999999999996
0,plot88,38.18888888888889,7.835961458513488,27.495999999999995
0,plot89,37.548611111111114,7.99339844735733,27.035
0,plot90,36.93611111111111,7.323465594951755,26.593999999999987
0,plot91,38.30515297906602,5.791452229465422,27.579710144927542
0,plot92,41.403207331042374,10.069371512229264,29.810309278350523
0,plot93,38.993055555555564,8.39372374522264,28.074999999999996
0,plot94,39.419444444444444,8.55410440638289,28.381999999999998
0,plot95,35.91527777777778,7.095667926241797,25.858999999999988
0,plot96,35.8625,7.2128948853141726,25.821000000000005
0,plot97,37.22923681257014,7.514434372983678,26.805050505050495
0,plot98,36.89380787037039,7.254816297683671,26.563541666666662
0,plot99,36.19005847953217,6.736195113845599,26.056842105263165
0,plot100,36.171652421652425,2.454176838066994,26.043589743589738
0,plot101,38.75597371565113,8.098560119843592,27.904301075268805
0,plot102,35.118055555555564,6.476257381493089,25.284999999999997
0,plot103,33.94999999999999,6.463595977700962,24.444000000000003
0,plot104,35.726388888888884,6.759566206993817,25.723000000000003
0,plot105,38.50138888888889,8.422368787038069,27.72099999999999
0,plot106,38.31666666666666,7.990988060393863,27.587999999999997
0,plot107,36.41805555555555,7.094683036944897,26.221000000000004
0,plot108,38.10694444444445,7.952064512814045,27.436999999999994
0,plot109,35.72361111111111,7.050710164572599,25.720999999999982
0,plot110,33.520833333333336,6.082809029946485,24.134999999999994
0,plot111,31.975,5.561534771112457,23.022
0,plot112,38.140277777777754,7.737919420378424,27.461
0,plot113,35.64766081871345,6.4031729407963045,25.666315789473675
0,plot114,40.44321895424835,6.446327428282343,29.11911764705883
0,plot115,38.551388888888894,8.322153552184886,27.757
0,plot116,34.50416666666666,6.728219395496298,24.843000000000004
0,plot117,38.155555555555566,7.423781360769856,27.472000000000012
0,plot118,40.15,9.145463670327695,28.907999999999998
0,plot119,35.70694444444443,6.9413340455415415,25.709
0,plot120,34.516666666666666,6.369057600772809,24.85199999999998
0,plot121,40.72083333333333,9.404179323137953,29.319000000000006
0,plot122,38.61944444444444,7.978611756135044,27.806000000000004
0,plot123,42.73684210526316,9.581664385500671,30.77052631578947
0,plot124,35.396825396825406,2.897509753961788,25.485714285714295
0,plot125,34.032356532356545,5.5122887354711105,24.503296703296694
0,plot126,36.21117084826763,7.093668302517785,26.072043010752687
0,plot127,38.2435465768799,8.339374977713696,27.535353535353536
0,plot128,36.94444444444444,6.991173056796254,26.59999999999999
0,plot129,35.127777777777766,6.898935896486859,25.291999999999998
0,plot130,37.803030303030305,8.35601442320344,27.218181818181804
0,plot131,34.86944444444444,6.778152654530621,25.105999999999998
0,plot132,35.072222222222216,6.5652516327858175,25.252000000000002
0,plot133,33.71805555555556,6.05330790413295,24.276999999999994
0,plot134,36.46666666666666,7.443848283844661,26.256000000000004
0,plot135,36.283333333333346,6.948992463032829,26.123999999999988
0,plot136,39.61666666666666,8.42418070060103,28.52399999999999
0,plot137,37.640277777777754,7.735930792228703,27.10099999999999
0,plot138,35.094444444444456,6.317854352908276,25.268000000000008
0,plot139,35.62714776632301,6.772499358550483,25.651546391752575
0,plot140,35.95679012345678,4.362916642803034,25.888888888888886
0,plot141,38.374017957351306,7.726696080623474,27.629292929292912
0,plot142,36.35416666666666,7.003201429668686,26.17499999999999
0,plot143,34.37777777777777,6.053544308980135,24.752000000000002
0,plot144,43.130555555555546,10.136153918062947,31.053999999999995
0,plot145,38.986111111111086,8.752415871844416,28.070000000000004
0,plot146,34.43888888888888,6.496048629812543,24.795999999999996
0,plot147,35.34722222222222,7.0438277204667505,25.45
0,plot148,36.39444444444445,7.156431825949366,26.203999999999997
0,plot149,40.77638888888888,9.23922528847224,29.359000000000005
0,plot150,35.55833333333332,6.9424705166839775,25.602000000000004
0,plot151,38.0233918128655,7.113996763181,27.376842105263137
0,plot152,38.03819444444444,8.05433356386452,27.3875
0,plot153,38.057033096926716,7.496937272699513,27.401063829787233
0,plot154,31.241319444444446,2.2355785380449085,22.493750000000002
0,plot155,38.701317296678106,7.766217316205635,27.864948453608243
0,plot156,37.61111111111111,7.132304394369796,27.08000000000001
0,plot157,36.19305555555556,7.203741855117937,26.058999999999997
0,plot158,35.573611111111106,6.8541972609052495,25.61300000000001
0,plot159,37.52222222222222,8.366851347061996,27.015999999999995
0,plot160,33.49583333333334,5.750656292664071,24.116999999999997
0,plot161,37.568055555555546,8.21983502105012,27.04899999999998
0,plot162,39.43333333333331,8.855309314434795,28.39200000000001
0,plot163,36.28055555555555,7.490526067491698,26.122
0,plot164,36.93888888888888,7.337191213255287,26.596000000000007
0,plot165,37.94027777777777,8.432751750758186,27.316999999999986
0,plot166,38.36527777777778,8.123527927457994,27.623
0,plot167,40.50138888888889,8.823306695470835,29.16099999999999
0,plot168,37.09541062801932,4.6584266287721405,26.708695652173915
0,plot169,36.29725085910653,6.754776063595254,26.13402061855669
