10.0,128,10,1,1,15,15,90.12,98.7,0.3,76101,55057,34305,10352,22893,31017,8338,35603,15822313.056992069,9693786.19224753,-6128526.864744538,6144208.633244083,0.0,1632,1329,0,3777860.797218145,1708694.3999999997,15,218,true
10.0,128,10,1,1,15,15,45.06,49.35,0.3,76101,55057,34305,10352,22893,31017,8338,35603,15822313.056992069,5701240.296123765,-10121072.760868303,6144208.633244083,0.0,1632,1329,0,1888930.3986090724,1708694.3999999997,15,218,true
10.0,128,10,1,1,30,15,90.12,98.7,0.3,76398,55610,34599,10405,22920,31106,8405,35554,16193809.555305189,14622161.541811604,-1571648.0134935845,11800812.43851317,0.0,267,2532,0,7324322.166238518,1708694.3999999997,15,137,true
10.0,128,10,1,1,30,15,45.06,49.35,0.3,76398,55610,34599,10405,22920,31106,8405,35554,16193809.555305189,8165427.970905801,-8028381.584399387,11800812.43851317,0.0,267,2532,0,3662161.083119259,1708694.3999999997,15,137,true
10.0,128,10,1,3,15,15,90.12,98.7,0.3,75277,54712,34304,10288,22819,31295,8317,35591,15770608.79466838,9791280.161287298,-5979328.633381082,6015859.112844505,0.0,1622,1331,0,3861427.0563950893,1708694.3999999997,15,220,true
10.0,128,10,1,3,15,15,45.06,49.35,0.3,75277,54712,34304,10288,22819,31295,8317,35591,15770608.79466838,5749987.280643649,-10020621.51402473,6015859.112844505,0.0,1622,1331,0,1930713.5281975446,1708694.3999999997,15,220,true
10.0,128,10,1,3,30,15,90.12,98.7,0.3,76283,55290,34287,10396,23190,31073,8438,35690,15918787.478277685,13571381.813327063,-2347405.6649506222,11781699.07645789,0.0,267,2530,0,6475809.311937464,1708694.3999999997,15,153,true
10.0,128,10,1,3,30,15,45.06,49.35,0.3,76283,55290,34287,10396,23190,31073,8438,35690,15918787.478277685,7640038.106663532,-8278749.3716141535,11781699.07645789,0.0,267,2530,0,3237904.655968732,1708694.3999999997,15,153,true
10.0,128,10,3,1,15,15,90.12,98.7,0.3,75954,55069,34490,10355,22859,31041,8143,35613,16816489.794108685,9700612.607411949,-7115877.186696736,5880732.364535771,0.0,1826,1364,0,2901436.3106182464,1708694.3999999997,15,234,true
10.0,128,10,3,1,15,15,45.06,49.35,0.3,75954,55069,34490,10355,22859,31041,8143,35613,16816489.794108685,5704653.503705975,-11111836.29040271,5880732.364535771,0.0,1826,1364,0,1450718.1553091232,1708694.3999999997,15,234,true
