'NATIVE',cycle,Seedling,Sapling,Pole,Adult,Native
NATIVE,3104,7338,11382,3743,43058,65521
NATIVE,3105,7143,11361,3735,43057,65296
NATIVE,3106,6577,11717,3743,43056,65093
NATIVE,3107,6111,11985,3741,43055,64892
NATIVE,3108,5683,12211,3747,43056,64697
NATIVE,3109,5538,12175,3743,43055,64511
NATIVE,3110,5478,12027,3759,43053,64317
NATIVE,3111,5405,11876,3785,43051,64117
NATIVE,3112,5353,11772,3783,43051,63959
NATIVE,3113,6049,11655,3784,43054,64542
NATIVE,3114,6732,11536,3783,43056,65107
NATIVE,3115,7438,11438,3769,43055,65700
NATIVE,3116,7345,11359,3756,43055,65515
NATIVE,3117,7146,11358,3749,43055,65308
NATIVE,3118,6589,11704,3748,43059,65100
NATIVE,3119,6105,11985,3750,43063,64903
NATIVE,3120,5696,12226,3739,43066,64727
NATIVE,3121,5540,12190,3734,43064,64528
NATIVE,3122,5482,12036,3739,43064,64321
NATIVE,3123,5420,11899,3748,43068,64135
NATIVE,3124,5363,11771,3740,43071,63945
NATIVE,3125,6028,11649,3738,43072,64487
NATIVE,3126,6725,11539,3727,43077,65068
NATIVE,3127,7407,11449,3713,43076,65645
NATIVE,3128,7313,11341,3707,43080,65441
NATIVE,3129,7101,11365,3703,43076,65245
NATIVE,3130,6556,11677,3699,43076,65008
NATIVE,3131,6098,11938,3702,43080,64818
NATIVE,3132,5667,12166,3697,43082,64612
NATIVE,3133,5516,12125,3691,43079,64411
NATIVE,3134,5453,11995,3700,43080,64228
NATIVE,3135,5387,11844,3713,43082,64026
NATIVE,3136,5310,11728,3716,43080,63834
NATIVE,3137,5997,11602,3721,43082,64402
NATIVE,3138,6679,11502,3701,43089,64971
NATIVE,3139,7362,11388,3694,43089,65533
NATIVE,3140,7281,11284,3678,43090,65333
NATIVE,3141,7082,11284,3678,43085,65129
NATIVE,3142,6539,11607,3690,43087,64923
NATIVE,3143,6070,11887,3688,43090,64735
NATIVE,3144,5613,12140,3680,43089,64522
NATIVE,3145,5464,12107,3682,43087,64340
NATIVE,3146,5408,11974,3682,43093,64157
NATIVE,3147,5350,11825,3691,43098,63964
NATIVE,3148,5273,11701,3681,43098,63753
NATIVE,3149,5934,11571,3686,43098,64289
NATIVE,3150,6630,11470,3666,43100,64866
NATIVE,3151,7291,11345,3657,43104,65397
NATIVE,3152,7206,11222,3649,43101,65178
NATIVE,3153,7004,11242,3638,43103,64987
NATIVE,3154,6461,11574,3652,43102,64789
NATIVE,3155,6005,11849,3652,43102,64608
NATIVE,3156,5564,12100,3651,43105,64420
NATIVE,3157,5385,12044,3654,43104,64187
NATIVE,3158,5321,11896,3661,43108,63986
NATIVE,3159,5261,11748,3676,43114,63799
NATIVE,3160,5193,11624,3669,43112,63598
NATIVE,3161,5849,11495,3669,43116,64129
NATIVE,3162,6521,11383,3647,43122,64673
NATIVE,3163,7190,11255,3641,43119,65205
NATIVE,3164,7102,11140,3625,43120,64987
NATIVE,3165,6902,11126,3632,43121,64781
NATIVE,3166,6380,11462,3631,43122,64595
NATIVE,3167,5889,11746,3625,43124,64384
NATIVE,3168,5490,11985,3617,43130,64222
NATIVE,3169,5345,11939,3622,43127,64033
NATIVE,3170,5273,11801,3627,43131,63832
NATIVE,3171,5216,11648,3638,43133,63635
NATIVE,3172,5149,11549,3642,43130,63470
NATIVE,3173,5817,11431,3639,43130,64017
NATIVE,3174,6470,11316,3620,43133,64539
NATIVE,3175,7144,11209,3607,43136,65096
NATIVE,3176,7062,11112,3603,43135,64912
NATIVE,3177,6861,11116,3599,43135,64711
NATIVE,3178,6319,11471,3590,43135,64515
NATIVE,3179,5850,11730,3588,43136,64304
NATIVE,3180,5425,11979,3577,43139,64120
NATIVE,3181,5286,11938,3574,43139,63937
NATIVE,3182,5227,11823,3593,43138,63781
NATIVE,3183,5168,11683,3603,43137,63591
NATIVE,3184,5104,11572,3599,43136,63411
NATIVE,3185,5777,11456,3602,43136,63971
NATIVE,3186,6438,11361,3588,43140,64527
NATIVE,3187,7107,11264,3575,43142,65088
NATIVE,3188,7010,11153,3568,43142,64873
NATIVE,3189,6818,11123,3572,43142,64655
NATIVE,3190,6328,11420,3576,43143,64467
NATIVE,3191,5872,11664,3578,43142,64256
NATIVE,3192,5458,11883,3568,43147,64056
NATIVE,3193,5320,11856,3565,43145,63886
NATIVE,3194,5241,11722,3583,43147,63693
NATIVE,3195,5187,11600,3590,43148,63525
NATIVE,3196,5134,11456,3591,43150,63331
NATIVE,3197,5790,11340,3588,43151,63869
NATIVE,3198,6463,11230,3584,43153,64430
NATIVE,3199,7133,11120,3579,43155,64987
NATIVE,3200,7051,11022,3574,43155,64802
NATIVE,3201,6840,11027,3566,43156,64589
NATIVE,3202,6330,11359,3571,43156,64416
NATIVE,3203,5890,11614,3565,43158,64227
NATIVE,3204,5482,11855,3567,43161,64065
NATIVE,3205,5339,11806,3577,43161,63883
NATIVE,3206,5286,11652,3583,43164,63685
NATIVE,3207,5226,11509,3597,43163,63495
NATIVE,3208,5172,11383,3608,43163,63326
NATIVE,3209,5831,11271,3601,43167,63870
NATIVE,3210,6516,11179,3594,43171,64460
NATIVE,3211,7168,11079,3583,43171,65001
NATIVE,3212,7085,10973,3571,43169,64798
NATIVE,3213,6894,10966,3571,43170,64601
NATIVE,3214,6387,11305,3576,43170,64438
NATIVE,3215,5925,11589,3580,43169,64263
NATIVE,3216,5491,11833,3579,43171,64074
NATIVE,3217,5353,11794,3583,43169,63899
NATIVE,3218,5274,11671,3593,43174,63712
NATIVE,3219,5205,11545,3604,43173,63527
NATIVE,3220,5142,11417,3604,43172,63335
NATIVE,3221,5803,11320,3606,43168,63897
NATIVE,3222,6489,11203,3584,43176,64452
NATIVE,3223,7142,11097,3577,43178,64994
NATIVE,3224,7065,10987,3571,43176,64799
NATIVE,3225,6861,10992,3577,43176,64606
NATIVE,3226,6306,11339,3578,43175,64398
NATIVE,3227,5860,11587,3588,43172,64207
NATIVE,3228,5434,11816,3586,43178,64014
NATIVE,3229,5277,11787,3588,43175,63827
NATIVE,3230,5224,11632,3604,43174,63634
NATIVE,3231,5154,11506,3608,43178,63446
NATIVE,3232,5101,11403,3613,43176,63293
NATIVE,3233,5760,11279,3605,43176,63820
NATIVE,3234,6406,11185,3593,43180,64364
NATIVE,3235,7072,11049,3583,43180,64884
NATIVE,3236,6977,10946,3581,43180,64684
NATIVE,3237,6790,10951,3582,43183,64506
NATIVE,3238,6263,11288,3586,43183,64320
NATIVE,3239,5800,11556,3587,43187,64130
NATIVE,3240,5376,11784,3585,43192,63937
NATIVE,3241,5230,11757,3590,43191,63768
NATIVE,3242,5171,11614,3587,43194,63566
NATIVE,3243,5116,11480,3599,43195,63390
NATIVE,3244,5056,11381,3594,43195,63226
NATIVE,3245,5700,11278,3592,43194,63764
NATIVE,3246,6347,11181,3575,43196,64299
NATIVE,3247,7015,11063,3557,43199,64834
NATIVE,3248,6914,10966,3548,43195,64623
NATIVE,3249,6753,10965,3550,43193,64461
NATIVE,3250,6226,11307,3558,43190,64281
NATIVE,3251,5773,11593,3563,43192,64121
NATIVE,3252,5351,11829,3549,43193,63922
NATIVE,3253,5204,11770,3550,43191,63715
NATIVE,3254,5146,11622,3570,43199,63537
NATIVE,3255,5065,11483,3589,43199,63336
NATIVE,3256,4996,11361,3580,43197,63134
NATIVE,3257,5655,11238,3581,43199,63673
NATIVE,3258,6307,11143,3572,43203,64225
NATIVE,3259,6944,11034,3560,43203,64741
NATIVE,3260,6860,10935,3547,43213,64555
NATIVE,3261,6675,10928,3543,43212,64358
NATIVE,3262,6165,11247,3553,43210,64175
NATIVE,3263,5744,11499,3555,43210,64008
NATIVE,3264,5353,11698,3550,43216,63817
NATIVE,3265,5193,11657,3547,43215,63612
NATIVE,3266,5146,11515,3551,43215,63427
NATIVE,3267,5086,11391,3554,43215,63246
NATIVE,3268,5030,11269,3553,43214,63066
NATIVE,3269,5672,11152,3550,43217,63591
NATIVE,3270,6323,11046,3544,43220,64133
NATIVE,3271,6979,10928,3539,43219,64665
NATIVE,3272,6909,10811,3531,43218,64469
NATIVE,3273,6730,10802,3530,43218,64280
NATIVE,3274,6214,11143,3532,43216,64105
NATIVE,3275,5809,11370,3537,43217,63933
NATIVE,3276,5399,11587,3528,43223,63737
NATIVE,3277,5264,11535,3538,43223,63560
NATIVE,3278,5199,11387,3561,43225,63372
NATIVE,3279,5130,11258,3568,43225,63181
NATIVE,3280,5064,11154,3575,43224,63017
NATIVE,3281,5710,11048,3575,43223,63556
NATIVE,3282,6353,10952,3567,43226,64098
NATIVE,3283,7000,10857,3557,43228,64642
NATIVE,3284,6912,10753,3545,43229,64439
NATIVE,3285,6721,10760,3544,43225,64250
NATIVE,3286,6220,11071,3549,43223,64063
NATIVE,3287,5753,11341,3556,43225,63875
NATIVE,3288,5325,11583,3550,43229,63687
NATIVE,3289,5175,11542,3552,43227,63496
NATIVE,3290,5113,11400,3583,43232,63328
NATIVE,3291,5057,11266,3589,43228,63140
NATIVE,3292,5004,11144,3591,43235,62974
NATIVE,3293,5665,11036,3587,43235,63523
NATIVE,3294,6309,10933,3584,43234,64060
NATIVE,3295,6960,10818,3574,43236,64588
NATIVE,3296,6898,10713,3565,43242,64418
NATIVE,3297,6701,10714,3561,43240,64216
NATIVE,3298,6193,11044,3561,43242,64040
NATIVE,3299,5758,11301,3562,43243,63864
NATIVE,3300,5335,11555,3558,43241,63689
NATIVE,3301,5202,11518,3557,43241,63518
NATIVE,3302,5146,11381,3565,43245,63337
NATIVE,3303,5090,11251,3582,43244,63167
NATIVE,3304,5028,11133,3584,43245,62990
NATIVE,3305,5678,11024,3576,43249,63527
NATIVE,3306,6329,10921,3562,43255,64067
NATIVE,3307,6969,10802,3557,43256,64584
NATIVE,3308,6889,10691,3551,43256,64387
NATIVE,3309,6704,10676,3550,43257,64187
NATIVE,3310,6218,10976,3559,43255,64008
NATIVE,3311,5765,11220,3558,43252,63795
NATIVE,3312,5333,11465,3545,43257,63600
NATIVE,3313,5167,11437,3542,43256,63402
NATIVE,3314,5110,11297,3554,43257,63218
NATIVE,3315,5045,11174,3563,43260,63042
NATIVE,3316,4983,11071,3564,43258,62876
NATIVE,3317,5634,10949,3558,43259,63400
NATIVE,3318,6272,10844,3537,43269,63922
NATIVE,3319,6939,10729,3527,43268,64463
NATIVE,3320,6876,10628,3521,43271,64296
NATIVE,3321,6699,10621,3520,43271,64111
NATIVE,3322,6200,10930,3522,43272,63924
NATIVE,3323,5769,11158,3526,43272,63725
NATIVE,3324,5351,11400,3522,43274,63547
NATIVE,3325,5187,11374,3523,43272,63356
NATIVE,3326,5137,11234,3532,43274,63177
NATIVE,3327,5067,11107,3542,43274,62990
NATIVE,3328,5005,10985,3546,43275,62811
NATIVE,3329,5649,10885,3542,43283,63359
NATIVE,3330,6293,10800,3532,43285,63910
NATIVE,3331,6922,10708,3522,43284,64436
NATIVE,3332,6843,10590,3509,43288,64230
NATIVE,3333,6667,10590,3514,43288,64059
NATIVE,3334,6169,10894,3514,43289,63866
NATIVE,3335,5721,11154,3518,43292,63685
NATIVE,3336,5335,11368,3518,43292,63513
NATIVE,3337,5188,11358,3515,43291,63352
NATIVE,3338,5122,11216,3526,43290,63154
NATIVE,3339,5053,11070,3537,43291,62951
NATIVE,3340,4991,10969,3540,43292,62792
NATIVE,3341,5650,10856,3541,43292,63339
NATIVE,3342,6282,10749,3529,43299,63859
NATIVE,3343,6929,10644,3522,43299,64394
NATIVE,3344,6841,10546,3505,43297,64189
NATIVE,3345,6666,10529,3499,43296,63990
NATIVE,3346,6136,10866,3501,43298,63801
NATIVE,3347,5705,11128,3502,43300,63635
NATIVE,3348,5309,11345,3498,43300,63452
NATIVE,3349,5166,11324,3494,43300,63284
NATIVE,3350,5110,11188,3506,43297,63101
NATIVE,3351,5045,11077,3508,43300,62930
NATIVE,3352,4975,10982,3501,43299,62757
NATIVE,3353,5617,10879,3502,43300,63298
NATIVE,3354,6267,10782,3485,43305,63839
NATIVE,3355,6912,10673,3476,43306,64367
NATIVE,3356,6832,10569,3459,43307,64167
NATIVE,3357,6634,10547,3457,43305,63943
NATIVE,3358,6125,10852,3463,43306,63746
NATIVE,3359,5693,11109,3466,43305,63573
NATIVE,3360,5292,11342,3457,43308,63399
NATIVE,3361,5131,11314,3453,43305,63203
NATIVE,3362,5065,11179,3455,43309,63008
NATIVE,3363,5014,11052,3475,43309,62850
NATIVE,3364,4944,10945,3471,43308,62668
NATIVE,3365,5598,10829,3481,43312,63220
NATIVE,3366,6248,10721,3468,43315,63752
NATIVE,3367,6883,10609,3459,43317,64268
NATIVE,3368,6791,10514,3444,43316,64065
NATIVE,3369,6619,10500,3442,43313,63874
NATIVE,3370,6091,10825,3445,43312,63673
NATIVE,3371,5660,11089,3454,43312,63515
NATIVE,3372,5266,11302,3461,43311,63340
NATIVE,3373,5118,11273,3466,43310,63167
NATIVE,3374,5056,11133,3492,43312,62993
NATIVE,3375,4986,11006,3499,43313,62804
NATIVE,3376,4936,10879,3501,43317,62633
NATIVE,3377,5568,10778,3482,43323,63151
NATIVE,3378,6204,10676,3466,43333,63679
NATIVE,3379,6856,10575,3463,43331,64225
NATIVE,3380,6786,10472,3458,43331,64047
NATIVE,3381,6610,10460,3453,43330,63853
NATIVE,3382,6099,10796,3457,43330,63682
NATIVE,3383,5655,11064,3462,43329,63510
NATIVE,3384,5275,11265,3451,43329,63320
NATIVE,3385,5133,11236,3456,43328,63153
NATIVE,3386,5060,11105,3471,43329,62965
NATIVE,3387,5008,10966,3491,43330,62795
NATIVE,3388,4950,10856,3495,43331,62632
NATIVE,3389,5589,10756,3492,43333,63170
NATIVE,3390,6219,10657,3474,43338,63688
NATIVE,3391,6839,10553,3463,43338,64193
NATIVE,3392,6758,10455,3455,43337,64005
NATIVE,3393,6574,10456,3448,43337,63815
NATIVE,3394,6095,10780,3447,43342,63664
NATIVE,3395,5653,11053,3449,43344,63499
NATIVE,3396,5252,11264,3447,43349,63312
NATIVE,3397,5109,11217,3452,43347,63125
NATIVE,3398,5055,11080,3471,43349,62955
NATIVE,3399,4990,10960,3484,43352,62786
NATIVE,3400,4936,10851,3474,43350,62611
NATIVE,3401,5570,10760,3465,43354,63149
NATIVE,3402,6223,10658,3444,43358,63683
NATIVE,3403,6848,10574,3428,43363,64213
NATIVE,3404,6764,10472,3424,43360,64020
NATIVE,3405,6589,10484,3422,43361,63856
NATIVE,3406,6080,10785,3433,43360,63658
NATIVE,3407,5635,11043,3443,43361,63482
NATIVE,3408,5231,11276,3445,43366,63318
NATIVE,3409,5088,11218,3451,43364,63121
NATIVE,3410,5027,11106,3464,43363,62960
NATIVE,3411,4964,10995,3468,43364,62791
NATIVE,3412,4907,10869,3475,43364,62615
NATIVE,3413,5542,10765,3477,43368,63152
NATIVE,3414,6189,10671,3464,43372,63696
NATIVE,3415,6804,10569,3456,43377,64206
NATIVE,3416,6715,10476,3455,43376,64022
NATIVE,3417,6539,10470,3450,43375,63834
NATIVE,3418,6028,10793,3462,43372,63655
NATIVE,3419,5607,11015,3468,43372,63462
NATIVE,3420,5214,11221,3473,43373,63281
NATIVE,3421,5042,11194,3475,43371,63082
NATIVE,3422,4991,11061,3480,43374,62906
NATIVE,3423,4924,10918,3493,43374,62709
NATIVE,3424,4868,10800,3478,43376,62522
NATIVE,3425,5477,10692,3485,43375,63029
NATIVE,3426,6092,10563,3474,43377,63506
NATIVE,3427,6705,10454,3471,43377,64007
NATIVE,3428,6609,10360,3461,43374,63804
NATIVE,3429,6428,10340,3466,43374,63608
NATIVE,3430,5936,10655,3469,43376,63436
NATIVE,3431,5479,10927,3472,43377,63255
NATIVE,3432,5088,11138,3467,43378,63071
NATIVE,3433,4935,11087,3468,43377,62867
NATIVE,3434,4866,10962,3481,43378,62687
NATIVE,3435,4789,10806,3501,43379,62475
NATIVE,3436,4725,10685,3505,43377,62292
NATIVE,3437,5345,10574,3504,43377,62800
NATIVE,3438,5956,10475,3488,43375,63294
NATIVE,3439,6571,10370,3471,43376,63788
NATIVE,3440,6489,10269,3464,43372,63594
NATIVE,3441,6321,10252,3458,43371,63402
NATIVE,3442,5811,10577,3454,43371,63213
NATIVE,3443,5405,10816,3459,43373,63053
NATIVE,3444,5001,11051,3455,43375,62882
NATIVE,3445,4866,11024,3454,43373,62717
NATIVE,3446,4806,10911,3460,43374,62551
NATIVE,3447,4740,10773,3475,43375,62363
NATIVE,3448,4682,10650,3477,43376,62185
NATIVE,3449,5300,10546,3471,43381,62698
NATIVE,3450,5912,10443,3462,43384,63201
NATIVE,3451,6519,10357,3456,43384,63716
NATIVE,3452,6432,10261,3451,43383,63527
NATIVE,3453,6259,10249,3455,43383,63346
NATIVE,3454,5791,10529,3474,43383,63177
NATIVE,3455,5375,10777,3483,43384,63019
NATIVE,3456,5009,10981,3482,43385,62857
NATIVE,3457,4853,10950,3474,43383,62660
NATIVE,3458,4790,10840,3468,43386,62484
NATIVE,3459,4741,10730,3466,43385,62322
NATIVE,3460,4694,10613,3461,43386,62154
NATIVE,3461,5309,10507,3457,43386,62659
NATIVE,3462,5911,10409,3444,43388,63152
NATIVE,3463,6530,10309,3438,43385,63662
NATIVE,3464,6457,10222,3431,43384,63494
NATIVE,3465,6279,10217,3432,43383,63311
NATIVE,3466,5807,10474,3437,43386,63104
NATIVE,3467,5389,10718,3446,43389,62942
NATIVE,3468,5014,10937,3440,43393,62784
NATIVE,3469,4882,10903,3447,43393,62625
NATIVE,3470,4818,10768,3455,43399,62440
NATIVE,3471,4773,10633,3474,43403,62283
NATIVE,3472,4735,10537,3470,43404,62146
NATIVE,3473,5336,10419,3458,43404,62617
NATIVE,3474,5944,10310,3455,43409,63118
NATIVE,3475,6559,10216,3451,43411,63637
NATIVE,3476,6487,10125,3446,43412,63470
NATIVE,3477,6300,10144,3440,43413,63297
NATIVE,3478,5801,10467,3451,43414,63133
NATIVE,3479,5376,10706,3464,43413,62959
NATIVE,3480,4988,10911,3457,43419,62775
NATIVE,3481,4859,10878,3449,43419,62605
NATIVE,3482,4798,10731,3470,43421,62420
NATIVE,3483,4753,10592,3495,43421,62261
NATIVE,3484,4710,10477,3489,43422,62098
NATIVE,3485,5302,10375,3486,43425,62588
NATIVE,3486,5903,10265,3458,43435,63061
NATIVE,3487,6513,10160,3443,43434,63550
NATIVE,3488,6440,10082,3436,43433,63391
NATIVE,3489,6263,10082,3448,43430,63223
NATIVE,3490,5796,10357,3457,43430,63040
NATIVE,3491,5358,10604,3466,43426,62854
NATIVE,3492,4964,10809,3468,43426,62667
NATIVE,3493,4830,10775,3476,43424,62505
NATIVE,3494,4766,10657,3481,43424,62328
NATIVE,3495,4719,10524,3485,43424,62152
NATIVE,3496,4674,10395,3483,43426,61978
NATIVE,3497,5267,10294,3480,43429,62470
NATIVE,3498,5871,10185,3472,43433,62961
NATIVE,3499,6459,10083,3465,43437,63444
NATIVE,3500,6389,9989,3463,43436,63277
NATIVE,3501,6219,9998,3460,43436,63113
NATIVE,3502,5759,10266,3467,43435,62927
NATIVE,3503,5335,10511,3467,43435,62748
NATIVE,3504,4961,10716,3467,43436,62580
NATIVE,3505,4826,10698,3468,43434,62426
NATIVE,3506,4778,10595,3465,43436,62274
NATIVE,3507,4723,10481,3467,43435,62106
NATIVE,3508,4664,10386,3472,43434,61956
NATIVE,3509,5257,10261,3476,43435,62429
NATIVE,3510,5864,10140,3466,43438,62908
NATIVE,3511,6486,10048,3456,43440,63430
NATIVE,3512,6425,9938,3456,43439,63258
NATIVE,3513,6247,9936,3454,43440,63077
NATIVE,3514,5764,10247,3454,43439,62904
NATIVE,3515,5354,10457,3462,43437,62710
NATIVE,3516,5003,10674,3457,43439,62573
NATIVE,3517,4862,10650,3455,43436,62403
NATIVE,3518,4808,10532,3465,43438,62243
NATIVE,3519,4749,10399,3485,43444,62077
NATIVE,3520,4699,10280,3476,43443,61898
NATIVE,3521,5294,10160,3482,43449,62385
NATIVE,3522,5903,10054,3465,43452,62874
NATIVE,3523,6495,9946,3452,43457,63350
NATIVE,3524,6432,9836,3439,43456,63163
NATIVE,3525,6243,9846,3435,43457,62981
NATIVE,3526,5761,10153,3447,43457,62818
NATIVE,3527,5326,10421,3452,43457,62656
NATIVE,3528,4960,10635,3442,43460,62497
NATIVE,3529,4817,10602,3439,43458,62316
NATIVE,3530,4761,10500,3447,43458,62166
NATIVE,3531,4711,10380,3463,43459,62013
NATIVE,3532,4653,10283,3464,43460,61860
NATIVE,3533,5247,10178,3449,43465,62339
NATIVE,3534,5846,10066,3442,43468,62822
NATIVE,3535,6435,9977,3430,43469,63311
NATIVE,3536,6358,9878,3424,43469,63129
NATIVE,3537,6178,9881,3426,43468,62953
NATIVE,3538,5703,10169,3438,43470,62780
NATIVE,3539,5293,10395,3451,43472,62611
NATIVE,3540,4937,10596,3455,43473,62461
NATIVE,3541,4800,10580,3462,43472,62314
NATIVE,3542,4739,10445,3471,43478,62133
NATIVE,3543,4684,10323,3477,43479,61963
NATIVE,3544,4623,10220,3471,43477,61791
NATIVE,3545,5235,10123,3478,43475,62311
NATIVE,3546,5840,10009,3473,43475,62797
NATIVE,3547,6440,9908,3463,43475,63286
NATIVE,3548,6353,9823,3449,43475,63100
NATIVE,3549,6182,9830,3452,43476,62940
NATIVE,3550,5707,10138,3446,43477,62768
NATIVE,3551,5290,10385,3459,43475,62609
NATIVE,3552,4908,10580,3458,43481,62427
NATIVE,3553,4784,10541,3458,43479,62262
NATIVE,3554,4732,10426,3471,43481,62110
NATIVE,3555,4669,10310,3484,43481,61944
NATIVE,3556,4617,10203,3476,43482,61778
NATIVE,3557,5193,10105,3468,43482,62248
NATIVE,3558,5783,10019,3445,43488,62735
NATIVE,3559,6381,9929,3436,43490,63236
NATIVE,3560,6301,9840,3429,43488,63058
NATIVE,3561,6140,9851,3422,43488,62901
NATIVE,3562,5675,10135,3426,43489,62725
NATIVE,3563,5254,10370,3429,43489,62542
NATIVE,3564,4889,10554,3434,43493,62370
NATIVE,3565,4742,10537,3430,43491,62200
NATIVE,3566,4691,10441,3434,43493,62059
NATIVE,3567,4635,10319,3437,43495,61886
NATIVE,3568,4570,10210,3441,43493,61714
NATIVE,3569,5146,10097,3444,43493,62180
NATIVE,3570,5735,10009,3428,43502,62674
NATIVE,3571,6308,9914,3419,43503,63144
NATIVE,3572,6229,9812,3414,43501,62956
NATIVE,3573,6076,9793,3421,43499,62789
NATIVE,3574,5594,10060,3425,43498,62577
NATIVE,3575,5186,10302,3436,43499,62423
NATIVE,3576,4827,10514,3430,43503,62274
NATIVE,3577,4705,10464,3436,43503,62108
NATIVE,3578,4647,10324,3450,43504,61925
NATIVE,3579,4599,10205,3464,43501,61769
NATIVE,3580,4556,10109,3464,43502,61631
NATIVE,3581,5142,10004,3464,43505,62115
NATIVE,3582,5725,9904,3454,43508,62591
NATIVE,3583,6331,9809,3443,43508,63091
NATIVE,3584,6242,9718,3441,43509,62910
NATIVE,3585,6055,9713,3449,43508,62725
NATIVE,3586,5591,9992,3451,43510,62544
NATIVE,3587,5169,10226,3454,43512,62361
NATIVE,3588,4798,10424,3450,43518,62190
NATIVE,3589,4663,10399,3455,43515,62032
NATIVE,3590,4618,10277,3464,43516,61875
NATIVE,3591,4561,10168,3466,43516,61711
NATIVE,3592,4501,10070,3462,43518,61551
NATIVE,3593,5095,9964,3467,43518,62044
NATIVE,3594,5684,9885,3449,43523,62541
NATIVE,3595,6274,9797,3445,43526,63042
NATIVE,3596,6190,9706,3438,43524,62858
NATIVE,3597,6020,9703,3440,43521,62684
NATIVE,3598,5555,9996,3448,43520,62519
NATIVE,3599,5159,10223,3457,43521,62360
NATIVE,3600,4779,10460,3453,43523,62215
