'NATIVE',cycle,Seedling,Sapling,Pole,Adult,Native
NATIVE,2522,6258,13582,4899,43104,67843
NATIVE,2523,6190,13419,4915,43103,67627
NATIVE,2524,6139,13299,4909,43100,67447
NATIVE,2525,6916,13169,4897,43093,68075
NATIVE,2526,7693,13039,4877,43101,68710
NATIVE,2527,8500,12918,4855,43102,69375
NATIVE,2528,8394,12794,4840,43102,69130
NATIVE,2529,8167,12817,4823,43108,68915
NATIVE,2530,7533,13192,4823,43111,68659
NATIVE,2531,6988,13514,4816,43108,68426
NATIVE,2532,6462,13803,4820,43104,68189
NATIVE,2533,6268,13744,4833,43101,67946
NATIVE,2534,6191,13586,4847,43104,67728
NATIVE,2535,6127,13430,4856,43108,67521
NATIVE,2536,6047,13301,4853,43107,67308
NATIVE,2537,6826,13176,4849,43108,67959
NATIVE,2538,7611,13055,4833,43114,68613
NATIVE,2539,8390,12914,4805,43115,69224
NATIVE,2540,8292,12817,4795,43117,69021
NATIVE,2541,8072,12808,4787,43114,68781
NATIVE,2542,7433,13234,4787,43107,68561
NATIVE,2543,6895,13544,4779,43104,68322
NATIVE,2544,6393,13814,4777,43104,68088
NATIVE,2545,6192,13774,4784,43102,67852
NATIVE,2546,6127,13606,4791,43096,67620
NATIVE,2547,6052,13438,4805,43093,67388
NATIVE,2548,5989,13302,4800,43096,67187
NATIVE,2549,6783,13162,4795,43094,67834
NATIVE,2550,7575,13022,4779,43095,68471
NATIVE,2551,8351,12906,4765,43097,69119
NATIVE,2552,8250,12785,4733,43101,68869
NATIVE,2553,8032,12785,4733,43094,68644
NATIVE,2554,7426,13148,4727,43095,68396
NATIVE,2555,6885,13460,4730,43093,68168
NATIVE,2556,6364,13732,4732,43077,67905
NATIVE,2557,6170,13712,4737,43072,67691
NATIVE,2558,6106,13533,4759,43065,67463
NATIVE,2559,6042,13370,4768,43068,67248
NATIVE,2560,5981,13240,4750,43071,67042
NATIVE,2561,6752,13105,4737,43079,67673
NATIVE,2562,7548,12970,4727,43084,68329
NATIVE,2563,8314,12852,4708,43087,68961
NATIVE,2564,8220,12732,4694,43091,68737
NATIVE,2565,8007,12703,4683,43093,68486
NATIVE,2566,7394,13082,4674,43091,68241
NATIVE,2567,6882,13375,4679,43090,68026
NATIVE,2568,6375,13654,4683,43089,67801
NATIVE,2569,6189,13623,4677,43085,67574
NATIVE,2570,6100,13469,4693,43078,67340
NATIVE,2571,6032,13306,4707,43076,67121
NATIVE,2572,5949,13157,4707,43074,66887
NATIVE,2573,6737,13007,4702,43075,67521
NATIVE,2574,7531,12880,4669,43091,68171
NATIVE,2575,8337,12768,4653,43088,68846
NATIVE,2576,8243,12645,4635,43084,68607
NATIVE,2577,8043,12618,4637,43084,68382
NATIVE,2578,7424,13002,4636,43090,68152
NATIVE,2579,6888,13319,4633,43087,67927
NATIVE,2580,6390,13586,4639,43086,67701
NATIVE,2581,6219,13534,4636,43083,67472
NATIVE,2582,6139,13364,4650,43087,67240
NATIVE,2583,6072,13196,4668,43088,67024
NATIVE,2584,6000,13030,4681,43081,66792
NATIVE,2585,6751,12891,4673,43078,67393
NATIVE,2586,7528,12762,4645,43086,68021
NATIVE,2587,8306,12639,4619,43087,68651
NATIVE,2588,8208,12510,4604,43088,68410
NATIVE,2589,8003,12486,4585,43086,68160
NATIVE,2590,7399,12860,4581,43086,67926
NATIVE,2591,6859,13159,4579,43087,67684
NATIVE,2592,6356,13471,4570,43088,67485
NATIVE,2593,6182,13437,4576,43085,67280
NATIVE,2594,6112,13288,4581,43087,67068
NATIVE,2595,6030,13142,4601,43086,66859
NATIVE,2596,5969,13016,4599,43079,66663
NATIVE,2597,6758,12882,4596,43084,67320
NATIVE,2598,7513,12750,4583,43085,67931
NATIVE,2599,8277,12643,4564,43086,68570
NATIVE,2600,8166,12513,4548,43084,68311
NATIVE,2601,7960,12513,4541,43083,68097
NATIVE,2602,7352,12922,4536,43077,67887
NATIVE,2603,6828,13216,4542,43078,67664
NATIVE,2604,6360,13470,4541,43076,67447
NATIVE,2605,6170,13444,4548,43074,67236
NATIVE,2606,6103,13278,4558,43070,67009
NATIVE,2607,6029,13148,4561,43069,66807
NATIVE,2608,5969,13003,4554,43068,66594
NATIVE,2609,6736,12876,4542,43068,67222
NATIVE,2610,7516,12742,4514,43079,67851
NATIVE,2611,8281,12628,4491,43083,68483
NATIVE,2612,8194,12496,4473,43079,68242
NATIVE,2613,7961,12475,4470,43080,67986
NATIVE,2614,7357,12854,4467,43074,67752
NATIVE,2615,6825,13146,4472,43068,67511
NATIVE,2616,6302,13441,4459,43071,67273
NATIVE,2617,6127,13393,4464,43067,67051
NATIVE,2618,6064,13237,4475,43071,66847
NATIVE,2619,5990,13074,4482,43077,66623
NATIVE,2620,5922,12915,4491,43068,66396
NATIVE,2621,6703,12778,4486,43064,67031
NATIVE,2622,7463,12656,4470,43065,67654
NATIVE,2623,8253,12544,4452,43066,68315
NATIVE,2624,8164,12425,4443,43062,68094
NATIVE,2625,7955,12424,4433,43058,67870
NATIVE,2626,7340,12798,4434,43055,67627
NATIVE,2627,6792,13111,4434,43057,67394
NATIVE,2628,6259,13398,4446,43054,67157
NATIVE,2629,6106,13361,4447,43048,66962
NATIVE,2630,6031,13232,4470,43045,66778
NATIVE,2631,5948,13092,4480,43044,66564
NATIVE,2632,5866,12946,4475,43042,66329
NATIVE,2633,6627,12820,4474,43045,66966
NATIVE,2634,7397,12694,4457,43051,67599
NATIVE,2635,8179,12581,4436,43055,68251
NATIVE,2636,8077,12456,4417,43058,68008
NATIVE,2637,7859,12436,4421,43058,67774
NATIVE,2638,7243,12812,4429,43052,67536
NATIVE,2639,6765,13099,4429,43053,67346
NATIVE,2640,6297,13371,4428,43049,67145
NATIVE,2641,6146,13356,4426,43046,66974
NATIVE,2642,6085,13202,4438,43044,66769
NATIVE,2643,6028,13054,4443,43045,66570
NATIVE,2644,5960,12909,4439,43043,66351
NATIVE,2645,6743,12796,4423,43046,67008
NATIVE,2646,7510,12675,4400,43050,67635
NATIVE,2647,8262,12543,4391,43049,68245
NATIVE,2648,8168,12424,4388,43047,68027
NATIVE,2649,7957,12422,4382,43047,67808
NATIVE,2650,7340,12802,4369,43044,67555
NATIVE,2651,6812,13116,4368,43046,67342
NATIVE,2652,6314,13398,4362,43045,67119
NATIVE,2653,6123,13367,4372,43041,66903
NATIVE,2654,6060,13211,4388,43037,66696
NATIVE,2655,5983,13058,4404,43032,66477
NATIVE,2656,5919,12939,4407,43033,66298
NATIVE,2657,6678,12802,4411,43033,66924
NATIVE,2658,7456,12688,4397,43039,67580
NATIVE,2659,8210,12554,4389,43036,68189
NATIVE,2660,8122,12450,4380,43033,67985
NATIVE,2661,7919,12440,4370,43033,67762
NATIVE,2662,7318,12809,4376,43032,67535
NATIVE,2663,6771,13119,4378,43025,67293
NATIVE,2664,6283,13391,4380,43027,67081
NATIVE,2665,6130,13345,4381,43021,66877
NATIVE,2666,6040,13197,4387,43024,66648
NATIVE,2667,5966,13058,4384,43023,66431
NATIVE,2668,5890,12939,4377,43021,66227
NATIVE,2669,6658,12806,4369,43022,66855
NATIVE,2670,7426,12682,4357,43029,67494
NATIVE,2671,8221,12557,4343,43027,68148
NATIVE,2672,8130,12426,4328,43024,67908
NATIVE,2673,7917,12430,4319,43024,67690
NATIVE,2674,7346,12798,4319,43028,67491
NATIVE,2675,6825,13104,4331,43024,67284
NATIVE,2676,6312,13405,4326,43020,67063
NATIVE,2677,6149,13361,4331,43019,66860
NATIVE,2678,6067,13214,4341,43018,66640
NATIVE,2679,5982,13049,4348,43020,66399
NATIVE,2680,5916,12902,4349,43017,66184
NATIVE,2681,6683,12754,4344,43020,66801
NATIVE,2682,7461,12632,4317,43026,67436
NATIVE,2683,8224,12496,4305,43031,68056
NATIVE,2684,8140,12356,4285,43035,67816
NATIVE,2685,7930,12349,4293,43033,67605
NATIVE,2686,7347,12724,4291,43034,67396
NATIVE,2687,6820,13023,4293,43031,67167
NATIVE,2688,6331,13275,4292,43030,66928
NATIVE,2689,6157,13228,4296,43024,66705
NATIVE,2690,6080,13074,4307,43018,66479
NATIVE,2691,5998,12921,4321,43014,66254
NATIVE,2692,5927,12772,4328,43014,66041
NATIVE,2693,6699,12660,4315,43011,66685
NATIVE,2694,7457,12554,4288,43024,67323
NATIVE,2695,8214,12443,4277,43023,67957
NATIVE,2696,8120,12347,4267,43019,67753
NATIVE,2697,7903,12335,4268,43020,67526
NATIVE,2698,7307,12718,4278,43022,67325
NATIVE,2699,6758,13051,4273,43016,67098
NATIVE,2700,6282,13278,4286,43013,66859
NATIVE,2701,6105,13230,4293,43010,66638
NATIVE,2702,6030,13086,4301,43008,66425
NATIVE,2703,5962,12928,4315,43012,66217
NATIVE,2704,5874,12778,4306,43013,65971
NATIVE,2705,6634,12650,4301,43011,66596
NATIVE,2706,7435,12520,4284,43017,67256
NATIVE,2707,8196,12392,4260,43018,67866
NATIVE,2708,8105,12279,4250,43020,67654
NATIVE,2709,7867,12284,4244,43025,67420
NATIVE,2710,7254,12664,4234,43024,67176
NATIVE,2711,6745,12972,4247,43024,66988
NATIVE,2712,6270,13222,4249,43022,66763
NATIVE,2713,6098,13188,4248,43022,66556
NATIVE,2714,6016,13018,4268,43020,66322
NATIVE,2715,5921,12846,4282,43018,66067
NATIVE,2716,5858,12721,4278,43017,65874
NATIVE,2717,6605,12606,4275,43017,66503
NATIVE,2718,7379,12482,4247,43018,67126
NATIVE,2719,8157,12367,4236,43019,67779
NATIVE,2720,8077,12259,4229,43018,67583
NATIVE,2721,7856,12252,4216,43018,67342
NATIVE,2722,7272,12604,4218,43012,67106
NATIVE,2723,6763,12888,4224,43011,66886
NATIVE,2724,6294,13148,4218,43010,66670
NATIVE,2725,6131,13102,4220,43007,66460
NATIVE,2726,6062,12948,4226,43008,66244
NATIVE,2727,5985,12812,4234,43009,66040
NATIVE,2728,5910,12694,4228,43006,65838
NATIVE,2729,6659,12564,4226,43009,66458
NATIVE,2730,7409,12451,4208,43013,67081
NATIVE,2731,8179,12339,4195,43020,67733
NATIVE,2732,8079,12210,4186,43018,67493
NATIVE,2733,7868,12209,4189,43014,67280
NATIVE,2734,7240,12581,4196,43011,67028
NATIVE,2735,6732,12879,4207,43011,66829
NATIVE,2736,6254,13143,4200,43009,66606
NATIVE,2737,6095,13103,4213,43006,66417
NATIVE,2738,6018,12953,4232,43007,66210
NATIVE,2739,5946,12811,4236,43015,66008
NATIVE,2740,5873,12666,4227,43015,65781
NATIVE,2741,6663,12545,4220,43016,66444
NATIVE,2742,7419,12420,4207,43017,67063
NATIVE,2743,8185,12312,4186,43016,67699
NATIVE,2744,8079,12191,4175,43015,67460
NATIVE,2745,7861,12194,4173,43014,67242
NATIVE,2746,7269,12574,4178,43014,67035
NATIVE,2747,6749,12867,4177,43011,66804
NATIVE,2748,6298,13131,4174,43010,66613
NATIVE,2749,6128,13090,4173,43005,66396
NATIVE,2750,6061,12948,4177,43004,66190
NATIVE,2751,5988,12781,4185,43007,65961
NATIVE,2752,5913,12653,4175,43006,65747
NATIVE,2753,6666,12521,4175,43002,66364
NATIVE,2754,7461,12385,4160,43006,67012
NATIVE,2755,8237,12256,4153,43011,67657
NATIVE,2756,8133,12115,4142,43014,67404
NATIVE,2757,7907,12117,4132,43010,67166
NATIVE,2758,7327,12503,4130,43004,66964
NATIVE,2759,6799,12827,4134,43000,66760
NATIVE,2760,6311,13102,4141,42997,66551
NATIVE,2761,6148,13077,4149,42991,66365
NATIVE,2762,6077,12896,4175,42992,66140
NATIVE,2763,6008,12742,4195,42992,65937
NATIVE,2764,5930,12608,4188,42985,65711
NATIVE,2765,6670,12483,4184,42986,66323
NATIVE,2766,7430,12369,4167,42993,66959
NATIVE,2767,8209,12249,4160,42991,67609
NATIVE,2768,8109,12092,4150,42991,67342
NATIVE,2769,7902,12087,4151,42991,67131
NATIVE,2770,7295,12467,4149,42991,66902
NATIVE,2771,6772,12778,4143,42994,66687
NATIVE,2772,6277,13045,4140,42996,66458
NATIVE,2773,6098,13021,4137,42995,66251
NATIVE,2774,6032,12872,4157,43000,66061
NATIVE,2775,5955,12725,4176,42999,65855
NATIVE,2776,5881,12583,4174,42998,65636
NATIVE,2777,6629,12442,4180,42998,66249
NATIVE,2778,7377,12330,4165,43003,66875
NATIVE,2779,8124,12213,4150,43002,67489
NATIVE,2780,8030,12057,4139,43002,67228
NATIVE,2781,7814,12028,4138,42999,66979
NATIVE,2782,7218,12411,4138,42994,66761
NATIVE,2783,6717,12678,4134,42991,66520
NATIVE,2784,6252,12952,4130,42995,66329
NATIVE,2785,6090,12915,4136,42991,66132
NATIVE,2786,6006,12746,4154,42993,65899
NATIVE,2787,5914,12603,4166,42993,65676
NATIVE,2788,5840,12467,4174,42987,65468
NATIVE,2789,6598,12316,4180,42988,66082
NATIVE,2790,7356,12203,4166,42990,66715
NATIVE,2791,8088,12083,4150,42995,67316
NATIVE,2792,7991,11972,4134,42992,67089
NATIVE,2793,7780,11956,4133,42992,66861
NATIVE,2794,7200,12359,4131,42991,66681
NATIVE,2795,6670,12673,4126,42989,66458
NATIVE,2796,6201,12925,4127,42986,66239
NATIVE,2797,6033,12861,4135,42981,66010
NATIVE,2798,5962,12726,4146,42979,65813
NATIVE,2799,5884,12575,4157,42977,65593
NATIVE,2800,5800,12451,4149,42975,65375
NATIVE,2801,6552,12318,4158,42974,66002
NATIVE,2802,7315,12175,4145,42976,66611
NATIVE,2803,8063,12061,4137,42973,67234
NATIVE,2804,7977,11945,4132,42970,67024
NATIVE,2805,7773,11947,4126,42966,66812
NATIVE,2806,7176,12331,4119,42966,66592
NATIVE,2807,6663,12639,4118,42963,66383
NATIVE,2808,6183,12907,4115,42965,66170
NATIVE,2809,6022,12875,4115,42964,65976
NATIVE,2810,5938,12729,4123,42962,65752
NATIVE,2811,5876,12568,4130,42959,65533
NATIVE,2812,5800,12434,4120,42960,65314
NATIVE,2813,6518,12312,4123,42959,65912
NATIVE,2814,7250,12200,4103,42957,66510
NATIVE,2815,8014,12079,4091,42956,67140
NATIVE,2816,7921,11967,4084,42960,66932
NATIVE,2817,7685,11981,4078,42960,66704
NATIVE,2818,7085,12365,4091,42958,66499
NATIVE,2819,6561,12667,4100,42957,66285
NATIVE,2820,6131,12920,4110,42958,66119
NATIVE,2821,5971,12874,4124,42955,65924
NATIVE,2822,5889,12743,4138,42953,65723
NATIVE,2823,5830,12612,4145,42956,65543
NATIVE,2824,5766,12496,4145,42955,65362
NATIVE,2825,6515,12383,4139,42953,65990
NATIVE,2826,7244,12254,4119,42960,66577
NATIVE,2827,7992,12151,4112,42959,67214
NATIVE,2828,7912,12041,4098,42956,67007
NATIVE,2829,7710,12029,4094,42954,66787
NATIVE,2830,7138,12417,4101,42951,66607
NATIVE,2831,6654,12693,4102,42947,66396
NATIVE,2832,6173,12993,4096,42947,66209
NATIVE,2833,5996,12958,4106,42941,66001
NATIVE,2834,5926,12813,4113,42946,65798
NATIVE,2835,5860,12672,4132,42945,65609
NATIVE,2836,5794,12530,4134,42942,65400
NATIVE,2837,6539,12393,4125,42945,66002
NATIVE,2838,7287,12286,4106,42949,66628
NATIVE,2839,8022,12151,4091,42950,67214
NATIVE,2840,7929,12004,4090,42950,66973
NATIVE,2841,7691,12014,4085,42949,66739
NATIVE,2842,7079,12408,4094,42947,66528
NATIVE,2843,6545,12731,4098,42948,66322
NATIVE,2844,6092,12976,4100,42949,66117
NATIVE,2845,5921,12932,4102,42949,65904
NATIVE,2846,5838,12770,4116,42950,65674
NATIVE,2847,5754,12627,4125,42951,65457
NATIVE,2848,5694,12491,4121,42951,65257
NATIVE,2849,6409,12372,4122,42949,65852
NATIVE,2850,7139,12249,4103,42949,66440
NATIVE,2851,7905,12136,4099,42949,67089
NATIVE,2852,7801,12021,4080,42948,66850
NATIVE,2853,7602,11997,4075,42947,66621
NATIVE,2854,7017,12337,4075,42949,66378
NATIVE,2855,6515,12621,4078,42949,66163
NATIVE,2856,6041,12882,4074,42953,65950
NATIVE,2857,5875,12845,4072,42947,65739
NATIVE,2858,5810,12704,4088,42949,65551
NATIVE,2859,5740,12557,4091,42950,65338
NATIVE,2860,5661,12425,4094,42948,65128
NATIVE,2861,6392,12301,4096,42944,65733
NATIVE,2862,7121,12191,4082,42947,66341
NATIVE,2863,7877,12074,4069,42948,66968
NATIVE,2864,7787,11964,4054,42949,66754
NATIVE,2865,7560,11971,4052,42949,66532
NATIVE,2866,6955,12365,4041,42952,66313
NATIVE,2867,6457,12660,4046,42950,66113
NATIVE,2868,5987,12915,4047,42946,65895
NATIVE,2869,5833,12856,4062,42943,65694
NATIVE,2870,5771,12704,4086,42947,65508
NATIVE,2871,5691,12566,4094,42943,65294
NATIVE,2872,5627,12437,4091,42940,65095
NATIVE,2873,6343,12312,4097,42940,65692
NATIVE,2874,7067,12207,4085,42945,66304
NATIVE,2875,7790,12079,4073,42948,66890
NATIVE,2876,7704,11959,4064,42950,66677
NATIVE,2877,7493,11963,4056,42947,66459
NATIVE,2878,6904,12335,4068,42942,66249
NATIVE,2879,6427,12616,4067,42943,66053
NATIVE,2880,5969,12843,4069,42946,65827
NATIVE,2881,5803,12815,4070,42944,65632
NATIVE,2882,5721,12665,4090,42946,65422
NATIVE,2883,5662,12496,4108,42949,65215
NATIVE,2884,5595,12367,4110,42948,65020
NATIVE,2885,6328,12244,4099,42949,65620
NATIVE,2886,7061,12121,4096,42947,66225
NATIVE,2887,7789,12006,4085,42949,66829
NATIVE,2888,7697,11884,4081,42950,66612
NATIVE,2889,7475,11877,4080,42948,66380
NATIVE,2890,6883,12261,4081,42948,66173
NATIVE,2891,6392,12534,4091,42948,65965
NATIVE,2892,5919,12788,4086,42950,65743
NATIVE,2893,5758,12749,4085,42948,65540
NATIVE,2894,5678,12610,4103,42952,65343
NATIVE,2895,5617,12466,4118,42956,65157
NATIVE,2896,5549,12328,4115,42954,64946
NATIVE,2897,6288,12212,4111,42957,65568
NATIVE,2898,7048,12102,4095,42963,66208
NATIVE,2899,7799,11998,4084,42962,66843
NATIVE,2900,7703,11896,4076,42962,66637
NATIVE,2901,7484,11885,4074,42961,66404
NATIVE,2902,6898,12268,4078,42960,66204
NATIVE,2903,6405,12567,4076,42960,66008
NATIVE,2904,5945,12812,4074,42967,65798
NATIVE,2905,5790,12757,4071,42964,65582
NATIVE,2906,5710,12617,4083,42966,65376
NATIVE,2907,5649,12489,4084,42964,65186
NATIVE,2908,5572,12355,4086,42965,64978
NATIVE,2909,6284,12233,4077,42968,65562
NATIVE,2910,7008,12105,4068,42970,66151
NATIVE,2911,7754,11983,4051,42973,66761
NATIVE,2912,7669,11873,4039,42977,66558
NATIVE,2913,7457,11865,4032,42977,66331
NATIVE,2914,6900,12196,4033,42981,66110
NATIVE,2915,6411,12467,4030,42983,65891
NATIVE,2916,5969,12705,4027,42986,65687
NATIVE,2917,5813,12655,4034,42984,65486
NATIVE,2918,5757,12504,4038,42988,65287
NATIVE,2919,5690,12354,4043,42988,65075
NATIVE,2920,5634,12223,4040,42983,64880
NATIVE,2921,6373,12099,4043,42986,65501
NATIVE,2922,7069,11984,4034,42990,66077
NATIVE,2923,7806,11880,4020,42990,66696
NATIVE,2924,7695,11770,4005,42993,66463
NATIVE,2925,7488,11762,4002,42990,66242
NATIVE,2926,6918,12125,4005,42989,66037
NATIVE,2927,6445,12376,4012,42990,65823
NATIVE,2928,5984,12639,4011,42991,65625
NATIVE,2929,5828,12595,4011,42989,65423
NATIVE,2930,5753,12458,4023,42985,65219
NATIVE,2931,5679,12317,4035,42981,65012
NATIVE,2932,5613,12198,4018,42977,64806
NATIVE,2933,6335,12054,4017,42978,65384
NATIVE,2934,7064,11932,4001,42985,65982
NATIVE,2935,7772,11835,3987,42990,66584
NATIVE,2936,7679,11737,3980,42988,66384
NATIVE,2937,7472,11737,3983,42983,66175
NATIVE,2938,6897,12085,3989,42983,65954
NATIVE,2939,6408,12371,3992,42981,65752
NATIVE,2940,5953,12608,3978,42984,65523
NATIVE,2941,5782,12585,3981,42982,65330
NATIVE,2942,5710,12429,3993,42982,65114
NATIVE,2943,5644,12294,3990,42981,64909
NATIVE,2944,5575,12159,3991,42980,64705
NATIVE,2945,6303,12027,3985,42985,65300
NATIVE,2946,7028,11907,3970,42987,65892
NATIVE,2947,7745,11793,3957,42991,66486
NATIVE,2948,7645,11658,3954,42993,66250
NATIVE,2949,7429,11638,3947,42992,66006
NATIVE,2950,6872,11973,3950,42993,65788
NATIVE,2951,6384,12249,3950,42998,65581
NATIVE,2952,5911,12514,3952,42998,65375
NATIVE,2953,5728,12476,3963,42996,65163
NATIVE,2954,5663,12326,3991,42993,64973
NATIVE,2955,5589,12185,3995,42994,64763
NATIVE,2956,5518,12059,3998,42992,64567
NATIVE,2957,6232,11954,3990,42992,65168
NATIVE,2958,6954,11842,3974,42995,65765
NATIVE,2959,7679,11736,3958,42994,66367
NATIVE,2960,7574,11610,3944,42992,66120
NATIVE,2961,7369,11616,3943,42993,65921
NATIVE,2962,6785,11980,3946,42994,65705
NATIVE,2963,6308,12236,3942,42995,65481
NATIVE,2964,5847,12470,3931,42999,65247
NATIVE,2965,5689,12435,3930,42998,65052
NATIVE,2966,5623,12300,3942,42999,64864
NATIVE,2967,5549,12148,3943,43003,64643
NATIVE,2968,5481,12011,3938,43002,64432
NATIVE,2969,6191,11878,3929,43003,65001
NATIVE,2970,6891,11761,3924,43007,65583
NATIVE,2971,7595,11626,3920,43007,66148
NATIVE,2972,7502,11496,3910,43007,65915
NATIVE,2973,7271,11502,3903,43012,65688
NATIVE,2974,6683,11897,3909,43009,65498
NATIVE,2975,6200,12164,3927,43008,65299
NATIVE,2976,5771,12392,3928,43012,65103
NATIVE,2977,5610,12361,3933,43009,64913
NATIVE,2978,5549,12218,3934,43009,64710
NATIVE,2979,5483,12088,3946,43007,64524
NATIVE,2980,5410,11981,3937,43008,64336
NATIVE,2981,6104,11860,3941,43009,64914
NATIVE,2982,6818,11754,3920,43014,65506
NATIVE,2983,7520,11645,3915,43011,66091
NATIVE,2984,7419,11524,3899,43015,65857
NATIVE,2985,7230,11512,3896,43014,65652
NATIVE,2986,6673,11859,3891,43016,65439
NATIVE,2987,6215,12130,3895,43016,65256
NATIVE,2988,5789,12347,3889,43019,65044
NATIVE,2989,5626,12315,3890,43019,64850
NATIVE,2990,5553,12175,3906,43023,64657
NATIVE,2991,5489,12045,3916,43022,64472
NATIVE,2992,5428,11906,3923,43019,64276
NATIVE,2993,6153,11777,3923,43019,64872
NATIVE,2994,6873,11664,3909,43025,65471
NATIVE,2995,7594,11562,3902,43025,66083
NATIVE,2996,7511,11431,3889,43024,65855
NATIVE,2997,7291,11453,3888,43027,65659
NATIVE,2998,6743,11789,3887,43028,65447
NATIVE,2999,6264,12068,3890,43024,65246
NATIVE,3000,5828,12311,3890,43024,65053
NATIVE,3001,5672,12270,3879,43021,64842
NATIVE,3002,5608,12119,3890,43021,64638
NATIVE,3003,5538,11997,3896,43018,64449
NATIVE,3004,5488,11875,3891,43017,64271
NATIVE,3005,6178,11768,3893,43017,64856
NATIVE,3006,6891,11658,3874,43022,65445
NATIVE,3007,7598,11536,3862,43022,66018
NATIVE,3008,7501,11429,3856,43024,65810
NATIVE,3009,7309,11430,3859,43022,65620
NATIVE,3010,6756,11772,3853,43024,65405
NATIVE,3011,6290,12033,3851,43022,65196
NATIVE,3012,5836,12296,3851,43026,65009
NATIVE,3013,5657,12297,3854,43025,64833
NATIVE,3014,5591,12155,3877,43024,64647
NATIVE,3015,5530,12025,3888,43028,64471
NATIVE,3016,5456,11909,3883,43030,64278
NATIVE,3017,6174,11780,3881,43026,64861
NATIVE,3018,6851,11679,3869,43029,65428
NATIVE,3019,7566,11581,3853,43031,66031
NATIVE,3020,7463,11473,3834,43032,65802
NATIVE,3021,7254,11486,3830,43034,65604
NATIVE,3022,6705,11832,3841,43032,65410
NATIVE,3023,6231,12100,3844,43032,65207
NATIVE,3024,5795,12312,3844,43036,64987
NATIVE,3025,5640,12281,3851,43034,64806
NATIVE,3026,5592,12119,3871,43035,64617
NATIVE,3027,5532,11980,3871,43035,64418
NATIVE,3028,5493,11863,3864,43033,64253
NATIVE,3029,6187,11727,3861,43030,64805
NATIVE,3030,6901,11633,3847,43037,65418
NATIVE,3031,7599,11512,3843,43039,65993
NATIVE,3032,7515,11402,3831,43041,65789
NATIVE,3033,7305,11413,3822,43042,65582
NATIVE,3034,6735,11779,3824,43042,65380
NATIVE,3035,6256,12061,3833,43041,65191
NATIVE,3036,5798,12326,3827,43037,64988
NATIVE,3037,5641,12292,3829,43036,64798
NATIVE,3038,5574,12138,3841,43037,64590
NATIVE,3039,5507,12003,3861,43036,64407
NATIVE,3040,5430,11881,3860,43038,64209
NATIVE,3041,6136,11746,3861,43040,64783
NATIVE,3042,6828,11647,3845,43046,65366
NATIVE,3043,7544,11562,3835,43046,65987
NATIVE,3044,7450,11450,3833,43047,65780
NATIVE,3045,7242,11448,3839,43045,65574
NATIVE,3046,6679,11801,3840,43046,65366
NATIVE,3047,6195,12085,3837,43046,65163
NATIVE,3048,5750,12369,3824,43045,64988
NATIVE,3049,5592,12347,3832,43042,64813
NATIVE,3050,5524,12202,3854,43043,64623
NATIVE,3051,5446,12050,3859,43048,64403
NATIVE,3052,5376,11919,3850,43043,64188
NATIVE,3053,6061,11781,3842,43045,64729
NATIVE,3054,6780,11677,3823,43049,65329
NATIVE,3055,7483,11560,3814,43048,65905
NATIVE,3056,7418,11459,3801,43052,65730
NATIVE,3057,7240,11456,3795,43054,65545
NATIVE,3058,6714,11791,3796,43054,65355
NATIVE,3059,6235,12045,3802,43055,65137
NATIVE,3060,5767,12317,3800,43054,64938
NATIVE,3061,5583,12298,3801,43052,64734
NATIVE,3062,5521,12144,3823,43047,64535
NATIVE,3063,5471,11986,3831,43046,64334
NATIVE,3064,5409,11854,3818,43044,64125
NATIVE,3065,6096,11739,3820,43042,64697
NATIVE,3066,6775,11636,3800,43049,65260
NATIVE,3067,7465,11534,3789,43047,65835
NATIVE,3068,7377,11440,3785,43044,65646
NATIVE,3069,7193,11408,3780,43042,65423
NATIVE,3070,6636,11750,3783,43045,65214
NATIVE,3071,6163,12028,3789,43045,65025
NATIVE,3072,5733,12239,3779,43048,64799
NATIVE,3073,5573,12201,3781,43046,64601
NATIVE,3074,5511,12050,3791,43041,64393
NATIVE,3075,5456,11921,3807,43039,64223
NATIVE,3076,5385,11789,3805,43038,64017
NATIVE,3077,6077,11671,3797,43037,64582
NATIVE,3078,6778,11553,3788,43039,65158
NATIVE,3079,7470,11466,3784,43039,65759
NATIVE,3080,7382,11357,3766,43038,65543
NATIVE,3081,7183,11366,3762,43039,65350
NATIVE,3082,6604,11747,3768,43038,65157
NATIVE,3083,6113,12020,3766,43037,64936
NATIVE,3084,5672,12260,3756,43041,64729
NATIVE,3085,5506,12224,3764,43037,64531
NATIVE,3086,5445,12091,3780,43037,64353
NATIVE,3087,5388,11971,3793,43039,64191
NATIVE,3088,5340,11835,3793,43039,64007
NATIVE,3089,6038,11698,3793,43042,64571
NATIVE,3090,6732,11591,3780,43047,65150
NATIVE,3091,7416,11480,3770,43046,65712
NATIVE,3092,7328,11378,3766,43047,65519
NATIVE,3093,7121,11379,3770,43048,65318
NATIVE,3094,6577,11707,3767,43049,65100
NATIVE,3095,6113,11985,3771,43047,64916
NATIVE,3096,5684,12237,3759,43055,64735
NATIVE,3097,5518,12230,3766,43052,64566
NATIVE,3098,5444,12100,3773,43053,64370
NATIVE,3099,5388,11969,3782,43053,64192
NATIVE,3100,5314,11856,3772,43054,63996
NATIVE,3101,6020,11725,3778,43056,64579
NATIVE,3102,6732,11603,3772,43056,65163
NATIVE,3103,7420,11495,3758,43056,65729
