cycle,name,mean_stand_age,stand_basal_area,mean_dbh
3,plot0,27.736050870147253,6.265586285373808,26.465828604302885
3,plot1,28.45262222222222,8.824928797362446,28.867063184393405
3,plot2,31.1405291005291,2.099222808090751,31.090620946952384
3,plot3,27.804947089947074,6.2368121547224575,26.780679628909404
3,plot4,26.831237113402057,6.221656911220225,25.22926777412416
3,plot5,26.736011111111125,6.865050742527466,25.730493678619496
3,plot6,23.524347826086956,1.3705971412241196,22.949643147756067
3,plot7,28.797526455026464,8.110197491432915,29.814261694076407
3,plot8,27.792255555555553,7.390308146935686,26.61214515214712
3,plot9,27.14971363115692,6.999211264195859,26.952818770075
3,plot10,28.145744444444446,8.363078030620436,28.250860177080746
3,plot11,27.885850340136038,8.419676796068783,28.498424794684144
3,plot12,28.7612077294686,2.429019417247087,30.54791784065424
3,plot13,29.448653198653194,8.306662192072759,28.011681738009017
3,plot14,26.854233333333337,6.64376740749411,25.268116116922055
3,plot15,28.600955555555544,7.642544548338044,26.854512267086747
3,plot16,26.60585555555554,7.17202279853364,26.414096750878745
3,plot17,27.155099999999997,7.177157428773216,26.545391461726645
3,plot18,27.16190796857463,6.7484386718926475,25.34816703930464
3,plot19,26.788888888888895,6.994755740568939,26.580328743424847
3,plot20,26.562313860252004,6.944888047958323,26.14789477593853
3,plot21,27.252674897119338,2.531022488088424,29.333658406063496
3,plot22,27.528888888888883,6.433025414938099,26.421208783804513
3,plot23,27.033099999999994,7.7882042580741615,26.786600362838456
3,plot24,26.151010101010094,6.9979415553953865,26.382228875744758
3,plot25,27.164758698092033,7.299240487353681,27.25821371468414
3,plot26,26.79343434343435,7.108032360760349,26.861671980607092
3,plot27,27.36508888888889,8.100887477653917,26.86977065984579
3,plot28,26.773477777777767,7.124470754840669,25.75497909989015
3,plot29,27.550622222222227,7.2572094782135395,26.80766504634616
3,plot30,27.02571592210766,6.964857422348531,26.80815302187667
3,plot31,24.839461279461275,6.459473024814913,25.121184136607393
3,plot32,28.721836257309945,8.682844199114468,28.76909829620451
3,plot33,26.008171296296286,6.275772360822628,25.685312171809525
3,plot34,27.18202749140893,7.468161452400256,27.51585649484536
3,plot35,24.580222222222222,1.6226144146917472,23.18410742857143
3,plot36,28.720878552971577,6.708668737985605,27.93992743515125
3,plot37,27.06078563411896,8.15858780488451,27.31245071322143
3,plot38,27.762868480725622,8.55788802794261,27.93211018735577
3,plot39,26.956166666666665,6.534516828688493,25.076857191392165
3,plot40,28.760206185567007,7.971716651801656,27.568627245021865
3,plot41,27.98368480725623,8.941079911462124,29.54880266771136
3,plot42,27.881526374859703,8.558309248935284,28.577095031601125
3,plot43,25.658922222222223,7.013836794579832,25.77472506594675
3,plot44,28.199788888888904,7.85855642596452,27.87043477164894
3,plot45,28.242558922558917,7.60265554326584,26.37550619114573
