seed,cycle,investment_rotation_years,nursery_count,police_count,member_count,investor_count,investor_percent_earning_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,m_partners_earning,m_independent_earning,investor_total_profit,total_investment_cost,total_investments,inv_harvested_trees,own_laborer,member_laborer,independent_laborer
10.0,380,15,1,1,15,50,0.3,90.12,98.7,106885,143019,30135,18375,5960,44843,5418,36776,67240153.18070546,100591350.87949523,33351197.698789775,37057.72587999999,0.0,21067498.657828633,21074244.660000015,126,1583,10,8,0
10.0,381,15,1,1,15,50,0.3,90.12,98.7,104561,142417,30417,18400,5803,43750,5392,36753,67588778.4974543,104225477.3298235,36636698.83236919,49638.25268499999,0.0,21067498.657828633,21408756.480000015,128,1583,18,10,0
10.0,382,15,1,1,15,50,0.3,90.12,98.7,97015,146953,30803,18446,5646,42552,5522,36710,68324384.90784976,107065384.19392943,38740999.286079675,42743.24414499999,0.0,21067498.657828633,21576012.390000015,129,1583,12,8,0
10.0,383,15,1,1,15,50,0.3,90.12,98.7,90753,150357,30934,18473,5460,41365,5631,36679,68883947.65103394,107854144.70373602,38970197.052702084,45444.74374999999,0.0,21743579.094805714,21576012.390000015,129,1583,16,14,0
10.0,384,15,1,1,15,50,0.3,90.12,98.7,83862,154706,30903,18500,5304,40298,5647,36648,69223768.16452813,108501405.05691041,39277636.89238228,453796.63701339514,0.0,22298373.683240905,21576012.390000015,129,1583,19,11,0
10.0,385,15,1,1,15,50,0.3,90.12,98.7,80444,155667,30921,18538,34684,39302,5592,36627,69670210.02646488,109961721.9512808,40291511.92481592,46128.598284999985,0.0,22298373.683240905,21743268.300000016,130,1595,18,14,0
10.0,386,15,1,1,15,50,0.3,90.12,98.7,79491,153936,31241,18562,33752,38389,5588,36611,70081462.54685143,113271764.44855052,43190301.901699096,76173.6501283333,0.0,22882245.340036612,21910524.210000016,131,1595,15,9,0
10.0,387,15,1,1,15,50,0.3,90.12,98.7,78493,151985,31692,18578,27803,42274,5624,36570,70806885.55102398,113915521.5223131,43108635.97128913,49638.252684999985,0.0,22882245.340036612,22077780.120000016,132,1595,15,9,0
10.0,388,15,1,1,15,50,0.3,90.12,98.7,77456,150287,32070,18600,26974,41260,5624,36566,71021697.8312799,117174715.27564853,46153017.44436863,44867.925549999985,0.0,23297767.053221695,22245036.030000016,133,1595,15,9,0
10.0,389,15,1,1,15,50,0.3,90.12,98.7,88190,148722,32210,18610,26157,40263,5653,36533,71715058.65546402,117174715.27564853,45459656.62018451,32864.21694499999,0.0,23297767.053221695,22245036.030000016,133,1595,11,11,0
10.0,390,15,1,1,15,50,0.3,90.12,98.7,98720,147378,32084,18628,25397,39310,5604,36525,71832424.66533236,119995594.33664784,48163169.67131548,59476.86198999999,0.0,23297767.053221695,22412291.940000016,134,1621,18,12,0
10.0,391,15,1,1,15,50,0.3,90.12,98.7,109107,145885,32176,18653,24672,38341,5639,36495,72443280.01629405,120534200.2144845,48090920.19819045,67863.87986,0.0,23759429.23422455,22412291.940000016,134,1621,18,14,0
10.0,392,15,1,1,15,50,0.3,90.12,98.7,107861,144572,32106,18666,23947,37414,5572,36480,72754899.02603042,122611806.17212597,49856907.146095544,67096.14296,0.0,23759429.23422455,22746803.760000017,136,1621,18,14,0
10.0,393,15,1,1,15,50,0.3,90.12,98.7,105539,143840,32454,18703,23287,36508,5591,36495,73226527.02684896,127924999.10456866,54698472.0777197,79162.001695,0.0,25728368.12207485,22914059.670000017,137,1643,17,13,0
10.0,394,15,1,1,15,50,0.3,90.12,98.7,98308,148188,32677,18716,22635,35166,6066,36433,74435809.98544165,128602623.72722553,54166813.74178387,76643.09150411545,0.0,26309189.227209315,22914059.670000017,137,1643,15,7,0
10.0,395,15,1,1,15,50,0.3,90.12,98.7,92169,151836,32646,18731,21986,34069,6344,36406,74770102.9615692,133059738.83678877,58289635.87521957,45444.74375,0.0,26309189.227209315,23750339.220000017,142,1697,12,10,0
10.0,396,15,1,1,15,50,0.3,90.12,98.7,84624,155731,33771,18819,21252,32842,6736,36400,75479803.06730326,134478177.42572957,58998374.35842632,251947.05934907985,0.0,26309189.227209315,23917595.130000018,143,1697,15,7,0
10.0,397,15,1,1,15,50,0.3,90.12,98.7,81123,156514,33952,18872,28038,32046,6716,36413,75939969.17917135,138864743.55376813,62924774.374596775,25928.79051,0.0,26309189.227209315,24419362.860000018,146,1778,14,13,0
10.0,398,15,1,1,15,50,0.3,90.12,98.7,79954,154394,34545,18955,27156,31172,6864,36410,76711534.1682672,138864743.55376813,62153209.38550092,262128.94091467053,0.0,26309189.227209315,24419362.860000018,146,1778,10,10,0
10.0,399,15,1,1,15,50,0.3,90.12,98.7,78995,152631,34777,18967,6943,49916,6797,36402,76818881.56118888,142030764.33249724,65211882.77130836,41935.08934999999,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
10.0,400,15,1,1,15,50,0.3,90.12,98.7,77734,150247,35805,19087,6701,48504,6970,36380,77395645.09557307,142030764.33249724,64635119.23692417,63670.37092499998,0.0,26309189.227209315,25088386.50000002,150,1803,12,13,0
10.0,401,15,1,1,15,50,0.3,90.12,98.7,88131,148736,35765,19119,6518,47339,6915,36372,77510528.73267807,142030764.33249724,64520235.59981917,49638.252684999985,0.0,26309189.227209315,25088386.50000002,150,1803,18,10,0
10.0,402,15,1,1,15,50,0.3,90.12,98.7,98977,147355,35618,19149,6361,46181,6850,36357,77637952.47869307,142030764.33249724,64392811.85380417,46896.335184999996,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,403,15,1,1,15,50,0.3,90.12,98.7,109540,145967,35512,19166,6188,45075,6800,36345,77769569.73364307,142030764.33249724,64261194.59885417,38509.317315,0.0,26309189.227209315,25088386.50000002,150,1803,20,11,0
10.0,404,15,1,1,15,50,0.3,90.12,98.7,108297,144602,35425,19192,6023,43942,6737,36328,77932706.65043807,142030764.33249724,64098057.68205917,49061.43448499998,0.0,26309189.227209315,25088386.50000002,150,1803,10,10,0
10.0,405,15,1,1,15,50,0.3,90.12,98.7,106141,144050,35363,19209,5840,42895,6679,36319,78025130.73353808,142030764.33249724,64005633.59895916,49638.252684999985,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,406,15,1,1,15,50,0.3,90.12,98.7,98974,148457,35339,19232,5691,41747,6683,36306,78197231.48640308,142030764.33249724,63833532.84609416,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,407,15,1,1,15,50,0.3,90.12,98.7,93001,151886,35305,19248,5531,40646,6716,36297,78323887.49551807,142030764.33249724,63706876.836979166,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,18,13,0
10.0,408,15,1,1,15,50,0.3,90.12,98.7,86112,156199,35273,19263,5385,39632,6722,36282,78475020.70370807,142030764.33249724,63555743.62878917,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,409,15,1,1,15,50,0.3,90.12,98.7,82560,157091,35303,19292,34391,38677,6663,36268,78605175.61972307,142030764.33249724,63425588.71277417,34315.80838,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,410,15,1,1,15,50,0.3,90.12,98.7,81578,155440,35381,19342,33355,37781,6600,36257,78753566.91041307,142030764.33249724,63277197.42208417,38509.317315,0.0,26309189.227209315,25088386.50000002,150,1803,10,9,0
10.0,411,15,1,1,15,50,0.3,90.12,98.7,80604,153600,35613,19366,27406,41842,6544,36239,78843249.07601307,142030764.33249724,63187515.256484166,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,412,15,1,1,15,50,0.3,90.12,98.7,79602,151937,35734,19389,26607,40749,6486,36232,78993805.46600308,142030764.33249724,63036958.866494164,44867.92554999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,413,15,1,1,15,50,0.3,90.12,98.7,90246,150393,35741,19407,25821,39727,6428,36212,79115584.11164807,142030764.33249724,62915180.22084917,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
10.0,414,15,1,1,15,50,0.3,90.12,98.7,100735,148975,35599,19425,25137,38803,6370,36209,79267401.17437306,142030764.33249724,62763363.15812418,74799.30629499997,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,415,15,1,1,15,50,0.3,90.12,98.7,111645,147601,35469,19464,24454,37948,6310,36200,79426921.40043306,142030764.33249724,62603842.932064176,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,416,15,1,1,15,50,0.3,90.12,98.7,110311,146180,35315,19516,23764,37144,6255,36194,79577477.79042307,142030764.33249724,62453286.54207417,40674.41661499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,8,0
10.0,417,15,1,1,15,50,0.3,90.12,98.7,108145,145668,35270,19532,23076,36305,6208,36188,79669901.87352307,142030764.33249724,62360862.45897417,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,418,15,1,1,15,50,0.3,90.12,98.7,100717,150464,35228,19555,22409,35002,6541,36191,79821035.08171307,142030764.33249724,62209729.25078417,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,10,0
10.0,419,15,1,1,15,50,0.3,90.12,98.7,94558,153917,35189,19589,21806,33819,6808,36207,79926039.69161807,142030764.33249724,62104724.64087917,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
10.0,420,15,1,1,15,50,0.3,90.12,98.7,87551,158289,35112,19640,21224,32848,6984,36199,80072979.39087307,142030764.33249724,61957784.941624165,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,421,15,1,1,15,50,0.3,90.12,98.7,84065,159127,35105,19709,28112,32016,6994,36196,80235914.64146808,142030764.33249724,61794849.69102916,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,422,15,1,1,15,50,0.3,90.12,98.7,83072,157465,35181,19753,27371,31280,6918,36181,80416402.41220307,142030764.33249724,61614361.920294166,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,10,8,0
10.0,423,15,1,1,15,50,0.3,90.12,98.7,82064,155643,35367,19802,7048,50096,6853,36173,80501891.06886807,142030764.33249724,61528873.26362917,34315.80838,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,424,15,1,1,15,50,0.3,90.12,98.7,81097,153967,35425,19853,6842,48835,6803,36165,80652447.45885807,142030764.33249724,61378316.87363917,40674.41661499999,0.0,26309189.227209315,25088386.50000002,150,1803,12,9,0
10.0,425,15,1,1,15,50,0.3,90.12,98.7,91908,152385,35389,19923,6638,47598,6736,36156,80757452.06876308,142030764.33249724,61273312.26373416,41251.23481499999,0.0,26309189.227209315,25088386.50000002,150,1803,18,10,0
10.0,426,15,1,1,15,50,0.3,90.12,98.7,102590,150952,35210,19978,6431,46398,6660,36142,80880682.30584307,142030764.33249724,61150082.02665417,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,427,15,1,1,15,50,0.3,90.12,98.7,113153,149522,35011,20083,6217,45277,6605,36127,81033267.10546806,142030764.33249724,60997497.227029175,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,428,15,1,1,15,50,0.3,90.12,98.7,111784,148106,34908,20107,6026,44142,6542,36117,81210245.22180307,142030764.33249724,60820519.11069417,63670.37092499998,0.0,26309189.227209315,25088386.50000002,150,1803,10,13,0
10.0,429,15,1,1,15,50,0.3,90.12,98.7,109529,147611,34875,20119,5848,43095,6489,36108,81327830.35851307,142030764.33249724,60702933.97398417,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,430,15,1,1,15,50,0.3,90.12,98.7,101815,152556,34867,20137,5686,41915,6532,36096,81474770.05776808,142030764.33249724,60555994.27472916,37057.72587999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,8,0
10.0,431,15,1,1,15,50,0.3,90.12,98.7,95414,156317,34836,20154,5532,40799,6551,36087,81575581.15873808,142030764.33249724,60455183.17375916,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,18,9,0
10.0,432,15,1,1,15,50,0.3,90.12,98.7,88156,160876,34806,20160,5357,39761,6543,36083,81701553.31331807,142030764.33249724,60329211.019179165,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,433,15,1,1,15,50,0.3,90.12,98.7,84620,161731,34883,20168,34237,38809,6509,36073,81835901.73826808,142030764.33249724,60194862.59422916,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,434,15,1,1,15,50,0.3,90.12,98.7,83664,159962,35030,20194,33202,37898,6439,36061,82005260.57363307,142030764.33249724,60025503.758864164,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,10,14,0
10.0,435,15,1,1,15,50,0.3,90.12,98.7,82743,158160,35286,20201,27306,41882,6369,36055,82123529.56487808,142030764.33249724,59907234.76761916,72057.38879499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,436,15,1,1,15,50,0.3,90.12,98.7,81783,156501,35359,20236,26497,40915,6306,36041,82299823.82667808,142030764.33249724,59730940.50581916,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,12,8,0
10.0,437,15,1,1,15,50,0.3,90.12,98.7,92823,154967,35347,20258,25689,39934,6254,36034,82400634.92764808,142030764.33249724,59630129.40484916,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,18,8,0
10.0,438,15,1,1,15,50,0.3,90.12,98.7,103764,153520,35226,20268,24956,39029,6207,36023,82528058.67366308,142030764.33249724,59502705.65883416,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,439,15,1,1,15,50,0.3,90.12,98.7,114546,152053,35155,20273,24267,38165,6141,36011,82659675.92861308,142030764.33249724,59371088.40388416,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,440,15,1,1,15,50,0.3,90.12,98.7,113182,150622,35045,20290,23584,37273,6068,36026,82814425.82753809,142030764.33249724,59216338.50495915,40674.41661499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,14,0
10.0,441,15,1,1,15,50,0.3,90.12,98.7,110848,150070,35037,20300,22907,36395,5971,36064,82923623.94637808,142030764.33249724,59107140.38611916,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,442,15,1,1,15,50,0.3,90.12,98.7,103274,154847,35004,20319,22238,35135,6329,36073,83096408.55377808,142030764.33249724,58934355.77871916,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,12,13,0
10.0,443,15,1,1,15,50,0.3,90.12,98.7,96597,158820,34986,20330,21602,33981,6591,36066,83226574.21729308,142030764.33249724,58804190.115204155,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,18,8,0
10.0,444,15,1,1,15,50,0.3,90.12,98.7,89171,163680,34917,20370,20992,33014,6748,36062,83348352.86293809,142030764.33249724,58682411.46955915,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,445,15,1,1,15,50,0.3,90.12,98.7,85598,164524,34964,20408,27842,32242,6752,36055,83486894.79682308,142030764.33249724,58543869.535674155,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,446,15,1,1,15,50,0.3,90.12,98.7,84611,162732,35071,20454,27070,31484,6689,36050,83639479.59644808,142030764.33249724,58391284.73604916,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,10,0
10.0,447,15,1,1,15,50,0.3,90.12,98.7,83618,160830,35345,20465,7025,50001,6637,36040,83729161.76204808,142030764.33249724,58301602.57044916,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,448,15,1,1,15,50,0.3,90.12,98.7,82654,159097,35436,20493,6808,48773,6563,36028,83900685.69671308,142030764.33249724,58130078.635784164,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,449,15,1,1,15,50,0.3,90.12,98.7,93433,157531,35423,20520,6635,47555,6508,36023,84027341.70582807,142030764.33249724,58003422.62666917,65835.47022499998,0.0,26309189.227209315,25088386.50000002,150,1803,18,13,0
10.0,450,15,1,1,15,50,0.3,90.12,98.7,104534,156146,35260,20554,6449,46414,6460,36013,84178474.91401806,142030764.33249724,57852289.418479174,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,451,15,1,1,15,50,0.3,90.12,98.7,115505,154587,35197,20558,6242,45294,6399,35999,84305898.66003306,142030764.33249724,57724865.67246418,34315.80838,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,452,15,1,1,15,50,0.3,90.12,98.7,114198,153121,35121,20581,6056,44225,6339,35988,84456455.05002306,142030764.33249724,57574309.282474175,40674.41661499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,9,0
10.0,453,15,1,1,15,50,0.3,90.12,98.7,111931,152419,35171,20600,5864,43133,6288,35976,84548879.13312307,142030764.33249724,57481885.19937417,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,454,15,1,1,15,50,0.3,90.12,98.7,104062,157405,35191,20618,5712,41946,6321,35968,84700012.34131306,142030764.33249724,57330751.991184175,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,455,15,1,1,15,50,0.3,90.12,98.7,97445,161274,35194,20631,5549,40842,6338,35960,84821790.98695806,142030764.33249724,57208973.34553918,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
10.0,456,15,1,1,15,50,0.3,90.12,98.7,89978,165998,35235,20632,5420,39823,6356,35948,84973608.04968305,142030764.33249724,57057156.28281419,74799.30629499997,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,457,15,1,1,15,50,0.3,90.12,98.7,86265,166966,35297,20662,34224,38887,6327,35937,85135859.44574305,142030764.33249724,56894904.886754185,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,458,15,1,1,15,50,0.3,90.12,98.7,85249,165121,35409,20679,33222,37967,6277,35933,85284250.73643306,142030764.33249724,56746513.59606418,38509.317315,0.0,26309189.227209315,25088386.50000002,150,1803,10,8,0
10.0,459,15,1,1,15,50,0.3,90.12,98.7,84314,163179,35672,20715,27325,42016,6223,35924,85373932.90203306,142030764.33249724,56656831.43046418,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,460,15,1,1,15,50,0.3,90.12,98.7,83328,161380,35815,20709,26562,41040,6150,35916,85524489.29202306,142030764.33249724,56506275.04047418,44867.92554999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,10,0
10.0,461,15,1,1,15,50,0.3,90.12,98.7,94155,159723,35854,20741,25806,40100,6071,35932,85629493.90192807,142030764.33249724,56401270.43056917,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
10.0,462,15,1,1,15,50,0.3,90.12,98.7,105061,158256,35700,20779,25045,39144,5983,35946,85773691.68368307,142030764.33249724,56257072.64881417,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,463,15,1,1,15,50,0.3,90.12,98.7,116254,156714,35631,20808,24289,38287,5906,35967,85933895.76427807,142030764.33249724,56096868.56821917,67863.87985999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,464,15,1,1,15,50,0.3,90.12,98.7,114821,155253,35526,20825,23641,37408,5843,35963,86114383.53501306,142030764.33249724,55916380.797484174,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,10,8,0
10.0,465,15,1,1,15,50,0.3,90.12,98.7,112450,154688,35488,20852,22988,36564,5775,35967,86202614.10917807,142030764.33249724,55828150.22331917,37057.72587999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,466,15,1,1,15,50,0.3,90.12,98.7,104567,159673,35444,20885,22323,35273,6130,35960,86353747.31736806,142030764.33249724,55677017.01512918,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,12,9,0
10.0,467,15,1,1,15,50,0.3,90.12,98.7,97936,163484,35382,20935,21637,34150,6372,35966,86458751.92727306,142030764.33249724,55572012.405224174,41251.23481499999,0.0,26309189.227209315,25088386.50000002,150,1803,18,10,0
10.0,468,15,1,1,15,50,0.3,90.12,98.7,90407,168323,35337,20962,21011,33099,6565,35951,86584724.08185306,142030764.33249724,55446040.25064418,41251.23481499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,469,15,1,1,15,50,0.3,90.12,98.7,86783,169107,35439,20971,27943,32323,6543,35950,86740040.05147806,142030764.33249724,55290724.28101918,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,470,15,1,1,15,50,0.3,90.12,98.7,85796,167263,35532,21026,27167,31532,6486,35948,86917018.16781306,142030764.33249724,55113746.16468418,63670.37092499998,0.0,26309189.227209315,25088386.50000002,150,1803,10,13,0
10.0,471,15,1,1,15,50,0.3,90.12,98.7,84841,165298,35793,21061,7101,50053,6411,35941,87034603.30452307,142030764.33249724,54996161.02797417,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,472,15,1,1,15,50,0.3,90.12,98.7,83898,163486,35914,21077,6898,48804,6342,35946,87180966.18557806,142030764.33249724,54849798.146919176,36480.90768,0.0,26309189.227209315,25088386.50000002,150,1803,12,8,0
10.0,473,15,1,1,15,50,0.3,90.12,98.7,95009,161843,35936,21104,6706,47646,6280,35937,87281777.28654806,142030764.33249724,54748987.045949176,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,18,9,0
10.0,474,15,1,1,15,50,0.3,90.12,98.7,105986,160314,35810,21119,6494,46518,6226,35930,87405007.52362806,142030764.33249724,54625756.80886918,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,475,15,1,1,15,50,0.3,90.12,98.7,116853,158796,35708,21146,6322,45379,6173,35924,87536624.77857806,142030764.33249724,54494139.55391918,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,476,15,1,1,15,50,0.3,90.12,98.7,115439,157255,35609,21148,6119,44227,6110,35926,87708148.71324305,142030764.33249724,54322615.61925419,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,10,14,0
10.0,477,15,1,1,15,50,0.3,90.12,98.7,113139,156609,35640,21173,5968,43186,6042,35919,87826417.70448805,142030764.33249724,54204346.628009185,74222.48809499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,13,0
10.0,478,15,1,1,15,50,0.3,90.12,98.7,105093,161753,35685,21189,5807,42124,6072,35916,88002711.96628806,142030764.33249724,54028052.36620918,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,12,8,0
10.0,479,15,1,1,15,50,0.3,90.12,98.7,98349,165684,35671,21205,5650,41053,6105,35902,88103523.06725806,142030764.33249724,53927241.26523918,41251.234814999996,0.0,26309189.227209315,25088386.50000002,150,1803,18,8,0
10.0,480,15,1,1,15,50,0.3,90.12,98.7,90745,170469,35638,21223,5504,40001,6100,35898,88233688.73077306,142030764.33249724,53797075.60172418,45444.74374999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,481,15,1,1,15,50,0.3,90.12,98.7,87032,171313,35721,21219,34270,39018,6053,35892,88368037.15572307,142030764.33249724,53662727.176774174,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,482,15,1,1,15,50,0.3,90.12,98.7,86057,169500,35836,21236,33274,38125,5995,35885,88520621.95534806,142030764.33249724,53510142.37714918,38509.31731499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,14,0
10.0,483,15,1,1,15,50,0.3,90.12,98.7,85089,167503,36091,21243,27253,42257,5910,35921,88627078.15668806,142030764.33249724,53403686.175809175,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,484,15,1,1,15,50,0.3,90.12,98.7,84002,165673,36189,21257,26446,41242,5756,36000,88799862.76408806,142030764.33249724,53230901.568409175,67863.87985999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,13,0
10.0,485,15,1,1,15,50,0.3,90.12,98.7,95244,163976,36147,21279,25645,40308,5656,36033,88930028.42760307,142030764.33249724,53100735.90489417,70605.79735999998,0.0,26309189.227209315,25088386.50000002,150,1803,18,8,0
10.0,486,15,1,1,15,50,0.3,90.12,98.7,106372,162466,36011,21283,24873,39350,5592,36034,89049065.15574807,142030764.33249724,52981699.17674917,38509.317315,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,487,15,1,1,15,50,0.3,90.12,98.7,117330,160888,35898,21322,24157,38425,5543,36027,89184875.91963308,142030764.33249724,52845888.41286416,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,9,0
10.0,488,15,1,1,15,50,0.3,90.12,98.7,115989,159322,35826,21335,23454,37519,5491,36020,89339625.81855808,142030764.33249724,52691138.51393916,40674.41661499999,0.0,26309189.227209315,25088386.50000002,150,1803,10,10,0
10.0,489,15,1,1,15,50,0.3,90.12,98.7,113702,158668,35815,21359,22773,36604,5450,36011,89432049.90165809,142030764.33249724,52598714.43083915,41251.23481499999,0.0,26309189.227209315,25088386.50000002,150,1803,20,14,0
10.0,490,15,1,1,15,50,0.3,90.12,98.7,105710,163687,35830,21378,22135,35333,5798,36007,89604150.65452309,142030764.33249724,52426613.67797415,54515.61615499998,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,491,15,1,1,15,50,0.3,90.12,98.7,98963,167735,35744,21426,21447,34247,6047,35997,89730806.66363809,142030764.33249724,52299957.668859154,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,18,13,0
10.0,492,15,1,1,15,50,0.3,90.12,98.7,91201,172551,35698,21455,20862,33146,6233,35994,89881939.87182808,142030764.33249724,52148824.46066916,66412.28842499998,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,493,15,1,1,15,50,0.3,90.12,98.7,87535,173377,35793,21473,27894,32313,6203,35988,90012094.78784308,142030764.33249724,52018669.54465416,34315.80838,0.0,26309189.227209315,25088386.50000002,150,1803,20,8,0
10.0,494,15,1,1,15,50,0.3,90.12,98.7,86475,171450,35948,21488,27153,31559,6122,35986,90160486.07853308,142030764.33249724,51870278.253964156,38509.317315,0.0,26309189.227209315,25088386.50000002,150,1803,10,9,0
10.0,495,15,1,1,15,50,0.3,90.12,98.7,85452,169360,36240,21529,7199,49964,6072,35977,90250168.24413309,142030764.33249724,51780596.088364154,42702.82624999999,0.0,26309189.227209315,25088386.50000002,150,1803,20,10,0
10.0,496,15,1,1,15,50,0.3,90.12,98.7,84477,167556,36368,21548,6977,48740,6011,35969,90400724.63412309,142030764.33249724,51630039.69837415,44867.92554999999,0.0,26309189.227209315,25088386.50000002,150,1803,12,14,0
10.0,497,15,1,1,15,50,0.3,90.12,98.7,95524,165898,36319,21577,6768,47462,5951,35965,90522503.27976808,142030764.33249724,51508261.05272916,58709.12508999998,0.0,26309189.227209315,25088386.50000002,150,1803,18,14,0
