seed,cycle,investor_percent_earning_share,investor_count,investment_rotation_years,nursery_count,police_count,member_count,exotic_price_per_bdft,native_price_per_bdft,Seedling,Sapling,Pole,Adult,Native,Seedling,Sapling,Pole,Adult,Exotic,Total,management_running_cost,ITP_running_earning,net_running_earning,m_partners_earning,average m_partners_earning,m_independent_earning,average m_independent_earning,own_laborer,member_laborer,independent_laborer,investor_total_profit,total_investment_cost,total net investor profit,average net investor profit,total_investments,inv_harvested_trees,with_investment,equally_profitable
10,154,0.3,50,10,1,3,15,90.12,98.7,74530,72657,32088,11121,190396,21921,32371,4924,37480,96696,287092,26605978.43,35895245.5,9289267.074,9017586.677,5590.568305,0,0,2393,1613,0,11128173.89,5695648,5432525.893,108650.5179,50,546,TRUE,1
10,158,0.3,50,10,1,1,30,45.06,49.35,60644,81439,31893,11247,185223,26320,30071,4772,37306,98469,283692,36594963.12,24053925.68,-12541037.43,17710513.65,5407.790427,0,0,2454,3275,0,9404356.907,5695648,3708708.907,74174.17814,50,459,TRUE,0
10,157,0.3,50,10,1,1,30,90.12,98.7,61391,81723,32251,11231,186596,27187,30694,4816,37510,100207,286803,33761086.43,34327769.45,566683.0213,16280107.23,4971.025109,0,0,2448,3275,0,9536472.557,5695648,3840824.557,76816.49115,50,566,TRUE,1
10,158,0.3,50,10,1,1,15,45.06,49.35,60364,80304,31777,11169,183614,26415,29519,4716,37416,98066,281680,27004404.5,19885415.54,-7118988.957,9173795.998,5539.731883,0,0,2466,1656,0,5043628.645,5695648,-652019.3546,-13040.38709,50,578,TRUE,0
10,159,0.3,50,10,1,1,15,90.12,98.7,59639,79327,31850,11217,182033,6533,48208,4630,37475,96846,278879,26576047.71,33259098.69,6683050.978,8536772.366,5164.411594,0,0,2497,1653,0,7565291.549,5695648,1869643.549,37392.87099,50,569,TRUE,1
10,188,0.4,5,15,3,3,30,45.06,49.35,73201,80143,27706,9613,190663,4666,35978,3883,29728,74255,264918,10806189.42,4562060.594,-6244128.828,7755040.287,4398.774979,169541653.3,95570.2668,421,1763,1774,1189562.94,836279.55,353283.3903,70656.67805,5,0,TRUE,0
10,188,0.4,5,15,3,3,30,90.12,98.7,72883,80273,27462,9476,190094,4724,36180,3820,29420,74144,264238,10817228.54,8287841.638,-2529386.901,8284156.875,4706.907315,356820395.2,190304.2108,442,1760,1875,2379125.881,836279.55,1542846.331,308569.2661,5,0,TRUE,0
10,188,0.4,5,15,3,3,15,45.06,49.35,82438,84252,27700,11084,205474,5242,41061,4030,35079,85412,290886,10738477.1,4880490.808,-5857986.287,7146329.523,4578.045819,53834769.42,145107.1952,396,1561,371,2225737.422,836279.55,1389457.872,277891.5745,5,10,TRUE,0
10,188,0.4,5,15,3,3,15,90.12,98.7,82438,84252,27700,11084,205474,5242,41061,4030,35079,85412,290886,10738477.1,8924702.067,-1813775.029,8124390.9,5204.606598,107669538.8,290214.3904,396,1561,371,4451474.845,836279.55,3615195.295,723039.059,5,10,TRUE,0
10,188,0.4,5,15,3,1,30,45.06,49.35,73241,79490,27740,9495,189966,4638,35785,3920,29036,73379,263345,10735529.45,4471817.94,-6263711.512,7816405.824,4411.064235,198685725.3,101629.527,403,1772,1955,1069239.402,836279.55,232959.8523,46591.97045,5,0,TRUE,0
10,188,0.4,5,15,3,1,30,90.12,98.7,73241,79490,27740,9495,189966,4638,35785,3920,29036,73379,263345,10735529.45,8107356.331,-2628173.122,8701447.442,4910.523387,397371450.7,203259.054,403,1772,1955,2138478.805,836279.55,1302199.255,260439.8509,5,0,TRUE,0
10,188,0.4,5,15,3,1,15,45.06,49.35,82157,84042,27920,10997,205116,5230,41124,4073,34867,85294,290410,10823878.07,4876056.547,-5947821.522,6486029.21,4089.551835,63274040.42,146467.6861,347,1586,432,2214695.315,836279.55,1378415.765,275683.153,5,10,TRUE,0
10,188,0.4,5,15,3,1,15,90.12,98.7,82157,84042,27920,10997,205116,5230,41124,4073,34867,85294,290410,10823878.07,8915833.543,-1908044.525,6674538.977,4208.410452,126548080.8,292935.3723,347,1586,432,4429390.63,836279.55,3593111.08,718622.2159,5,10,TRUE,0
10,188,0.4,5,15,1,3,30,45.06,49.35,69221,79600,27121,8968,184910,4469,34101,3734,27369,69673,254583,8788953.797,4097841.638,-4691112.159,7307717.425,5515.258434,230563600.9,98827.08997,423,1325,2333,1256818.766,836279.55,420539.2157,84107.84313,5,0,TRUE,0
10,188,0.4,5,15,1,3,30,90.12,98.7,69221,79600,27121,8968,184910,4469,34101,3734,27369,69673,254583,8788953.797,7359403.726,-1429550.071,9199320.871,6942.883676,461127201.8,197654.1799,423,1325,2333,2513637.531,836279.55,1677357.981,335471.5963,5,0,TRUE,0
10,188,0.4,5,15,1,3,15,45.06,49.35,80866,83389,27588,10862,202705,5210,40675,3925,34534,84344,287049,9358106.3,4350561.735,-5007544.566,6012871.727,4621.730766,63408636.9,115079.1958,373,1301,551,2200249.999,836279.55,1363970.449,272794.0897,5,11,TRUE,0
10,188,0.4,5,15,1,3,15,90.12,98.7,80866,83389,27588,10862,202705,5210,40675,3925,34534,84344,287049,9358106.3,7864843.919,-1493262.381,6440741.028,4950.608015,126817273.8,230158.3916,373,1301,551,4400499.997,836279.55,3564220.447,712844.0894,5,11,TRUE,0
10,188,0.4,5,15,1,1,30,45.06,49.35,73598,82628,28331,9660,194217,4655,36633,3823,30226,75337,269554,10538699.85,4433211.958,-6105487.889,8633534.894,5683.696441,160358575.5,90139.72766,675,1519,1779,1703979.192,836279.55,867699.6423,173539.9285,5,0,TRUE,0
10,188,0.4,5,15,1,1,30,90.12,98.7,72017,82169,28924,9404,192514,4599,35835,3796,28857,73087,265601,9839191.365,7733210.604,-2105980.761,10740839.36,7402.37034,396089791.7,196961.607,683,1451,2011,3012046.702,836279.55,2175767.152,435153.4304,5,0,TRUE,0
10,188,0.4,5,15,1,1,15,45.06,49.35,81324,83964,27943,10927,204158,5075,40258,4007,34329,83669,287827,9231517.92,4166370.036,-5065147.884,6252528.447,4697.617166,69570621.17,127887.1713,338,1331,544,1954661.066,836279.55,1118381.516,223676.3033,5,10,TRUE,0
10,188,0.4,5,15,1,1,15,90.12,98.7,81324,83964,27943,10927,204158,5075,40258,4007,34329,83669,287827,9231517.92,7496460.521,-1735057.399,6756837.897,5076.512319,139141242.3,255774.3425,338,1331,544,3909322.133,836279.55,3073042.583,614608.5166,5,10,TRUE,0
10,128,0.4,5,10,3,3,30,45.06,49.35,68591,54812,33676,9111,166190,19342,26755,8189,30359,84645,250835,7541889.987,3916312.073,-3625577.914,5971741.365,5379.947175,115990092.2,98799.05638,309,1110,1174,863827.6509,569564.8,294262.8509,58852.57017,5,0,TRUE,0
10,128,0.4,5,10,3,3,30,90.12,98.7,68591,54812,33676,9111,166190,19342,26755,8189,30359,84645,250835,7541889.987,7263059.347,-278830.6404,7773500.339,7003.153458,231980184.4,197598.1128,309,1110,1174,1727655.302,569564.8,1158090.502,231618.1003,5,0,TRUE,0
10,128,0.4,5,10,3,3,15,45.06,49.35,74751,54535,34123,10058,173467,21981,29042,8506,34040,93569,267036,7780765.427,3812655.496,-3968109.932,4378212.097,4053.90009,32805878.25,147111.5616,209,1080,223,1257977.9,569564.8,688413.1004,137682.6201,5,9,TRUE,0
10,128,0.4,5,10,3,3,15,90.12,98.7,74751,54535,34123,10058,173467,21981,29042,8506,34040,93569,267036,7780765.427,7055746.191,-725019.236,4452254.597,4122.45796,65611756.49,294223.1233,209,1080,223,2515955.801,569564.8,1946391.001,389278.2002,5,9,TRUE,0
10,128,0.4,5,10,3,1,30,45.06,49.35,68404,55399,33677,8989,166469,19154,26694,8249,29652,83749,250218,7554635.346,3537001.902,-4017633.443,4829847.099,4289.384635,138470916.6,107425.0711,332,1126,1289,358080.756,569564.8,-211484.044,-42296.8088,5,21,TRUE,0
10,128,0.4,5,10,3,1,30,90.12,98.7,68404,55399,33677,8989,166469,19154,26694,8249,29652,83749,250218,7554635.346,6504439.004,-1050196.341,5378038.211,4776.232869,276941833.2,214850.1422,332,1126,1289,716161.512,569564.8,146596.712,29319.3424,5,21,TRUE,0
10,128,0.4,5,10,3,1,15,45.06,49.35,73728,54993,34218,9903,172842,21137,28401,8458,33282,91278,264120,7649470.821,3802667.268,-3846803.553,4015730.502,4299.497326,52322706.17,139156.1334,412,934,376,1239530.506,569564.8,669965.7055,133993.1411,5,9,TRUE,0
10,128,0.4,5,10,3,1,15,90.12,98.7,73728,54993,34218,9903,172842,21137,28401,8458,33282,91278,264120,7649470.821,7035769.737,-613701.0846,4408899.14,4720.448758,104645412.3,278312.2669,412,934,376,2479061.011,569564.8,1909496.211,381899.2422,5,9,TRUE,0
10,128,0.4,5,10,1,3,30,45.06,49.35,68545,55422,33812,9084,166863,19610,26964,8012,30660,85246,252109,7187134.779,3388395.559,-3798739.22,5642548.107,5711.08108,111520661.1,91862.15902,410,988,1214,846153.3977,569564.8,276588.5977,55317.71954,5,0,TRUE,0
10,128,0.4,5,10,1,3,30,90.12,98.7,68545,55422,33812,9084,166863,19610,26964,8012,30660,85246,252109,7187134.779,6207226.317,-979908.4613,7243450.784,7331.427919,223041322.1,183724.318,410,988,1214,1692306.795,569564.8,1122741.995,224548.3991,5,0,TRUE,0
10,128,0.4,5,10,1,3,15,45.06,49.35,74527,55303,34124,10052,174006,21799,29154,8333,33926,93212,267218,6192225.149,3301841.99,-2890383.159,3634443.252,4437.659649,36323546.92,116049.6707,239,819,313,1257977.9,569564.8,688413.1004,137682.6201,5,9,TRUE,0
10,128,0.4,5,10,1,3,15,90.12,98.7,74527,55303,34124,10052,174006,21799,29154,8333,33926,93212,267218,6192225.149,6034119.179,-158105.9695,3745951.807,4573.81173,72647093.85,232099.3414,239,819,313,2515955.801,569564.8,1946391.001,389278.2002,5,9,TRUE,0
10,128,0.4,5,10,1,1,30,45.06,49.35,68637,55486,33606,8965,166694,19222,26819,8001,29823,83865,250559,6995679.546,3307808.095,-3687871.451,5518596.4,5485.682306,133216435.9,99489.49659,405,1006,1339,738703.4466,569564.8,169138.6466,33827.72931,5,0,TRUE,0
10,128,0.4,5,10,1,1,30,90.12,98.7,68637,55486,33606,8965,166694,19222,26819,8001,29823,83865,250559,6995679.546,6046051.391,-949628.1558,6979706.493,6938.078025,266432871.9,198978.9932,405,1006,1339,1477406.893,569564.8,907842.0931,181568.4186,5,0,TRUE,0
10,128,0.4,5,10,1,1,15,45.06,49.35,73081,55052,34069,9798,172000,21322,28554,8273,33305,91454,263454,6627479.433,3278450.507,-3349028.926,3876456.873,4582.100323,55984490.43,121178.5507,283,846,462,1226789.256,569564.8,657224.4564,131444.8913,5,9,TRUE,0
10,128,0.4,5,10,1,1,15,90.12,98.7,73081,55052,34069,9798,172000,21322,28554,8273,33305,91454,263454,6627479.433,5987336.213,-640143.2193,4093954.918,4839.190211,111968980.9,242357.1014,283,846,462,2453578.513,569564.8,1884013.713,376802.7426,5,9,TRUE,0
10,198,0.4,30,15,3,3,30,45.06,49.35,81327,98501,27633,12131,219592,26339,41968,3537,38051,109895,329487,39851833.75,14738333.68,-25113500.07,18435799.06,3707.924187,0,0,3160,4972,0,5063276.177,5017677.3,45598.87729,1519.962576,30,488,TRUE,0
10,198,0.4,30,15,3,3,30,90.12,98.7,81327,98501,27633,12131,219592,26339,41968,3537,38051,109895,329487,39851833.75,24458990.06,-15392843.69,18435799.06,3707.924187,0,0,3160,4972,0,10126552.35,5017677.3,5108875.055,170295.8352,30,488,TRUE,0
10,199,0.4,30,15,3,3,15,45.06,49.35,88465,95056,27040,12179,222740,25609,39900,3255,38124,106888,329628,30410779,14022266.87,-16388512.12,9784023.287,3853.494796,0,0,3179,2539,0,5283522.744,5017677.3,265845.4436,8861.514787,30,507,TRUE,0
10,199,0.4,30,15,3,3,15,90.12,98.7,88465,95056,27040,12179,222740,25609,39900,3255,38124,106888,329628,30410779,23026856.44,-7383922.553,9784023.287,3853.494796,0,0,3179,2539,0,10567045.49,5017677.3,5549368.187,184978.9396,30,507,TRUE,0
10,200,0.4,30,15,3,1,30,45.06,49.35,88664,95601,27230,12303,223798,24905,40165,3485,38161,106716,330514,39128362.05,11827968.98,-27300393.07,19211092.64,3817.784706,0,0,3210,5032,0,3290091.389,5017677.3,-1727585.911,-57586.19702,30,617,TRUE,0
10,200,0.4,30,15,3,1,30,90.12,98.7,88664,95601,27230,12303,223798,24905,40165,3485,38161,106716,330514,39128362.05,18638260.67,-20490101.38,19211092.64,3817.784706,0,0,3210,5032,0,6580182.779,5017677.3,1562505.479,52083.51596,30,617,TRUE,0
10,199,0.4,30,15,3,1,15,45.06,49.35,88564,94855,27132,12181,222732,25528,39923,3287,38211,106949,329681,29824650.02,13121796.9,-16702853.11,9567914.842,3765.413161,0,0,3188,2541,0,5098514.928,5017677.3,80837.62807,2694.587602,30,566,TRUE,0
10,199,0.4,30,15,3,1,15,90.12,98.7,88564,94855,27132,12181,222732,25528,39923,3287,38211,106949,329681,29824650.02,21225916.51,-8598733.508,9567914.842,3765.413161,0,0,3188,2541,0,10197029.86,5017677.3,5179352.556,172645.0852,30,566,TRUE,0
10,203,0.4,30,15,1,3,30,45.06,49.35,75689,102882,26894,12339,217804,22854,36886,4278,38183,102201,320005,38838883.92,10438459.86,-28400424.06,19792475.97,3926.299538,0,0,3246,5041,0,1503045.226,5017677.3,-3514632.074,-117154.4025,30,648,TRUE,0
10,203,0.4,30,15,1,3,30,90.12,98.7,75689,102882,26894,12339,217804,22854,36886,4278,38183,102201,320005,38838883.92,15859242.41,-22979641.5,19792475.97,3926.299538,0,0,3246,5041,0,3006090.452,5017677.3,-2011586.848,-67052.89494,30,648,TRUE,0
10,197,0.4,30,15,1,3,15,45.06,49.35,71129,96016,27178,12126,206449,27347,42234,3392,38378,111351,317800,27899509.63,10493748.65,-17405760.98,10497373.82,4274.175008,0,0,3161,2456,0,2219870.139,5017677.3,-2797807.161,-93260.23868,30,643,TRUE,0
10,197,0.4,30,15,1,3,15,90.12,98.7,71129,96016,27178,12126,206449,27347,42234,3392,38378,111351,317800,27899509.63,15969820,-11929689.63,10497373.82,4274.175008,0,0,3161,2456,0,4439740.279,5017677.3,-577937.0211,-19264.56737,30,643,TRUE,0
10,198,0.4,30,15,1,1,30,45.06,49.35,81223,98125,27218,12244,218810,26535,42228,3602,38382,110747,329557,39183325.72,13708052.73,-25475272.99,19054042.46,3878.290752,0,0,3158,4913,0,5232988.119,5017677.3,215310.8185,7177.027283,30,519,TRUE,0
10,198,0.4,30,15,1,1,30,90.12,98.7,81223,98125,27218,12244,218810,26535,42228,3602,38382,110747,329557,39183325.72,22398428.15,-16784897.57,19054042.46,3878.290752,0,0,3158,4913,0,10465976.24,5017677.3,5448298.937,181609.9646,30,519,TRUE,0
10,198,0.4,30,15,1,1,15,45.06,49.35,80104,95472,27097,12163,214836,26325,41196,3259,38385,109165,324001,30230492.22,13466614.35,-16763877.88,9591766.681,3886.453274,0,0,3161,2468,0,5214638.525,5017677.3,196961.225,6565.374167,30,525,TRUE,0
10,198,0.4,30,15,1,1,15,90.12,98.7,80104,95472,27097,12163,214836,26325,41196,3259,38385,109165,324001,30230492.22,21915551.39,-8314940.83,9591766.681,3886.453274,0,0,3161,2468,0,10429277.05,5017677.3,5411599.75,180386.6583,30,525,TRUE,0
10,139,0.4,30,10,3,3,30,45.06,49.35,79342,63193,33895,10616,187046,5812,42247,7207,36062,91328,278374,28394408.55,11765634.76,-16628773.8,12818213.38,3720.816655,0,0,2175,3445,0,3618228.586,3417388.8,200839.786,6694.659532,30,382,TRUE,0
10,139,0.4,30,10,3,3,30,90.12,98.7,79342,63193,33895,10616,187046,5812,42247,7207,36062,91328,278374,28394408.55,20113880.72,-8280527.836,12818213.38,3720.816655,0,0,2175,3445,0,7236457.172,3417388.8,3819068.372,127302.2791,30,382,TRUE,0
10,139,0.4,30,10,3,3,15,45.06,49.35,78999,62472,33426,10631,185528,5692,41332,7116,36090,90230,275758,21112954.99,9035486.237,-12077468.75,7123936.054,4070.820602,0,0,2187,1750,0,2088948.504,3417388.8,-1328440.296,-44281.34319,30,483,TRUE,0
10,139,0.4,30,10,3,3,15,90.12,98.7,78999,62472,33426,10631,185528,5692,41332,7116,36090,90230,275758,21112954.99,14653583.67,-6459371.312,7123936.054,4070.820602,0,0,2187,1750,0,4177897.008,3417388.8,760508.2084,25350.27361,30,483,TRUE,0
10,137,0.4,30,10,3,1,30,45.06,49.35,65293,64413,34089,10581,174376,6150,44369,7793,35578,93890,268266,27334367.77,10085548.35,-17248819.41,13052609.74,3861.718857,0,0,2164,3380,0,1857450.82,3417388.8,-1559937.98,-51997.93267,30,445,TRUE,0
10,137,0.4,30,10,3,1,30,90.12,98.7,65293,64413,34089,10581,174376,6150,44369,7793,35578,93890,268266,27334367.77,16753707.91,-10580659.86,13052609.74,3861.718857,0,0,2164,3380,0,3714901.64,3417388.8,297512.8399,9917.094664,30,445,TRUE,0
10,138,0.4,30,10,3,1,15,45.06,49.35,72618,63025,33678,10637,179958,5813,42185,7804,35487,91289,271247,21169985.46,9506746.563,-11663238.89,6628393.952,3824.808974,0,0,2173,1733,0,3004017.607,3417388.8,-413371.1933,-13779.03978,30,474,TRUE,0
10,138,0.4,30,10,3,1,15,90.12,98.7,72618,63025,33678,10637,179958,5813,42185,7804,35487,91289,271247,21169985.46,15596104.33,-5573881.132,6628393.952,3824.808974,0,0,2173,1733,0,6008035.213,3417388.8,2590646.413,86354.88044,30,474,TRUE,0
10,138,0.4,30,10,1,3,30,45.06,49.35,73023,63762,34265,10644,181694,5841,43394,7773,35505,92513,274207,27190643.4,10091614.99,-17099028.42,13066322.99,3871.503109,0,0,2162,3375,0,1890218.796,3417388.8,-1527170.004,-50905.66681,30,420,TRUE,0
10,138,0.4,30,10,1,3,30,90.12,98.7,73023,63762,34265,10644,181694,5841,43394,7773,35505,92513,274207,27190643.4,16765841.18,-10424802.23,13066322.99,3871.503109,0,0,2162,3375,0,3780437.591,3417388.8,363048.7914,12101.62638,30,420,TRUE,0
10,139,0.4,30,10,1,3,15,45.06,49.35,78488,62320,33282,10634,184724,5755,41832,7192,36061,90840,275564,20298515.23,9140510.322,-11158004.9,7131238.559,4184.999154,0,0,2180,1704,0,2580951.082,3417388.8,-836437.7181,-27881.25727,30,469,TRUE,0
10,139,0.4,30,10,1,3,15,90.12,98.7,78488,62320,33282,10634,184724,5755,41832,7192,36061,90840,275564,20298515.23,14863631.84,-5434883.382,7131238.559,4184.999154,0,0,2180,1704,0,5161902.164,3417388.8,1744513.364,58150.44546,30,469,TRUE,0
10,138,0.4,30,10,1,1,30,45.06,49.35,72850,63740,34184,10573,181347,5903,43254,7783,35499,92439,273786,27960840.42,10769979.19,-17190861.23,13146327.28,3895.208084,0,0,2164,3375,0,3536151.192,3417388.8,118762.392,3958.746402,30,393,TRUE,0
10,138,0.4,30,10,1,1,30,90.12,98.7,72850,63740,34184,10573,181347,5903,43254,7783,35499,92439,273786,27960840.42,18122569.58,-9838270.843,13146327.28,3895.208084,0,0,2164,3375,0,7072302.384,3417388.8,3654913.584,121830.4528,30,393,TRUE,0
10,140,0.4,30,10,1,1,15,45.06,49.35,78079,61582,33284,10662,183607,5521,40390,6718,36551,89180,272787,20250505.23,8268002.439,-11982502.79,7425597.982,4329.794742,0,0,2202,1715,0,1609481.873,3417388.8,-1807906.927,-60263.56424,30,498,TRUE,0
10,140,0.4,30,10,1,1,15,90.12,98.7,78079,61582,33284,10662,183607,5521,40390,6718,36551,89180,272787,20250505.23,13118616.08,-7131889.153,7425597.982,4329.794742,0,0,2202,1715,0,3218963.746,3417388.8,-198425.0543,-6614.168475,30,498,TRUE,0
10,219,0.4,50,15,3,3,30,45.06,49.35,67006,111432,25713,13067,217218,29262,44412,3830,38205,115709,332927,49160761.76,28959582.36,-20201179.4,21244867.44,3852.8958,0,0,3493,5514,0,12874123.2,8362795.5,4511327.7,90226.55399,50,561,TRUE,0
10,219,0.4,50,15,3,3,30,90.12,98.7,67006,111432,25713,13067,217218,29262,44412,3830,38205,115709,332927,49160761.76,49556369.21,395607.4552,21244867.44,3852.8958,0,0,3493,5514,0,25748246.4,8362795.5,17385450.9,347709.018,50,561,TRUE,1
10,218,0.4,50,15,3,3,15,45.06,49.35,67350,109926,25192,13050,215518,35224,40078,3484,38454,117240,332758,36459345.14,23714433.79,-12744911.36,10997496.83,3941.755135,0,0,3471,2790,0,9463378.707,8362795.5,1100583.207,22011.66414,50,796,TRUE,0
10,218,0.4,50,15,3,3,15,90.12,98.7,67350,109926,25192,13050,215518,35224,40078,3484,38454,117240,332758,36459345.14,39066072.07,2606726.93,10997496.83,3941.755135,0,0,3471,2790,0,18926757.41,8362795.5,10563961.91,211279.2383,50,796,TRUE,1
10,222,0.4,50,15,3,1,30,45.06,49.35,83402,108018,25499,13197,230116,26892,40883,3718,38073,109566,339682,46455971.41,24308473.65,-22147497.76,21586230.57,3847.127173,0,0,3542,5611,0,8529394.194,8362795.5,166598.6943,3331.973886,50,743,TRUE,0
10,222,0.4,50,15,3,1,30,90.12,98.7,83402,108018,25499,13197,230116,26892,40883,3718,38073,109566,339682,46455971.41,40254151.79,-6201819.611,21586230.57,3847.127173,0,0,3542,5611,0,17058788.39,8362795.5,8695992.889,173919.8578,50,743,TRUE,0
10,218,0.4,50,15,3,1,15,45.06,49.35,66978,109790,25377,12950,215095,35176,40421,3515,38512,117624,332719,35498021.11,22769537.87,-12728483.25,10958867.32,3934.961336,0,0,3483,2785,0,8105933.53,8362795.5,-256861.9701,-5137.239401,50,843,TRUE,0
10,218,0.4,50,15,3,1,15,90.12,98.7,66978,109790,25377,12950,215095,35176,40421,3515,38512,117624,332719,35498021.11,37176280.23,1678259.12,10958867.32,3934.961336,0,0,3483,2785,0,16211867.06,8362795.5,7849071.56,156981.4312,50,843,TRUE,1
10,220,0.4,50,15,1,3,30,45.06,49.35,66420,109883,25737,13102,215142,28491,43158,3830,38243,113722,328864,48861729.1,28126727.24,-20735001.85,22933074.35,4190.220052,0,0,3498,5473,0,12941198.39,8362795.5,4578402.888,91568.05776,50,589,TRUE,0
10,220,0.4,50,15,1,3,30,90.12,98.7,66420,109883,25737,13102,215142,28491,43158,3830,38243,113722,328864,48861729.1,47890658.98,-971070.1132,22933074.35,4190.220052,0,0,3498,5473,0,25882396.78,8362795.5,17519601.28,350392.0255,50,589,TRUE,0
10,218,0.4,50,15,1,3,15,45.06,49.35,67502,110161,25244,13088,215995,35041,39841,3629,38328,116839,332834,36247492.11,23562860.31,-12684631.8,12057053.6,4424.606825,0,0,3462,2725,0,9010159.69,8362795.5,647364.1901,12947.2838,50,762,TRUE,0
10,218,0.4,50,15,1,3,15,90.12,98.7,67502,110161,25244,13088,215995,35041,39841,3629,38328,116839,332834,36247492.11,38762925.12,2515433.014,12057053.6,4424.606825,0,0,3462,2725,0,18020319.38,8362795.5,9657523.88,193150.4776,50,762,TRUE,1
10,217,0.4,50,15,1,1,30,45.06,49.35,68681,113474,25952,13032,221139,35870,41337,3889,38236,119332,340471,46859447.67,27087529.72,-19771917.95,21544737.03,3989.766117,0,0,3426,5400,0,10202550.27,8362795.5,1839754.773,36795.09545,50,613,TRUE,0
10,217,0.4,50,15,1,1,30,90.12,98.7,68681,113474,25952,13032,221139,35870,41337,3889,38236,119332,340471,46859447.67,45812263.94,-1047183.734,21544737.03,3989.766117,0,0,3426,5400,0,20405100.55,8362795.5,12042305.05,240846.1009,50,613,TRUE,0
10,218,0.4,50,15,1,1,15,45.06,49.35,66989,109299,25380,13010,214678,34978,39244,3038,38258,115518,330196,35889751.4,24448683.8,-11441068,10961923.5,4753.652862,0,0,3447,2306,0,8525770.05,8362795.5,162974.55,3259.491,50,719,TRUE,0
10,218,0.4,50,15,1,1,15,90.12,98.7,66989,109299,25380,13010,214678,34978,39244,3038,38258,115518,330196,35889751.4,40534572,4644820.62,10961923.5,4753.652862,0,0,3447,2306,0,17051540.1,8362795.5,8688744.6,173774.892,50,719,TRUE,1
10,159,0.4,50,10,3,3,30,45.06,49.35,59838,80240,32193,11217,183488,6457,48191,4682,37149,96479,279967,35793145.86,22445896.72,-13347249.14,15108723.05,3830.812132,0,0,2454,3944,0,8600731.101,5695648,2905083.101,58101.66201,50,462,TRUE,0
10,159,0.4,50,10,3,3,30,90.12,98.7,59838,80240,32193,11217,183488,6457,48191,4682,37149,96479,279967,35793145.86,39196145.44,3402999.581,15108723.05,3830.812132,0,0,2454,3944,0,17201462.2,5695648,11505814.2,230116.284,50,462,TRUE,1
10,160,0.4,50,10,3,3,15,45.06,49.35,59275,78602,31585,11242,180704,6283,46808,4672,37193,94956,275660,27611567.49,20100998.92,-7510568.566,7741040.604,3822.736101,0,0,2478,2025,0,6730141.85,5695648,1034493.85,20689.877,50,555,TRUE,0
10,160,0.4,50,10,3,3,15,90.12,98.7,59275,78602,31585,11242,180704,6283,46808,4672,37193,94956,275660,27611567.49,34506349.85,6894782.356,7741040.604,3822.736101,0,0,2478,2025,0,13460283.7,5695648,7764635.7,155292.714,50,555,TRUE,1
10,155,0.4,50,10,3,1,30,45.06,49.35,69441,76461,32473,11125,189500,21364,32402,4739,37531,96036,285536,33745223.55,19468848.1,-14276375.44,15217867.5,3971.259785,0,0,2425,3832,0,7451506.676,5695648,1755858.676,35117.17351,50,592,TRUE,0
10,155,0.4,50,10,3,1,30,90.12,98.7,69441,76461,32473,11125,189500,21364,32402,4739,37531,96036,285536,33745223.55,33242048.21,-503175.3411,15217867.5,3971.259785,0,0,2425,3832,0,14903013.35,5695648,9207365.351,184147.307,50,592,TRUE,0
10,158,0.4,50,10,3,1,15,45.06,49.35,60267,79786,31775,11100,182928,26565,29681,4621,37591,98458,281386,26779783.44,18719304,-8060479.442,8199017.038,4105.66702,0,0,2463,1997,0,6223260.178,5695648,527612.1785,10552.24357,50,624,TRUE,0
10,158,0.4,50,10,3,1,15,90.12,98.7,60267,79786,31775,11100,182928,26565,29681,4621,37591,98458,281386,26779783.44,31742959.99,4963176.553,8199017.038,4105.66702,0,0,2463,1997,0,12446520.36,5695648,6750872.357,135017.4471,50,624,TRUE,1
10,158,0.4,50,10,1,3,30,45.06,49.35,60676,81336,32410,11197,185619,26329,30404,4667,37535,98935,284554,34237998.43,20675772.58,-13562225.85,14980768.51,3856.053669,0,0,2418,3885,0,5878974.397,5695648,183326.397,3666.52794,50,493,TRUE,0
10,158,0.4,50,10,1,3,30,90.12,98.7,60676,81336,32410,11197,185619,26329,30404,4667,37535,98935,284554,34237998.43,35655897.16,1417898.736,14980768.51,3856.053669,0,0,2418,3885,0,11757948.79,5695648,6062300.794,121246.0159,50,493,TRUE,1
10,156,0.4,50,10,1,3,15,45.06,49.35,63860,79671,31997,11192,186720,20707,31265,4772,37435,94179,280899,26177610.15,19203346.58,-6974263.573,8480716.534,4442.491637,0,0,2423,1909,0,6450837.715,5695648,755189.7148,15103.7943,50,574,TRUE,0
10,156,0.4,50,10,1,3,15,90.12,98.7,63860,79671,31997,11192,186720,20707,31265,4772,37435,94179,280899,26177610.15,32711045.16,6533435.006,8480716.534,4442.491637,0,0,2423,1909,0,12901675.43,5695648,7206027.43,144120.5486,50,574,TRUE,1
10,161,0.4,50,10,1,1,30,45.06,49.35,66390,78821,32180,11268,188659,6135,46226,4679,37188,94228,282887,35436687.74,21459704.93,-13976982.81,15927272.99,4050.679805,0,0,2478,3932,0,6092246.697,5695648,396598.6974,7931.973948,50,472,TRUE,0
10,161,0.4,50,10,1,1,30,90.12,98.7,66390,78821,32180,11268,188659,6135,46226,4679,37188,94228,282887,35436687.74,37223761.85,1787074.114,15927272.99,4050.679805,0,0,2478,3932,0,12184493.39,5695648,6488845.395,129776.9079,50,472,TRUE,1
