cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
385,0.5,135.18,49.35,87195,185398,40568,16081,28858,34439,3848,30122,38377423.04624705,44966501.986245625,6589078.939998575,31797.748441454154,0.0,3386194.544190736,6331108.634999998,81
386,0.5,135.18,49.35,86157,183558,40856,16081,28006,33590,3804,30068,38460994.28837343,45044822.878344625,6583828.589971192,31977.5489609668,0.0,3386194.544190736,6331108.634999998,81
387,0.5,135.18,49.35,85229,181643,41272,16099,23002,36980,3765,30044,38549702.780640736,45270353.33733567,6720650.556694932,34239.9011319493,0.0,3456714.228456068,6331108.634999998,81
388,0.5,135.18,49.35,84248,179889,41474,16103,22341,36100,3729,29998,38656945.31120282,45466424.935907446,6809479.624704629,21314.930183095603,0.0,3519413.6329039903,6487432.304999998,83
389,0.5,135.18,49.35,95844,178386,41525,16118,21727,35226,3692,29964,38748230.097206384,45790896.685941294,7042666.58873491,24993.29331215166,0.0,3543906.001576048,6565594.139999998,84
390,0.5,135.18,49.35,107199,177018,41441,16145,21130,34374,3661,29908,38854902.3532261,45898981.96685289,7044079.613626786,26604.714043753185,0.0,3543906.001576048,6565594.139999998,84
391,0.5,135.18,49.35,118295,175435,41478,16161,20491,33594,3625,29879,38916370.90937845,45996497.78371646,7080126.874338016,9866.151190865132,0.0,3543906.001576048,6565594.139999998,84
392,0.5,135.18,49.35,116951,174023,41450,16182,19885,32835,3579,29855,38994409.209474646,46216180.626962125,7221771.41748748,9671.254008888889,0.0,3543906.001576048,6565594.139999998,84
393,0.5,135.18,49.35,114629,173546,41417,16200,19285,32094,3538,29812,39077296.226677716,46257099.461265884,7179803.234588169,25567.212273248108,0.0,3639136.8236928917,6565594.139999998,84
394,0.5,135.18,49.35,106618,178798,41465,16210,18748,30922,3904,29769,39199660.42899104,46636684.33244003,7437023.9034489915,39563.534245154835,0.0,3716240.056931908,6800079.644999998,87
395,0.5,135.18,49.35,99754,182638,41612,16225,18205,29897,4154,29715,39300557.826815404,46823785.84525115,7523228.018435746,20098.278939149197,0.0,3751824.5806870186,6800079.644999998,87
396,0.5,135.18,49.35,92189,187411,41692,16243,17689,28983,4326,29679,39420573.768868774,47003806.667440616,7583232.898571841,39466.85292115254,0.0,3803977.768573825,6878241.479999998,88
397,0.5,135.18,49.35,88473,188365,41811,16258,23320,28225,4325,29633,39658584.08993038,47213921.436710194,7555337.346779816,30831.65113553775,0.0,3841320.1520471354,6956403.314999998,89
398,0.5,135.18,49.35,87429,186577,41951,16285,22701,27577,4261,29599,39762932.28080706,47427468.23783714,7664535.95703008,36190.39936826924,0.0,3871140.143794707,6956403.314999998,89
399,0.5,135.18,49.35,86388,184688,42249,16302,5796,43234,4212,29553,39859118.72802803,47631648.3788698,7772529.650841773,34066.25988495015,0.0,3875846.039452781,7034565.149999998,90
400,0.5,135.18,49.35,85412,182830,42461,16327,5613,42138,4157,29524,39945388.20746205,47845620.96665588,7900232.75919383,22993.909594809862,0.0,3875846.039452781,7034565.149999998,90
401,0.5,135.18,49.35,96635,181095,42588,16358,5453,41042,4117,29483,40048329.3291196,47978220.60606008,7929891.27694048,41387.6912879895,0.0,3875846.039452781,7034565.149999998,90
402,0.5,135.18,49.35,108308,179634,42597,16366,5291,40024,4073,29450,40132078.50077482,48131800.42197605,7999721.921201229,26064.570872725424,0.0,3875846.039452781,7034565.149999998,90
403,0.5,135.18,49.35,119720,178242,42516,16404,5139,39056,4025,29415,40212685.31401541,48264762.69287209,8052077.378856681,27819.20564605965,0.0,3875846.039452781,7034565.149999998,90
404,0.5,135.18,49.35,118312,176825,42510,16419,4992,38109,3967,29388,40301413.40244041,48516375.41660708,8214962.0141666755,31382.97582140944,0.0,3875846.039452781,7034565.149999998,90
405,0.5,135.18,49.35,115937,176274,42534,16432,4851,37197,3926,29334,40400666.28378021,48636890.53641776,8236224.25263755,24430.82476317577,0.0,3875846.039452781,7034565.149999998,90
406,0.5,135.18,49.35,107825,181422,42596,16455,4735,36196,3966,29317,40481184.03835385,48859611.3708768,8378427.332522944,23280.04339888889,0.0,3875846.039452781,7034565.149999998,90
407,0.5,135.18,49.35,101217,185169,42629,16482,4589,35259,3986,29277,40563585.69439681,48980316.451104514,8416730.756707706,25813.123569774267,0.0,3875846.039452781,7034565.149999998,90
408,0.5,135.18,49.35,93346,190277,42571,16511,4447,34375,3996,29238,40646378.36140673,49119527.13633367,8473148.774926938,25087.648265520394,0.0,3875846.039452781,7034565.149999998,90
409,0.5,135.18,49.35,89619,191191,42636,16519,28012,33515,3954,29203,40877470.3069289,49369538.971796505,8492068.664867602,31992.45110047126,0.0,3875846.039452781,7034565.149999998,90
410,0.5,135.18,49.35,88572,189458,42751,16551,27168,32727,3914,29155,40968360.34017354,49452065.04334656,8483704.703173019,32637.918882595375,0.0,3875846.039452781,7034565.149999998,90
411,0.5,135.18,49.35,87602,187506,43113,16578,22286,36053,3861,29127,41047879.00944621,49690685.01789906,8642806.008452848,26270.403008675345,0.0,3875846.039452781,7034565.149999998,90
412,0.5,135.18,49.35,86542,185673,43359,16604,21662,35233,3815,29084,41152768.74181008,49817069.485482045,8664300.743671961,31441.328473426984,0.0,3875846.039452781,7034565.149999998,90
413,0.5,135.18,49.35,97946,183938,43477,16622,21026,34407,3771,29072,41228101.75313636,50113821.21398754,8885719.460851178,20925.495449464062,0.0,3875846.039452781,7034565.149999998,90
414,0.5,135.18,49.35,109272,182462,43425,16639,20436,33578,3740,29017,41318947.54149347,50185303.3917282,8866355.850234732,20803.963504494273,0.0,3875846.039452781,7034565.149999998,90
415,0.5,135.18,49.35,121021,180982,43303,16666,19806,32792,3711,28999,41384236.80874222,50420610.6008963,9036373.792154081,30930.189480971487,0.0,3875846.039452781,7034565.149999998,90
416,0.5,135.18,49.35,119550,179520,43201,16717,19228,31999,3656,28949,41494767.98541262,50449136.00347052,8954368.018057898,29387.858972505637,0.0,3875846.039452781,7034565.149999998,90
417,0.5,135.18,49.35,117162,178981,43261,16736,18678,31273,3621,28936,41569184.393326305,50731261.229722574,9162076.83639627,24722.183445412727,0.0,3875846.039452781,7034565.149999998,90
418,0.5,135.18,49.35,108816,184316,43369,16754,18157,30130,4015,28877,41673118.20465183,50805388.78756859,9132270.582916759,37319.87178272264,0.0,3875846.039452781,7034565.149999998,90
419,0.5,135.18,49.35,102069,188204,43408,16790,17646,29184,4217,28855,41767210.45423608,51014115.49434627,9246905.040110186,35910.90888424242,0.0,3875846.039452781,7034565.149999998,90
420,0.5,135.18,49.35,94459,192995,43383,16816,17162,28307,4391,28816,41863940.107613385,51140388.69836937,9276448.590755984,22937.22424518184,0.0,3875846.039452781,7034565.149999998,90
421,0.5,135.18,49.35,90721,193817,43424,16848,22721,27627,4388,28790,42081658.5184671,51319885.20220222,9238226.683735125,31511.869633647715,0.0,3875846.039452781,7034565.149999998,90
422,0.5,135.18,49.35,89646,191927,43660,16851,22107,27004,4338,28743,42182638.85016164,51470748.19853012,9288109.34836848,33671.00688838893,0.0,3875846.039452781,7034565.149999998,90
423,0.5,135.18,49.35,88597,189859,44048,16893,5670,42297,4292,28721,42270484.59562298,51652326.349581786,9381841.753958806,28639.21300850275,0.0,3875846.039452781,7034565.149999998,90
424,0.5,135.18,49.35,87562,188061,44212,16913,5495,41270,4246,28689,42378250.482612245,51767902.82614837,9389652.343536124,45182.201601586305,0.0,3875846.039452781,7034565.149999998,90
425,0.5,135.18,49.35,99290,186400,44280,16981,5310,40243,4204,28655,42474272.615938336,51906185.0458254,9431912.429887064,36105.58779141181,0.0,3875846.039452781,7034565.149999998,90
426,0.5,135.18,49.35,110851,184856,44220,17006,5169,39244,4170,28624,42562844.48317455,52140244.64761991,9577400.164445363,28746.654039797977,0.0,3875846.039452781,7034565.149999998,90
427,0.5,135.18,49.35,122287,183301,44166,17090,5020,38306,4124,28580,42650964.57422664,52255349.604036056,9604385.029809415,23462.380265523618,0.0,3875846.039452781,7034565.149999998,90
428,0.5,135.18,49.35,120894,181864,44030,17131,4874,37334,4077,28561,42730779.71411529,52449119.154224165,9718339.440108873,25308.32915652168,0.0,3875846.039452781,7034565.149999998,90
429,0.5,135.18,49.35,118414,181387,44008,17147,4744,36385,4034,28535,42817874.09952702,52613703.27706743,9795829.177540414,22222.762375214315,0.0,3875846.039452781,7034565.149999998,90
430,0.5,135.18,49.35,109920,186790,44070,17170,4624,35469,4078,28509,42913523.04091604,52864712.88361996,9951189.842703916,46810.60913508172,0.0,3875846.039452781,7034565.149999998,90
431,0.5,135.18,49.35,102991,190844,44159,17181,4493,34564,4097,28464,43020883.15884309,52993240.0403303,9972356.881487206,40963.918598723656,0.0,3875846.039452781,7034565.149999998,90
432,0.5,135.18,49.35,95228,195734,44238,17199,4363,33660,4101,28430,43128420.98125807,53117895.42431074,9989474.443052664,43476.04714333632,0.0,3875846.039452781,7034565.149999998,90
433,0.5,135.18,49.35,91442,196657,44325,17211,27252,32848,4069,28403,43367538.090271875,53287523.76225535,9919985.671983473,37880.30113,0.0,3875846.039452781,7034565.149999998,90
434,0.5,135.18,49.35,90390,194844,44539,17225,26444,32086,4023,28362,43472336.811768994,53516106.82373009,10043770.011961095,32437.961339942056,0.0,3875846.039452781,7034565.149999998,90
435,0.5,135.18,49.35,89332,192871,44887,17237,21656,35319,3978,28323,43554196.99911937,53672756.81715794,10118559.818038568,38325.270906268706,0.0,3875846.039452781,7034565.149999998,90
436,0.5,135.18,49.35,88343,191005,45089,17261,20997,34489,3952,28298,43656105.278523095,53907356.58956406,10251251.311040968,36963.11632367493,0.0,3875846.039452781,7034565.149999998,90
437,0.5,135.18,49.35,100387,189359,45198,17275,20391,33665,3909,28260,43748305.10453635,54049821.46700914,10301516.362472795,40563.63392106088,0.0,3875846.039452781,7034565.149999998,90
438,0.5,135.18,49.35,112238,187749,45132,17284,19803,32840,3861,28241,43822774.36553081,54182298.03693814,10359523.671407327,26422.409618971855,0.0,3875846.039452781,7034565.149999998,90
439,0.5,135.18,49.35,123878,186228,45076,17299,19222,32014,3822,28218,43908771.52855563,54397706.35821926,10488934.829663627,21372.665879797976,0.0,3875846.039452781,7034565.149999998,90
440,0.5,135.18,49.35,122480,184702,45035,17324,18609,31254,3770,28183,44004925.38560593,54545268.08578408,10540342.700178146,32043.835260735257,0.0,3875846.039452781,7034565.149999998,90
441,0.5,135.18,49.35,120014,184179,45027,17346,18052,30556,3734,28161,44092214.85249255,54831489.530567005,10739274.678074457,28651.797759994308,0.0,3875846.039452781,7034565.149999998,90
442,0.5,135.18,49.35,111714,189447,45047,17370,17542,29430,4103,28086,44204529.37280644,54984199.22460535,10779669.851798914,22701.45206,0.0,3875846.039452781,7034565.149999998,90
443,0.5,135.18,49.35,104560,193685,45131,17364,17054,28468,4338,28060,44298321.58864596,55215052.637283124,10916731.048637167,52277.92073042535,0.0,3875846.039452781,7034565.149999998,90
444,0.5,135.18,49.35,96653,198577,45151,17385,16576,27553,4515,28023,44402015.82543195,55405684.58399913,11003668.758567177,20576.284955471587,0.0,3875846.039452781,7034565.149999998,90
445,0.5,135.18,49.35,92742,199556,45255,17390,22073,26883,4514,27985,44641481.44426642,55697919.12978986,11056437.685523435,44283.44104598873,0.0,3875846.039452781,7034565.149999998,90
446,0.5,135.18,49.35,91666,197635,45443,17427,21434,26315,4459,27931,44732248.12095154,55722979.13288007,10990731.011928529,31353.508699850743,0.0,3875846.039452781,7034565.149999998,90
447,0.5,135.18,49.35,90552,195554,45853,17452,5594,40945,4414,27916,44823992.285827,56103377.93449452,11279385.648667514,37684.64331333333,0.0,3875846.039452781,7034565.149999998,90
448,0.5,135.18,49.35,89552,193584,46134,17475,5441,39974,4355,27848,44956830.25519936,56124230.10441416,11167399.8492148,50614.94941051978,0.0,3875846.039452781,7034565.149999998,90
449,0.5,135.18,49.35,101359,191884,46166,17511,5277,38992,4313,27828,45045421.97796144,56464475.114214934,11419053.136253491,36196.87092073424,0.0,3875846.039452781,7034565.149999998,90
450,0.5,135.18,49.35,113452,190306,46056,17537,5132,38054,4272,27769,45166896.89547985,56564845.49448369,11397948.599003837,42652.2018975518,0.0,3875846.039452781,7034565.149999998,90
451,0.5,135.18,49.35,125326,188709,46002,17546,4975,37100,4224,27758,45264504.829148285,56822697.49421303,11558192.665064745,59028.27228567009,0.0,3875846.039452781,7034565.149999998,90
452,0.5,135.18,49.35,123882,187228,45912,17559,4846,36211,4183,27709,45390917.055352,56966538.07388426,11575621.018532261,45195.528528757946,0.0,3875846.039452781,7034565.149999998,90
453,0.5,135.18,49.35,121428,186633,45912,17572,4726,35358,4145,27687,45471051.73366969,57097875.735897906,11626824.002228215,34322.179618342365,0.0,3875846.039452781,7034565.149999998,90
454,0.5,135.18,49.35,113025,192055,45997,17598,4584,34375,4181,27659,45577015.27109808,57401347.217124276,11824331.946026199,42918.5175612806,0.0,3875846.039452781,7034565.149999998,90
455,0.5,135.18,49.35,106037,196042,46001,17619,4445,33529,4202,27604,45691384.886739604,57481958.67708403,11790573.790344425,48638.339722512166,0.0,3875846.039452781,7034565.149999998,90
456,0.5,135.18,49.35,97928,201120,46093,17620,4322,32642,4228,27592,45766772.37336642,57805639.73134459,12038867.357978165,14018.833614083085,0.0,3875846.039452781,7034565.149999998,90
457,0.5,135.18,49.35,93945,201974,46296,17653,26478,31833,4183,27535,46011675.970231324,57825650.1200695,11813974.149838172,29108.050236012525,0.0,3875846.039452781,7034565.149999998,90
458,0.5,135.18,49.35,92883,200054,46482,17672,25675,31049,4127,27527,46074621.821929574,58112229.65401311,12037607.832083538,16783.3358154324,0.0,3875846.039452781,7034565.149999998,90
459,0.5,135.18,49.35,91785,198047,46781,17708,20907,34275,4090,27481,46184689.74816607,58353695.82907806,12169006.080911994,23568.820617493177,0.0,3875846.039452781,7034565.149999998,90
460,0.5,135.18,49.35,90717,196102,46984,17721,20305,33508,4043,27433,46263624.21861929,58488088.18046254,12224463.961843252,34759.094504885594,0.0,3875846.039452781,7034565.149999998,90
461,0.5,135.18,49.35,102641,194222,47142,17756,19722,32765,4004,27410,46336512.15606792,58712234.72876522,12375722.572697297,16396.17745722704,0.0,3875846.039452781,7034565.149999998,90
462,0.5,135.18,49.35,114532,192705,46978,17795,19109,31998,3973,27372,46422834.63289275,58869843.545048155,12447008.912155405,23442.639147952174,0.0,3875846.039452781,7034565.149999998,90
463,0.5,135.18,49.35,126700,191213,46948,17821,18560,31296,3934,27344,46490662.5611382,59099136.158145934,12608473.597007737,14782.57505752004,0.0,3875846.039452781,7034565.149999998,90
464,0.5,135.18,49.35,125232,189660,46905,17830,18032,30601,3885,27295,46583750.293352805,59246726.927116975,12662976.63376417,26604.657155583755,0.0,3875846.039452781,7034565.149999998,90
465,0.5,135.18,49.35,122787,189079,46917,17869,17472,29867,3847,27284,46653761.620067164,59570868.654387645,12917107.034320481,12482.656291207042,0.0,3875846.039452781,7034565.149999998,90
466,0.5,135.18,49.35,114250,194574,46930,17895,16982,28772,4203,27223,46773398.66248233,59728357.34800701,12954958.68552468,31096.53767370758,0.0,3875846.039452781,7034565.149999998,90
467,0.5,135.18,49.35,107031,198695,46917,17944,16507,27883,4425,27196,46852472.495948404,59934124.03789866,13081651.541950256,26538.55870365692,0.0,3875846.039452781,7034565.149999998,90
468,0.5,135.18,49.35,98938,203776,46961,17957,16021,27016,4595,27165,46951473.18440673,60092983.75510383,13141510.570697099,45071.51912042976,0.0,3875846.039452781,7034565.149999998,90
469,0.5,135.18,49.35,95028,204601,47141,17960,21449,26402,4573,27141,47176064.531854145,60305385.884685524,13129321.352831379,40745.892335558245,0.0,3875846.039452781,7034565.149999998,90
470,0.5,135.18,49.35,93883,202542,47410,17987,20785,25810,4525,27106,47258706.1311099,60461307.742691405,13202601.611581504,22286.670846082343,0.0,3875846.039452781,7034565.149999998,90
471,0.5,135.18,49.35,92804,200305,47908,18000,5527,39911,4474,27085,47337984.02095358,60660051.937259145,13322067.916305564,18350.508614242426,0.0,3875846.039452781,7034565.149999998,90
472,0.5,135.18,49.35,91687,198337,48167,18012,5372,38958,4414,27051,47432979.103986256,60789249.753650256,13356270.649664,35118.4459597733,0.0,3875846.039452781,7034565.149999998,90
473,0.5,135.18,49.35,103914,196575,48233,18010,5221,38078,4373,27015,47520062.46880871,60997116.51973727,13477054.050928563,32508.17594238414,0.0,3875846.039452781,7034565.149999998,90
474,0.5,135.18,49.35,116004,195031,48047,18031,5071,37136,4320,26976,47601748.151055165,61142008.0417173,13540259.890662134,16766.81714540442,0.0,3875846.039452781,7034565.149999998,90
475,0.5,135.18,49.35,128009,193471,47994,18039,4929,36234,4270,26957,47674454.75408006,61336829.50510448,13662374.751024425,24699.780080177607,0.0,3875846.039452781,7034565.149999998,90
476,0.5,135.18,49.35,126496,191890,48006,18046,4783,35323,4230,26914,47766413.414754234,61510537.67424376,13744124.259489529,21150.15835733143,0.0,3875846.039452781,7034565.149999998,90
477,0.5,135.18,49.35,123898,191367,47976,18058,4648,34488,4182,26884,47850082.59340483,61742137.48467111,13892054.891266279,25666.63154299543,0.0,3875846.039452781,7034565.149999998,90
478,0.5,135.18,49.35,114998,197022,47979,18077,4519,33541,4237,26854,47949201.54182295,61913418.44136832,13964216.899545372,27007.851600191476,0.0,3875846.039452781,7034565.149999998,90
479,0.5,135.18,49.35,107781,201239,47983,18084,4391,32670,4257,26830,48028365.2950902,62141102.813030645,14112737.517940447,17905.560365353533,0.0,3875846.039452781,7034565.149999998,90
480,0.5,135.18,49.35,99607,206329,48025,18093,4263,31838,4271,26781,48138908.71631238,62234825.64996909,14095916.933656715,46008.020599457835,0.0,3875846.039452781,7034565.149999998,90
