seed,cycle,investment_rotation_years,nursery_count,police_count,member_count,investor_count,investor_percent_earning_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,m_partners_earning,m_independent_earning,investor_total_profit,total_investment_cost,total_investments,inv_harvested_trees,own_laborer,member_laborer,independent_laborer
10.0,85,15,1,1,15,50,0.3,90.12,98.7,51866,35989,39847,10012,24587,18493,13518,34488,13617576.729335658,23659152.62390177,10041575.894566111,83186.32416500001,0.0,0.0,8362795.500000005,50,297,11,5,0
10.0,86,15,1,1,15,50,0.3,90.12,98.7,51251,35636,39632,10113,23892,18089,13433,34459,13693226.776695658,23659152.62390177,9965925.847206112,24477.199074999997,0.0,0.0,8362795.500000005,50,297,20,4,0
10.0,87,15,1,1,15,50,0.3,90.12,98.7,50665,35313,39495,10120,6047,34889,13352,34433,13799682.978035657,23659152.62390177,9859469.645866113,13348.263705,0.0,0.0,8362795.500000005,50,297,20,14,0
10.0,88,15,1,1,15,50,0.3,90.12,98.7,50116,34942,39373,10116,5857,33980,13292,34403,13950239.368025657,23659152.62390177,9708913.255876113,57448.45235499998,0.0,0.0,8362795.500000005,50,297,19,15,0
10.0,89,15,1,1,15,50,0.3,90.12,98.7,57657,34195,39652,10125,5716,33132,13222,34379,14113953.103020657,23659152.62390177,9545199.520881113,74799.30629499999,0.0,0.0,8362795.500000005,50,297,20,12,0
10.0,90,15,1,1,15,50,0.3,90.12,98.7,64307,33852,39500,10154,5558,32287,13158,34354,14283311.938385656,23659152.62390177,9375840.685516113,51089.84411999999,0.0,0.0,8362795.500000005,50,297,10,12,0
10.0,91,15,1,1,15,50,0.3,90.12,98.7,69712,33515,39354,10160,5389,31430,13082,34319,14406542.175465656,23659152.62390177,9252610.448436113,50322.10721999998,0.0,0.0,8362795.500000005,50,297,11,14,0
10.0,92,15,1,1,15,50,0.3,90.12,98.7,68906,33161,39207,10174,5236,30654,13020,34281,14549972.220320657,23659152.62390177,9109180.403581113,88831.424535,0.0,0.0,8362795.500000005,50,297,20,5,0
10.0,93,15,1,1,15,50,0.3,90.12,98.7,67388,33513,39084,10196,5073,29891,12953,34230,14675944.374900658,23659152.62390177,8983208.249001112,28670.70801,0.0,0.0,8362795.500000005,50,297,20,4,0
10.0,94,15,1,1,15,50,0.3,90.12,98.7,62053,37703,38938,10237,4946,29187,12885,34206,14793529.511610657,23659152.62390177,8865623.112291113,20283.69014,0.0,0.0,8362795.500000005,50,297,19,14,0
10.0,95,15,1,1,15,50,0.3,90.12,98.7,57971,40605,38887,10261,4798,28459,12723,34270,14944662.719800657,23659152.62390177,8714489.904101113,62218.779489999986,0.0,0.0,8362795.500000005,50,297,20,15,0
10.0,96,15,1,1,15,50,0.3,90.12,98.7,53696,43878,38738,10283,4661,27762,12590,34299,15137731.017340656,23659152.62390177,8521421.606561113,74799.30629499999,0.0,0.0,8362795.500000005,50,297,10,12,0
10.0,97,15,1,1,15,50,0.3,90.12,98.7,51744,44808,38614,10302,31829,27142,12470,34327,15263692.424420657,23659152.62390177,8395460.199481113,51089.84411999999,0.0,0.0,8362795.500000005,50,297,11,12,0
10.0,98,15,1,1,15,50,0.3,90.12,98.7,51171,44366,38468,10334,30946,26514,11786,34908,15374342.134695657,23659152.62390177,8284810.489206113,50322.10721999998,0.0,0.0,8362795.500000005,50,297,20,14,0
10.0,99,15,1,1,15,50,0.3,90.12,98.7,50586,43938,38322,10363,25733,30244,11278,35336,15559707.268900657,23659152.62390177,8099445.355001112,84637.91560000001,0.0,0.0,8362795.500000005,50,297,20,5,0
10.0,100,15,1,1,15,50,0.3,90.12,98.7,49976,43506,38191,10377,25019,29533,11164,35356,15685679.423480658,23659152.62390177,7973473.200421112,24477.199074999997,0.0,0.0,8362795.500000005,50,297,19,4,0
