PLOT-Name,3PG-Mean_DBH,3PG-Basal_Area
plot1005,117.0509,36.5863
plot1006,215.1272,47.2524
plot1007,372.0265,76.0914
plot1008,155.8044,41.9442
plot1009,132.1401,28.7991
plot1010,84.932,52.122
plot1011,70.0171,38.5033
plot1012,66.1754,34.3941
plot1013,77.9749,47.7528
plot1014,76.1551,45.55
plot1015,76.9001,46.4455
plot1016,79.9489,50.2012
plot1017,71.0125,39.6059
plot1018,76.9371,46.4902
plot1019,73.7619,42.7321
plot1020,71.1291,39.7361
plot1021,81.8813,52.6574
plot1022,64.6229,32.7991
plot1023,76.3808,45.8203
plot1024,77.825,47.5695
plot1025,79.6158,49.7838
plot1026,73.903,42.4667
plot1027,84.8625,55.996
plot1028,81.7454,52.4828
plot1029,124.7232,40.3179
plot1030,78.3035,43.8222
plot1031,75.9771,45.3373
plot1032,76.6355,46.1265
plot1033,79.705,49.8954
plot1034,71.7672,40.4522
plot1035,83.3076,54.5078
plot1036,86.2009,58.3597
plot1037,84.9461,56.6731
plot1038,69.3039,37.723
plot1039,75.8148,45.1438
plot1040,69.2792,37.696
plot1041,67.9771,36.2924
plot1042,81.8199,52.5784
plot1043,76.7249,46.2341
plot1044,66.6351,34.5248
plot1045,72.1754,40.9137
plot1046,77.6495,47.3552
plot1047,78.2076,48.0383
plot1048,70.9608,39.5482
plot1049,98.5667,26.7066
plot1050,84.8005,51.3958
plot1051,75.5775,44.8616
plot1052,75.453,44.7139
plot1053,77.9653,47.7412
plot1054,75.3184,44.109
plot1055,74.6115,43.7221
plot1056,74.4378,43.5188
plot1057,66.3014,34.5251
plot1058,87.6442,60.3304
plot1059,67.9335,36.2458
plot1060,72.9071,41.7474
plot1061,77.1271,46.7201
plot1062,71.8302,40.5233
plot1063,68.1863,36.5161
plot1064,76.0679,45.4457
plot1065,80.857,51.3482
plot1066,73.5774,42.5186
plot1067,102.9446,41.6166
plot1068,213.4253,32.1977
plot1069,71.2224,36.2547
plot1070,74.4434,43.5254
plot1071,83.867,55.2423
plot1072,79.1707,49.2288
plot1073,80.4429,50.8236
plot1074,82.1646,53.0224
plot1075,80.1872,50.501
plot1076,76.2705,45.6881
plot1077,81.405,52.0466
plot1078,77.2441,46.862
plot1079,76.2467,45.6596
plot1080,80.4974,50.8925
plot1081,74.6553,43.7735
plot1082,80.892,51.3927
plot1083,78.0335,47.3464
plot1084,73.403,42.3173
plot1085,74.7628,43.8997
plot1086,74.852,44.0045
plot1087,102.7754,26.5472
plot1088,77.6176,43.5309
plot1089,69.9601,38.4407
plot1090,72.006,40.7218
plot1091,81.6871,52.4079
plot1092,77.3801,47.0271
plot1093,71.3942,40.0328
plot1094,85.0338,56.7902
plot1095,67.3869,35.6649
plot1096,70.1583,38.6588
plot1097,76.1488,45.5424
plot1098,77.8257,47.0946
plot1099,74.578,43.6829
plot1100,73.1667,42.0453
plot1101,78.0923,47.8968
plot1102,72.959,41.8068
plot1103,84.6284,56.25
plot1104,91.0274,65.078
plot1105,104.0632,28.9176
plot1106,86.5348,53.5196
plot1107,74.7459,43.8797
plot1108,82.0812,52.9148
plot1109,71.7129,40.391
plot1110,76.7006,46.2049
plot1111,72.2413,40.9884
plot1112,82.7273,53.7511
plot1113,70.407,38.9334
plot1114,80.1207,50.4173
plot1115,77.207,46.817
plot1116,75.7646,45.084
plot1117,77.838,47.5854
plot1118,75.472,44.7364
plot1119,67.4506,35.7323
plot1120,103.5116,40.3933
plot1121,129.503,31.6126
plot1122,133.4641,39.1721
plot1123,185.8829,24.4237
plot1124,78.2149,43.723
plot1125,78.9691,48.9783
plot1126,78.9096,48.9046
plot1127,82.1216,52.9669
plot1128,73.7351,42.7011
plot1129,80.2248,50.5483
plot1130,75.7129,45.0225
plot1131,84.9776,56.7151
plot1132,75.7464,45.0624
plot1133,73.6763,42.633
plot1134,80.0513,50.33
plot1135,85.3278,57.1835
plot1136,82.834,53.8899
plot1137,79.4878,49.6239
plot1138,72.4064,41.1759
plot1139,87.5188,48.1263
plot1140,85.0225,42.5813
plot1141,108.1479,20.2092
plot1142,82.5161,49.1989
plot1143,72.3089,41.0652
plot1144,81.6666,52.3816
plot1145,75.4273,44.6835
plot1146,72.4056,41.1751
plot1147,72.1946,40.9355
plot1148,81.5579,52.2422
plot1149,82.4756,53.4245
plot1150,75.2576,44.4826
plot1151,76.1188,45.5065
plot1152,75.5569,44.8371
plot1153,76.2134,45.6197
plot1154,86.4609,58.7124
plot1155,73.2451,42.1354
plot1156,81.0236,51.56
plot1157,85.9112,57.9681
plot1158,72.0444,40.7652
plot1159,119.8678,37.24
plot1160,70.0388,35.0597
plot1161,79.6095,49.7759
plot1162,79.8119,50.0294
plot1163,75.8465,45.1815
plot1164,78.5134,48.4148
plot1165,72.0858,40.8122
plot1166,77.4249,47.0816
plot1167,74.1825,43.2208
plot1168,77.6263,47.3268
plot1169,82.0426,52.865
plot1170,78.2386,48.0764
plot1171,75.2965,44.5286
plot1172,76.5477,46.0208
plot1173,86.867,59.2651
plot1174,84.7538,56.4168
plot1175,70.4184,38.9459
plot1176,95.4016,34.3117
plot1177,164.1404,23.2763
plot1178,93.8393,62.9362
plot1179,70.762,39.327
plot1180,72.6921,41.5016
plot1181,76.4494,45.9027
plot1182,85.6101,57.5625
plot1183,74.6357,43.7505
plot1184,79.9171,50.1614
plot1185,73.9246,42.9208
plot1186,72.9062,41.7464
plot1187,80.4888,50.8816
plot1188,81.4585,52.115
plot1189,73.4636,42.3871
plot1190,86.4139,58.6485
plot1191,72.0785,40.8039
plot1192,86.5292,58.8052
plot1193,104.4387,42.8334
plot1194,189.6698,25.429
plot1195,142.3851,38.2147
plot1196,72.6578,38.56
plot1197,78.0988,47.9048
plot1198,83.1296,54.2752
plot1199,75.2188,44.4367
plot1200,78.8943,48.8856
plot1201,74.684,43.8072
plot1202,79.2891,49.3761
plot1203,69.3058,37.725
plot1204,72.7869,41.6098
plot1205,80.5199,50.9209
plot1206,72.0049,40.7205
plot1207,68.6489,37.0132
plot1208,96.6036,35.1818
plot1209,222.1352,34.8793
plot1210,75.1794,39.9512
plot1211,78.1134,47.9227
plot1212,70.4338,38.963
plot1213,82.2733,53.1628
plot1214,74.345,43.4104
plot1215,74.1077,43.1337
plot1216,70.7293,39.2906
plot1217,71.627,40.2943
plot1218,76.8193,46.3479
plot1219,73.2541,42.1458
plot1220,71.3926,40.031
plot1221,71.1747,39.787
plot1222,75.9181,45.2669
plot1223,131.0783,37.7841
plot1224,80.8761,46.2352
plot1225,81.0566,51.602
plot1226,70.4032,38.9291
plot1227,75.4036,44.6554
plot1228,70.3779,38.9012
plot1229,77.3594,47.0019
plot1230,77.6615,47.3698
plot1231,78.7411,48.696
plot1232,85.378,57.2508
plot1233,72.9666,41.8156
plot1234,69.8298,38.2975
plot1235,66.0251,34.238
plot1236,154.4545,52.4625
plot1237,89.7114,56.2569
plot1238,78.0846,47.8873
plot1239,76.4694,45.9267
plot1240,83.3908,54.6168
plot1241,70.2641,38.7755
plot1242,81.327,51.9469
plot1243,77.8726,47.6277
plot1244,76.017,45.3849
plot1245,74.0176,42.5985
plot1246,77.9921,47.7739
plot1247,77.1475,46.7448
plot1248,82.2217,53.0962
plot1249,115.5448,27.2624
plot1250,84.6047,50.5966
plot1251,76.7191,46.2271
plot1252,71.9713,40.6825
plot1253,82.7419,53.77
plot1254,74.5003,43.5919
plot1255,69.9117,38.3875
plot1256,76.8337,46.3653
plot1257,77.0328,46.6059
plot1258,95.4869,35.0892
plot1259,95.6964,23.7353
plot1260,129.2592,39.3671
plot1261,257.862,47.001
plot1262,78.1192,43.1368
plot1263,77.7616,47.4919
plot1264,73.8879,42.8782
plot1265,72.7722,41.5931
plot1266,77.6875,47.4015
plot1267,72.8089,41.635
plot1268,73.2661,42.1595
plot1269,83.627,54.9267
plot1270,78.0739,47.8742
plot1271,77.4744,47.1418
plot1272,122.7984,27.2397
plot1273,89.3766,56.4651
plot1274,81.4267,52.0743
plot1275,81.8715,52.6448
plot1276,75.1224,44.3229
plot1277,68.7025,37.0711
plot1278,75.1773,44.3878
plot1279,71.0557,39.654
plot1280,73.6819,42.6394
plot1281,79.4588,49.5877
plot1282,121.0019,27.5985
plot1283,79.6082,44.7969
plot1284,71.1612,39.7719
plot1285,80.1049,50.3974
plot1286,79.8768,50.1108
plot1287,83.3787,54.6009
plot1288,79.5176,49.6611
plot1289,77.7346,46.5098
plot1290,76.2518,45.6657
plot1291,76.0024,45.3674
plot1292,82.8074,53.8553
plot1293,140.8435,38.9497
plot1294,85.6105,51.8067
plot1295,77.558,47.2436
plot1296,81.7143,52.4429
plot1297,79.2709,49.3534
plot1298,84.077,55.5193
plot1299,69.6593,38.1108
plot1300,88.3377,61.2889
plot1301,81.4944,52.1609
plot1302,78.3328,48.1923
plot1303,113.6913,48.7288
plot1304,240.4037,31.7739
plot1305,121.3317,32.374
plot1306,81.7241,49.3081
plot1307,79.4251,49.5456
plot1308,82.2073,53.0775
plot1309,80.5181,50.9187
plot1310,75.0143,44.1955
plot1311,75.6054,44.8947
plot1312,105.422,41.0252
plot1313,282.6026,43.9077
plot1314,81.3198,46.2245
plot1315,79.4151,49.5331
plot1316,77.2267,46.8409
plot1317,67.8076,36.1116
plot1318,102.8228,37.3664
plot1319,110.2309,31.4927
plot1320,164.0795,16.9156
plot1321,79.2466,43.8977
plot1322,70.1343,38.6323
plot1323,71.1823,39.3975
plot1324,72.9305,41.7742
plot1325,103.9408,40.729
plot1326,238.197,31.1933
plot1327,73.284,42.1802
plot1328,72.7861,41.6089
plot1329,84.1696,55.6416
plot1330,170.985,39.0351
plot1331,72.3476,36.5871
plot1332,82.9886,54.0913
plot1333,73.5815,42.5234
plot1334,71.7051,40.3822
plot1335,83.2202,54.3936
plot1336,160.6479,38.5118
plot1337,88.7355,54.4211
plot1338,86.8137,59.1925
plot1339,71.0841,39.6858
plot1340,76.7059,46.2112
plot1341,70.8767,39.4545
plot1342,133.9375,25.361
plot1343,73.6231,37.8886
plot1344,76.5692,46.0466
plot1345,77.75,47.4778
plot1346,73.6482,42.6005
plot1347,117.8478,52.3569
plot1348,196.6533,24.2987
plot1349,78.6108,43.6814
plot1350,73.8289,42.3817
plot1351,77.6333,47.3354
plot1352,68.9779,37.3689
plot1353,202.5687,58.0106
plot1354,86.1396,50.118
plot1355,75.3191,44.5554
plot1356,67.8986,36.2086
plot1357,104.0262,43.3456
plot1358,268.6701,28.3464
plot1359,109.0073,29.8642
plot1360,80.5861,46.9244
plot1361,78.6108,48.5349
plot1362,178.8927,40.2157
plot1363,81.5964,45.4937
plot1364,76.7032,46.208
plot1365,205.8605,49.926
plot1366,132.7441,47.0543
plot1367,99.3334,30.9985
plot1368,292.9056,26.9529
