#;has_road;investment_cost;is_candidate_nursery;is_investable;is_invested;is_itp;is_near_water;is_nursery;is_policed;location;my_climate;my_laborers;my_soil;name;neighborhood_shape;plot_trees;projected_profit;rotation_years
1906;false;1512.0;false;false;false;false;false;false;false;{4547.076845321106,2429.171689959883,0.0};climate[15];[];soil[257];'plot1906';polygon ([{4402.7578387896065,2276.00288026873,0.0},{4399.807845978299,2375.165610290831,0.0},{4396.858033169876,2474.32834513695,0.0},{4393.9084003637545,2573.4910848070867,0.0},{4493.071071430342,2576.4406245741993,0.0},{4592.233562494745,2579.3901595193893,0.0},{4691.395873553818,2582.3396896426566,0.0},{4694.34549189196,2483.1774899805896,0.0},{4697.295290233917,2384.0152951399796,0.0},{4700.245268574683,2284.853105120361,0.0},{4601.0829719811445,2281.903034992749,0.0},{4501.920495385886,2278.9529600425158,0.0},{4402.7578387896065,2276.00288026873,0.0}]);[trees[1975],trees[1523],trees[18583],trees[18584],trees[27709],trees[45769],trees[46189],trees[54232],trees[79191]];1358.8515147069886;0
1907;false;1620.0;false;false;false;false;false;false;false;{4544.127129748231,2528.3341572140926,0.0};climate[15];[];soil[257];'plot1907';polygon ([{4399.807845978299,2375.165610290831,0.0},{4396.858033169876,2474.32834513695,0.0},{4393.9084003637545,2573.4910848070867,0.0},{4493.071071430342,2576.4406245741993,0.0},{4592.233562494745,2579.3901595193893,0.0},{4691.395873553818,2582.3396896426566,0.0},{4694.34549189196,2483.1774899805896,0.0},{4697.295290233917,2384.0152951399796,0.0},{4598.132988817175,2381.0654050130397,0.0},{4498.970507399412,2378.1155100637116,0.0},{4399.807845978299,2375.165610290831,0.0}]);[];1329.3112643872716;0
1928;false;0.0;false;false;false;false;true;false;false;{4699.364812224696,647.2011467064149,0.0};climate[8];[];soil[214];'plot1928';polygon ([{4552.097830693703,593.1903478314634,0.0},{4549.1447827932425,692.3528158252593,0.0},{4546.19191488123,791.5152886456344,0.0},{4645.354319104576,794.4680635235272,0.0},{4744.516543339589,797.4208335748408,0.0},{4843.6785875831265,800.3735988005064,0.0},{4846.6314410194755,701.2116659467574,0.0},{4849.584474440315,602.049737917725,0.0},{4750.422439846909,599.0966127149295,0.0},{4651.260225263657,596.1434826867189,0.0},{4552.097830693703,593.1903478314634,0.0}]);[];0.0;0
1930;false;1008.0;true;false;false;false;false;false;false;{4693.459090880322,845.525552380248,0.0};climate[8];[];soil[214];'plot1930';polygon ([{4549.1447827932425,692.3528158252593,0.0},{4546.19191488123,791.5152886456344,0.0},{4543.239226959646,890.6777662930544,0.0},{4540.2867190281395,989.8402487668209,0.0},{4639.4491329041775,992.7926636633929,0.0},{4738.611366790137,995.7450737345498,0.0},{4837.773420682992,998.6974789805245,0.0},{4840.7259141387185,899.5355364787392,0.0},{4843.6785875831265,800.3735988005064,0.0},{4846.6314410194755,701.2116659467574,0.0},{4747.469401597162,698.2587207320612,0.0},{4648.307182191056,695.3057706919499,0.0},{4549.1447827932425,692.3528158252593,0.0}]);[trees[2057],trees[1226],trees[11331],trees[26856],trees[35720],trees[38418],trees[56043],trees[64481],trees[78387],trees[80956]];945.2880102309487;0
2009;false;0.0;false;false;false;false;true;false;false;{4894.735945222928,752.2690575710149,0.0};climate[8];[];soil[28];'plot2009';polygon ([{4750.422439846909,599.0966127149295,0.0},{4747.469401597162,698.2587207320612,0.0},{4744.516543339589,797.4208335748408,0.0},{4741.563865068019,896.5829512421042,0.0},{4840.7259141387185,899.5355364787392,0.0},{4939.88778322062,902.4881168897264,0.0},{5039.04947231058,905.4406924771611,0.0},{5042.002136107185,806.2791147776879,0.0},{5044.95497989119,707.1175419008359,0.0},{4945.79330044915,704.1646063358057,0.0},{4846.6314410194755,701.2116659467574,0.0},{4849.584474440315,602.049737917725,0.0},{4750.422439846909,599.0966127149295,0.0}]);[trees[35527]];0.0;0
2010;false;0.0;true;false;false;false;true;false;false;{4891.783184195607,851.4309028424905,0.0};climate[8];[];soil[28];'plot2010';polygon ([{4747.469401597162,698.2587207320612,0.0},{4744.516543339589,797.4208335748408,0.0},{4741.563865068019,896.5829512421042,0.0},{4738.611366790137,995.7450737345498,0.0},{4837.773420682992,998.6974789805245,0.0},{4936.935294587747,1001.6498794020154,0.0},{5036.096988501144,1004.6022750006523,0.0},{5039.04947231058,905.4406924771611,0.0},{5042.002136107185,806.2791147776879,0.0},{5044.95497989119,707.1175419008359,0.0},{4945.79330044915,704.1646063358057,0.0},{4846.6314410194755,701.2116659467574,0.0},{4747.469401597162,698.2587207320612,0.0}]);[trees[80],trees[14048],trees[23224],trees[30737],trees[48604],trees[57047],trees[65479],trees[65481],trees[65482]];0.0;0
2011;false;1620.0;false;false;false;false;false;false;false;{4888.830603157519,950.5927529377514,0.0};climate[8];[];soil[28];'plot2011';polygon ([{4744.516543339589,797.4208335748408,0.0},{4741.563865068019,896.5829512421042,0.0},{4738.611366790137,995.7450737345498,0.0},{4735.659048500005,1094.9072010528762,0.0},{4834.821107218275,1097.8594263077248,0.0},{4933.98298594635,1100.8116467385553,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5036.096988501144,1004.6022750006523,0.0},{5039.04947231058,905.4406924771611,0.0},{5042.002136107185,806.2791147776879,0.0},{4942.840451839962,803.3263592009898,0.0},{4843.6785875831265,800.3735988005064,0.0},{4744.516543339589,797.4208335748408,0.0}]);[trees[3143],trees[6589],trees[6592],trees[12440],trees[14558],trees[15481],trees[19610],trees[20666],trees[20671],trees[21641],trees[30735],trees[37524],trees[48610],trees[63612],trees[63615],trees[68582]];1595.173517264726;0
2012;false;630.0;true;false;false;false;false;false;false;{4885.878202108841,1049.754607857205,0.0};climate[8];[];soil[223];'plot2012';polygon ([{4741.563865068019,896.5829512421042,0.0},{4738.611366790137,995.7450737345498,0.0},{4735.659048500005,1094.9072010528762,0.0},{4732.706910202396,1194.0693331954535,0.0},{4831.868973746663,1197.021378459176,0.0},{4931.030857298407,1199.9734188986477,0.0},{5030.192560857162,1202.925454514334,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5036.096988501144,1004.6022750006523,0.0},{5039.04947231058,905.4406924771611,0.0},{4939.88778322062,902.4881168897264,0.0},{4840.7259141387185,899.5355364787392,0.0},{4741.563865068019,896.5829512421042,0.0}]);[trees[1015],trees[1092],trees[5286],trees[9812],trees[9817],trees[10380],trees[31759],trees[46723],trees[46728],trees[58065],trees[63095],trees[63097],trees[63613],trees[71469],trees[71988]];620.34525671406;0
2013;false;810.0;true;false;false;false;false;false;false;{4882.925981052424,1148.916467601026,0.0};climate[8];[];soil[223];'plot2013';polygon ([{4738.611366790137,995.7450737345498,0.0},{4735.659048500005,1094.9072010528762,0.0},{4732.706910202396,1194.0693331954535,0.0},{4729.754951896844,1293.2314701625146,0.0},{4828.91702026478,1296.1833354330156,0.0},{4928.078908638097,1299.1351958804298,0.0},{5027.2406170216855,1302.0870515047573,0.0},{5030.192560857162,1202.925454514334,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5036.096988501144,1004.6022750006523,0.0},{4936.935294587747,1001.6498794020154,0.0},{4837.773420682992,998.6974789805245,0.0},{4738.611366790137,995.7450737345498,0.0}]);[trees[241],trees[9816],trees[18932],trees[22734],trees[30135],trees[32710],trees[32712],trees[54564],trees[62995],trees[63098],trees[64457],trees[74796],trees[79625]];738.5062579929287;0
2014;false;1278.0;true;false;false;false;false;false;false;{4879.973939986987,1248.0783321678173,0.0};climate[8];[];soil[231];'plot2014';polygon ([{4735.659048500005,1094.9072010528762,0.0},{4732.706910202396,1194.0693331954535,0.0},{4729.754951896844,1293.2314701625146,0.0},{4726.803173582652,1392.393611953361,0.0},{4825.965246774838,1395.3452972308733,0.0},{4925.127139972872,1398.2969776855316,0.0},{5024.288853176404,1401.2486533171032,0.0},{5027.2406170216855,1302.0870515047573,0.0},{5030.192560857162,1202.925454514334,0.0},{5033.1446846835315,1103.7638623460662,0.0},{4933.98298594635,1100.8116467385553,0.0},{4834.821107218275,1097.8594263077248,0.0},{4735.659048500005,1094.9072010528762,0.0}]);[trees[1000],trees[13561],trees[20509],trees[20511],trees[28058],trees[28059],trees[31754],trees[36882],trees[36883],trees[56024]];1181.6100127886857;0
2129;false;0.0;false;false;false;false;true;false;false;{5192.220720805839,761.1275870484533,0.0};climate[8];[];soil[29];'plot2129';polygon ([{5044.95497989119,707.1175419008359,0.0},{5042.002136107185,806.2791147776879,0.0},{5039.04947231058,905.4406924771611,0.0},{5138.210981410812,908.3932632417418,0.0},{5237.372310523642,911.3458291834686,0.0},{5336.533459645696,914.2983903039712,0.0},{5339.486108975718,815.1373525697272,0.0},{5342.438938294887,715.9763196560089,0.0},{5243.27779881598,713.0233985600062,0.0},{5144.116479347926,710.0704726416152,0.0},{5044.95497989119,707.1175419008359,0.0}]);[trees[75010],trees[80499]];0.0;0
2130;false;774.0;true;true;false;false;true;false;false;{5189.267974248476,860.2888923543505,0.0};climate[8];[];soil[29];'plot2130';polygon ([{5044.95497989119,707.1175419008359,0.0},{5042.002136107185,806.2791147776879,0.0},{5039.04947231058,905.4406924771611,0.0},{5036.096988501144,1004.6022750006523,0.0},{5135.258502425277,1007.5546657748055,0.0},{5234.419836359797,1010.5070517279673,0.0},{5333.580990304123,1013.4594328589737,0.0},{5336.533459645696,914.2983903039712,0.0},{5339.486108975718,815.1373525697272,0.0},{5342.438938294887,715.9763196560089,0.0},{5243.27779881598,713.0233985600062,0.0},{5144.116479347926,710.0704726416152,0.0},{5044.95497989119,707.1175419008359,0.0}]);[trees[274],trees[1152],trees[2252],trees[2307],trees[3679],trees[3680],trees[4525],trees[10811],trees[12955],trees[12957],trees[12958],trees[13804],trees[22980],trees[29154],trees[32004],trees[37932],trees[41369],trees[49856],trees[57515],trees[57516],trees[64010],trees[66719]];827.1270089520801;0
2131;false;1116.0;true;false;false;false;false;false;false;{5186.315407679882,959.4502024819958,0.0};climate[8];[];soil[29];'plot2131';polygon ([{5042.002136107185,806.2791147776879,0.0},{5039.04947231058,905.4406924771611,0.0},{5036.096988501144,1004.6022750006523,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5132.306203429354,1106.716073130723,0.0},{5231.46754218603,1109.6682790936902,0.0},{5330.628700950416,1112.6204802349675,0.0},{5333.580990304123,1013.4594328589737,0.0},{5336.533459645696,914.2983903039712,0.0},{5339.486108975718,815.1373525697272,0.0},{5240.32496467547,812.1846114613581,0.0},{5141.16364038398,809.2318655308336,0.0},{5042.002136107185,806.2791147776879,0.0}]);[trees[1770],trees[156],trees[3675],trees[22977],trees[25646],trees[31208],trees[40587],trees[49075],trees[49843],trees[65947],trees[65950],trees[66713],trees[74251],trees[77335]];974.8282605506658;0
2132;false;792.0;true;true;false;false;false;false;false;{5183.363021100115,1058.6115174317965,0.0};climate[8];[];soil[47];'plot2132';polygon ([{5039.04947231058,905.4406924771611,0.0},{5036.096988501144,1004.6022750006523,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5030.192560857162,1202.925454514334,0.0},{5129.354084425257,1205.8774853083305,0.0},{5228.515428001992,1208.8295112804044,0.0},{5327.676591586904,1211.7815324319527,0.0},{5330.628700950416,1112.6204802349675,0.0},{5333.580990304123,1013.4594328589737,0.0},{5336.533459645696,914.2983903039712,0.0},{5237.372310523642,911.3458291834686,0.0},{5138.210981410812,908.3932632417418,0.0},{5039.04947231058,905.4406924771611,0.0}]);[trees[154],trees[273],trees[3663],trees[4518],trees[9997],trees[10401],trees[14579],trees[14585],trees[19631],trees[22126],trees[25645],trees[31186],trees[31187],trees[40574],trees[40577],trees[43840],trees[49063],trees[49065],trees[57502],trees[60744],trees[80129]];1168.21341592675;0
2133;false;522.0;true;true;false;false;false;false;false;{5180.410814510658,1157.772837203287,0.0};climate[8];[];soil[47];'plot2133';polygon ([{5036.096988501144,1004.6022750006523,0.0},{5033.1446846835315,1103.7638623460662,0.0},{5030.192560857162,1202.925454514334,0.0},{5027.2406170216855,1302.0870515047573,0.0},{5126.402145412285,1305.038902307162,0.0},{5225.563493809546,1307.990748287877,0.0},{5324.724662215565,1310.9425894480664,0.0},{5327.676591586904,1211.7815324319527,0.0},{5330.628700950416,1112.6204802349675,0.0},{5333.580990304123,1013.4594328589737,0.0},{5234.419836359797,1010.5070517279673,0.0},{5135.258502425277,1007.5546657748055,0.0},{5036.096988501144,1004.6022750006523,0.0}]);[trees[1094],trees[2108],trees[5308],trees[5312],trees[14578],trees[14580],trees[23747],trees[23750],trees[31193],trees[37534],trees[37535],trees[46737],trees[48937],trees[50542],trees[50544],trees[50545],trees[57376],trees[80127]];872.8109127295784;0
2260;false;1620.0;false;false;false;false;false;false;false;{5457.23372291174,1860.7547569412272,0.0};climate[9];[];soil[105];'plot2260';polygon ([{5312.918744647293,1707.5868657073006,0.0},{5309.967715239734,1806.7479468195233,0.0},{5307.016865826561,1905.909032750409,0.0},{5406.177883153898,1908.8597891295794,0.0},{5505.338720484055,1911.8105406905524,0.0},{5604.499377819593,1914.7612874351908,0.0},{5607.450212778989,1815.6007414895575,0.0},{5610.4012277342845,1716.4402003607247,0.0},{5511.240580033511,1713.4890936270822,0.0},{5412.079752336722,1710.5379820764065,0.0},{5312.918744647293,1707.5868657073006,0.0}]);[trees[10687],trees[46995],trees[80384]];1358.8515147069886;0
2289;false;1620.0;false;false;false;false;false;false;false;{5588.864568420424,772.9388921742793,0.0};climate[9];[];soil[31];'plot2289';polygon ([{5441.599897786975,718.9292359303217,0.0},{5438.647073289729,818.0900888566393,0.0},{5435.694428779301,917.2509466037154,0.0},{5534.855217926553,920.2034980824683,0.0},{5634.015827084426,923.1560447418597,0.0},{5733.176256255014,926.1085865828209,0.0},{5736.128886308637,826.9482687986456,0.0},{5636.968461956596,823.9955469709821,0.0},{5639.921276813955,724.8350540183019,0.0},{5540.76067729434,721.8821473838761,0.0},{5441.599897786975,718.9292359303217,0.0}]);[];1329.3112643872716;0
